Topic,Count,Name,Representation,Representative_Docs
20,19,20_lifting_lift_lifts_lift device,"['lifting', 'lift', 'lifts', 'lift device', 'mechanical', 'device', 'bulky', 'position', 'physically', 'difficult']","['insufficient strength to lift themselves from the chair to the standing position', 'not found a portable lift and lowering device affordable to most people', 'physically lifting the patient']"
21,19,21_movement_moving_motion_trouble moving,"['movement', 'moving', 'motion', 'trouble moving', 'trouble', 'surface', 'movement difficulty', 'non movement', 'normally', 'normally trouble']","['neglect of regular motion', 'hamper free movements of the body', 'difficult to move and to store']"
22,18,22_expensive_consuming_time consuming_development,"['expensive', 'consuming', 'time consuming', 'development', 'procedure', 'expensive procedure', 'time', 'sophistication time', 'preparation effort', 'investment']","['lack of investment sophistication', 'time consuming process', 'need for a high preparation effort']"
23,18,23_location_calls_network_psap,"['location', 'calls', 'network', 'psap', 'based', 'voip based', 'voip', 'based emergency', 'caller', 'emergency calls']","['calls placed from portable text devices cannot be automatically routed to the geographically appropriate psap', 'inability to route the call to the appropriate psap', 'do not provide latitude in hand-holds location']"
24,18,24_alert_alarm_button_panic,"['alert', 'alarm', 'button', 'panic', 'panic alert', 'alert button', 'alert systems', 'panic button', 'button prior', 'push panic']","['client could be unconscious or unable to press a panic button', 'prior art devices fail to provide an alarm unit that creates an audible alert', 'some sensors require individuals to manually activate an alarm']"
25,18,25_walker_walkers_current walkers_rolling,"['walker', 'walkers', 'current walkers', 'rolling', 'surfaces', 'current', 'leg', 'conventional', 'walker user', 'require nurses']","['current walkers are rigid', 'ineffectively managing the weight transfer to a metal walker', 'conventional walker provides no seating accommodation']"
26,18,26_posture_positioned_posture user_position,"['posture', 'positioned', 'posture user', 'position', 'correct', 'awkward', 'motion', 'human', 'support', 'maintain postural']","['physical positioning of subjects', 'difference in the motion between the human body and the support member', 'changing posture of a person from sitting to lying']"
27,17,27_bed_chair_ridden_bed ridden,"['bed', 'chair', 'ridden', 'bed ridden', 'difficulty', 'confined', 'bed chair', 'bed difficulty', 'person difficulty', 'transferring bed']","['altering the furniture', 'confined to bed', 'difficulty for a mobility-impaired person to transfer themselves out of a wheelchair']"
28,17,28_non compliance_billion_compliance_non,"['non compliance', 'billion', 'compliance', 'non', 'costs', 'billion annual', 'unnecessary', 'annual', 'medical', 'hospital']","['rising costs in healthcare', 'estimated $10 billion annual healthcare expenditure', 'expensive hospital beds']"
29,16,29_impractical_bulky_design_structure,"['impractical', 'bulky', 'design', 'structure', 'large', 'cumbersome', 'complicated', 'space', 'impractical cost', 'impractical complex']","['impractical, complex and/or inconvenient structures', 'large, heavy, bulky, complicated, and time consuming to setup and use', 'reduced capacity']"
30,15,30_muscle_strain_muscles_skeletal,"['muscle', 'strain', 'muscles', 'skeletal', 'placing undue', 'undue strain', 'shoulders', 'thinner compression', 'surrounding muscles', 'tears muscle']","['joint stress in wrists, elbows and shoulders', 'muscle hypotonia', 'lumbago']"
31,15,31_walking_assist_walk_assist device,"['walking', 'assist', 'walk', 'assist device', 'walking walking', 'ambulatory assist', 'ambulatory', 'stand walk', 'shuffling movement', 'standing walking']","['need assistance in standing and walking', 'difficulty walking without a walking aid', 'degradation of the ability to walk']"
32,14,32_medical_condition_certain_disease,"['medical', 'condition', 'certain', 'disease', 'acuteness', 'illnesses feeling', 'indicator certain', 'ineffective outside', 'vomiting', 'leave ineffective']","['comatose condition', 'certain diseases and medical conditions', 'unusual toileting patterns are a leading indicator of certain illnesses']"
33,13,33_rate_pregnancy_success_spontaneous,"['rate', 'pregnancy', 'success', 'spontaneous', 'abortion', 'achieving pregnancy', 'probability achieving', 'achieving', 'spontaneous abortion', 'couples']","['spontaneous abortion rate of 27%', ""overestimating the couple's probability of achieving a pregnancy"", 'conception rates of cattle range from 40% to 50%']"
34,13,34_mobility_individuals mobility_reduced_ambulation,"['mobility', 'individuals mobility', 'reduced', 'ambulation', 'increased mobility', 'problems mobility', 'movements patient', 'patient reduced', 'mobility restricting', 'mobility potentially']","['problems of mobility', 'decrease in mobility', 'potentially dangerous movements for a patient with reduced mobility']"
35,12,35_image_imaging_projected_camera based,"['image', 'imaging', 'projected', 'camera based', 'change focus', 'bandwidth', 'camera', 'view', 'images', 'existing']","['existing heads up displays create an image that is projected into the field of view of a user', 'inability to conduct the imaging and evaluation in an automated fashion', 'holographic systems can introduce image blurring due to bandwidth generated problems']"
36,11,36_knee_hip_joint_orthopedic,"['knee', 'hip', 'joint', 'orthopedic', 'knee joint', 'replacements', 'impairments', 'joint problems', 'swelling inflammation', 'joints knee']","['locked knee joint', 'knee replacements', 'inconvenience and pain from joint problems']"
37,11,37_battery_power_device_source,"['battery', 'power', 'device', 'source', 'frequent charging', 'source storage', 'replacement battery', 'power source', 'subject frequent', 'result crashing']","['potentially unstable device while in use', 'powered options require electricity and some power source', 'drained battery']"
38,10,38_error_errors_human error_failure subject,"['error', 'errors', 'human error', 'failure subject', 'danger preparation', 'error danger', 'error numerous', 'decisions repeated', 'decisions', 'erroneous decisions']","['single point of failure', 'imprinting errors', 'erroneous decisions']"
39,10,39_parents_children_child_risks,"['parents', 'children', 'child', 'risks', 'related risks', 'health developmental', 'safety children', 'faced additional', 'expectant parents', 'scuba']","['parents are faced with additional challenges in managing the risks', 'on-line predators', 'health and developmental problems']"
40,9,40_pressure_sores_pressure stresses_stresses,"['pressure', 'sores', 'pressure stresses', 'stresses', 'stresses patient', 'high localized', 'bed sores', 'localized', 'shear', 'bed']","['sternal pressure', 'high amount of pressure exerted on the inguinal area', 'painful pressure ulcers or bed sores']"
41,9,41_position_sitting_vertically_straight vertically,"['position', 'sitting', 'vertically', 'straight vertically', 'straight', 'seated', 'seat', 'sitting position', 'difficulty', 'standing']","['not advantageous for assistance in movement besides moving from a laying down position to a sitting up position', 'difficulty changing position', 'need of assistance in being seated slowly']"
42,9,42_ivf_cycles_rate ivf_birth,"['ivf', 'cycles', 'rate ivf', 'birth', 'need model', 'required 69', 'result pregnancy', 'routine ivf', 'model reliably', 'successful ivf']","['low success rate of ivf', 'potential causes for failure of ivf are diverse', 'need for a model that can more reliably predict the chance of a successful ivf/icsi treatment']"
43,9,43_depression_distress_psychological_traumatic implications,"['depression', 'distress', 'psychological', 'traumatic implications', 'severe depression', 'thoughts inactivity', 'ethical', 'distress suicidal', 'ethical psychologically', 'distress psychological']","['risks for depression', 'distress', 'psychological consequences']"
44,9,44_stairs_use stairs_walkways_terrain,"['stairs', 'use stairs', 'walkways', 'terrain', 'use', 'adjacent', 'use level', 'inability ascend', 'stairs ineffective', 'used traverse']","['current options for ascending and descending stairs include standard railings which are not balanced, and awkward', 'inability to ascend stairs safely', 'typical approaches further limit the terrain one may move over']"
45,9,45_wearable_wearable devices_worn_devices,"['wearable', 'wearable devices', 'worn', 'devices', 'device worn', 'subject', 'device', 'worn user', 'irritations device', 'lead user']","['wearable devices have several disadvantages', 'rely upon highly sophisticated wearable devices', 'inconvenience caused by wearable protection devices']"
46,9,46_retirement_social security_security_benefits,"['retirement', 'social security', 'security', 'benefits', 'security program', 'program', 'retirement benefits', 'social', 'security trust', 'insufficient retirement']","['loss of wages', 'insufficient retirement benefits', 'loss of employer-funded retirement benefits']"
47,8,47_apparatus_heavy_machines_materials,"['apparatus', 'heavy', 'machines', 'materials', 'devices restrain', 'capable located', 'apparatus therapist', 'benefit capable', 'heavy materials', 'use heavy']","['need for a simple to use apparatus by a therapist or patient', 'need to provide additional apparatus', 'need for a portable apparatus for ease of transportation and use']"
48,8,48_sensors_sensing_data_requires considerable,"['sensors', 'sensing', 'data', 'requires considerable', 'used functionality', 'energy consumption', 'environment constant', 'environmental sensors', 'expensive invasive', 'generated passive']","['energy consumption of a motion sensing device', 'tilt sensor has drawbacks', 'strictly data acquisition devices']"
49,8,49_life_outcomes_severely impact_deaths annually,"['life', 'outcomes', 'severely impact', 'deaths annually', 'drug complications', 'catastrophes 125', 'annually human', 'casualties', 'casualties life', 'complications mistakes']","['loss of life as a result of drug complications or mistakes', 'medical catastrophes', '125,000 deaths in the us annually']"
50,8,50_victim_vulnerable individuals_vulnerable_following targeting,"['victim', 'vulnerable individuals', 'vulnerable', 'following targeting', 'confused scared', 'fearful abuser', 'fearful', 'capable fully', 'comfortable victim', 'feel safe']","['victim helpless', 'victim may not feel safe or comfortable', 'victim may still be fearful that the abuser is following him or her']"
51,7,51_strength_lack strength_muscles resilience_assistance multiple,"['strength', 'lack strength', 'muscles resilience', 'assistance multiple', 'stamina', 'sufficient physical', 'basic weight', 'disease partial', 'muscle rebuilding', 'multiple causes']","['decreases in strength', 'lack of sufficient physical strength and stamina', 'inadequate muscles and resilience of the body']"
52,7,52_patient patients_patient_patients_non ambulatory,"['patient patients', 'patient', 'patients', 'non ambulatory', 'patient limited', 'handling patients', 'dangerous patient', 'difficulties physical', 'immobilized', 'jostling']","['jostling of the patient', 'patients sometimes refuse to be shifted', 'difficulties in the physical handling of patients']"
53,7,53_different_adjustable_users_height,"['different', 'adjustable', 'users', 'height', 'space', 'heights', 'support different', 'structure non', 'motorized sitting', 'space height']","['motorized sitting to standing assistance devices are large', ""limited space for the users' feet"", 'not fully adjustable to accommodate user support of different size or structure']"
54,7,54_components_adding_systems additional_components unreliable,"['components', 'adding', 'systems additional', 'components unreliable', 'breakage adding', 'components risk', 'fastening large', 'components large', 'components lack', 'component housings']","['secure fastening of large components', 'lack of key components', 'several unreliable components']"
55,7,55_limb_limbs_gait_limbs appropriately,"['limb', 'limbs', 'gait', 'limbs appropriately', 'limb mobility', 'disabled injured', 'exercising limbs', 'appropriately exercising', 'balance gait', 'development limp']","['conditions of weak limbs', 'appropriately exercising limbs', 'little or no lower limb mobility']"
56,7,56_infection_pneumonia_potential contagious_compromised patient,"['infection', 'pneumonia', 'potential contagious', 'compromised patient', 'exposes likely', 'immuno', 'contagious', 'risk unknown', 'viral infection', 'antibiotic resistant']","['nosocomial infections such as antibiotic-resistant staph', 'viral infection', 'pneumonia']"
57,7,57_wheelchairs_wheelchair_standard_spaces storage,"['wheelchairs', 'wheelchair', 'standard', 'spaces storage', 'versatility modern', 'user standing', 'standard designed', 'limited versatility', 'weight capacity', 'wheelchair armchair']","['standard wheelchairs and scooters have no provision for assisting the user in standing or being elevated', 'limited versatility of modern “everyday” wheelchairs', 'need for a foldable, tiltable frame for adult weight capacity wheelchairs']"
58,7,58_food_eating_appetite_homeostasis lack,"['food', 'eating', 'appetite', 'homeostasis lack', 'appropriate quantities', 'directions loss', 'directions', 'cooking preparation', 'forgetting eat', 'difficulty following']","['confusion about appropriate quantities of food intake', 'nutritional homeostasis', 'lack of recognition of food preparations']"
59,7,59_fractures_bone_fracture_fracture challenge,"['fractures', 'bone', 'fracture', 'fracture challenge', 'bones resulting', 'challenge risk', 'bruised broken', 'brittle osteoporosis', 'bruised', 'bone fractures']","['bone fracture', 'challenge and risk for brittle osteoporosis patients', 'serious injury, such as hip fractures and head trauma']"
60,7,60_injury_injuring_injury attempt_user fingers,"['injury', 'injuring', 'injury attempt', 'user fingers', 'fingers', 'embraces', 'faced injured', 'channels injuring', 'embraces injury', 'awkward uncomfortable']","['injury to a user if fingers get caught in the channels', 'injuring themselves during the transfer', 'put themselves at risk of injury during the attempt']"
61,7,61_hazard_significant hazard_significant_occupation possible,"['hazard', 'significant hazard', 'significant', 'occupation possible', 'hazard property', 'hazard life', 'hazard resident', 'risks significant', 'dangers potentially', 'hazard potential']","['dangers that can potentially harm a large number of people', 'high-risk occupation', 'possible hazard']"
62,7,62_transport_transportation_vehicle transport_difficulty transport,"['transport', 'transportation', 'vehicle transport', 'difficulty transport', 'devices expensive', 'transport devices', 'transportation modes', 'devices providing', 'transportation require', 'costly facility']","['not portable in transportation', 'require a large or specialized vehicle for transport', 'costly move to a facility']"
63,6,63_accidents_instrument_walking instrument_walking,"['accidents', 'instrument', 'walking instrument', 'walking', 'injuries fatalities', 'accidentally forget', 'fatal accidents', 'fatalities', 'fatalities pedestrians', 'accident walking']","['accident during the walking', 'slipping accidents at home', 'accidentally forget the walking instrument']"
64,6,64_use_uncomfortable_uncomfortable use_rigid generally,"['use', 'uncomfortable', 'uncomfortable use', 'rigid generally', 'use uncomfortable', 'use rigid', 'use discomfort', 'awkward use', 'wearing ease', 'individual wearing']","['difficult to use', 'uncomfortable to use', 'rigid and generally uncomfortable']"
65,6,65_mosaicism_aberrant_women chromosomal_chromosomal,"['mosaicism', 'aberrant', 'women chromosomal', 'chromosomal', 'aneuploidies', 'chromosome', 'chromosome error', 'aberrant phenotypes', 'aneuploidy older', 'aneuploidy']","['aneuploidies', 'mosaicism', 'increased chromosome error rate']"
66,6,66_wandering_tripping_wandering tripping_wandering designated,"['wandering', 'tripping', 'wandering tripping', 'wandering designated', 'unexpectedly trips', 'unexpectedly', 'trips wandering', 'trips', 'tripping hazards', 'location risk']","['wandering off from a designated location', 'risk from wandering', 'tripping hazards']"
67,6,67_injuries_moderate severe_injuries high_physical injuries,"['injuries', 'moderate severe', 'injuries high', 'physical injuries', 'musculoskeletal injuries', 'related injuries', 'muscles ligaments', 'severe injuries', 'moderate', 'ligaments transfer']","['physical injuries', 'moderate to severe injuries', 'injuries more easily than younger adults']"
68,6,68_transferring_persistent_uneasy_elderly persons,"['transferring', 'persistent', 'uneasy', 'elderly persons', 'encountered care', 'dependent elderly', 'givers transferring', 'assistance transfers', 'assisted mobility', 'uneasy store']","['little assistance in transfers', 'ongoing and persistent problems encountered by care-givers when transferring a bed-ridden person', 'strain of transferring people']"
69,6,69_false_warning_false positives_positives,"['false', 'warning', 'false positives', 'positives', 'coping', 'coping possible', 'warning event', 'signal inability', 'reducing false', 'reducing']","['predictive warning before an event', 'false positives', 'false positive signal']"
70,5,70_strength_persons varying_individual using_discourage individual,"['strength', 'persons varying', 'individual using', 'discourage individual', 'body strength', 'discourage', 'difficulties doing', 'doing', 'big difficulties', 'doing reduced']","['not well suited to persons of varying body types', 'limited assistance for those who have limited upper-body strength', 'discourage an individual from using his or her own strength and muscles']"
71,5,71_networks_communication_uselessness_traditional telecommunications,"['networks', 'communication', 'uselessness', 'traditional telecommunications', 'include consist', 'consist communication', 'crisis traditional', 'crisis', 'consist', 'congested uselessness']","['9-1-1 “call” to include or to consist of only a communication using some other medium', 'undue expense/strain on the communication infrastructure', 'phone networks congested into uselessness']"
72,5,72_health_common health_events health_related events,"['health', 'common health', 'events health', 'related events', 'situations health', 'problem emergent', 'cancer common', 'health situations', 'emergent health', 'health problem']","['cancer', 'common health problem', 'emergent health situations']"
