Topic,Count,Name,Representation,Representative_Docs
29,14,29_costs_emotional_financial_substantial,"['costs', 'emotional', 'financial', 'substantial', 'economic', 'additional', 'prohibitive', 'monetary', 'manufacturing', 'increased']","['costs increased', 'costs increased', 'costs emotional financial substantial']"
30,14,30_lh_premature_levels_surges,"['lh', 'premature', 'levels', 'surges', 'luteinization', 'luteolysis', 'fsh', 'low', 'saturation', 'serum']","['levels low lh', 'levels low lh', 'surges premature lh']"
31,13,31_event_security_related_want,"['event', 'security', 'related', 'want', 'unprotected', 'safety', 'left', 'attack', 'progress', 'prevent']","['safety security event health related', 'safety security event health related', 'safety security event health related']"
32,13,32_food_eating_cooking_quantities,"['food', 'eating', 'cooking', 'quantities', 'recognition', 'directions', 'preparations', 'intake', 'preparation', 'appropriate']","['intake quantities food confusion appropriate', 'intake quantities food confusion appropriate', 'intake quantities food confusion appropriate']"
33,13,33_hyperstimulation_syndrome_ovarian_ohss,"['hyperstimulation', 'syndrome', 'ovarian', 'ohss', 'syndromes', 'hyper', 'incidence', 'stimulation', 'increased', 'risk']","['ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss']"
34,12,34_living_individuals_independent_lives,"['living', 'individuals', 'independent', 'lives', 'continue', 'private', 'practical', 'hour', 'caretakers', 'completely']","['individuals living', 'individuals living', 'individuals living']"
35,12,35_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'current', 'performance', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
36,12,36_dexterity_diminishing_upper_reduced,"['dexterity', 'diminishing', 'upper', 'reduced', 'strength', 'body', 'close', 'open', 'operation', 'easy']","['dexterity strength reduced body upper', 'dexterity strength reduced body upper', 'dexterity strength reduced body upper']"
37,12,37_eggs_egg_quality_produce,"['eggs', 'egg', 'quality', 'produce', 'matured', 'fully', 'decline', 'inability', 'immature', 'maturation']","['eggs produce inability matured fully', 'eggs produce inability matured fully', 'eggs produce inability matured fully']"
38,12,38_generally_consuming_visits_expensive,"['generally', 'consuming', 'visits', 'expensive', 'home', 'acquire', 'nurses', 'costly', 'user', '']","['visits expensive home consuming generally', 'visits expensive home consuming generally', 'visits expensive home consuming generally']"
39,12,39_sporadic_nature_nurses_visits,"['sporadic', 'nature', 'nurses', 'visits', 'home', 'straying', 'pets', 'follow', 'far', 'location']","['visits sporadic nurses home nature', 'visits sporadic nurses home nature', 'nurses visits sporadic home nature']"
40,11,40_common_problem_health_wellness,"['common', 'problem', 'health', 'wellness', 'issues', 'problems', 'related', '', '', '']","['health common problem', 'health common problem', 'health common problem']"
41,11,41_incapacitated_unable_summon_recovery,"['incapacitated', 'unable', 'summon', 'recovery', 'help', 'suffering', 'condition', 'longer', 'slow', 'spend']","['incapacitated unable', 'incapacitated summon suffering condition unable', 'incapacitated summon suffering condition unable']"
42,11,42_acuity_visual_bandwidth_image,"['acuity', 'visual', 'bandwidth', 'image', 'limited', 'holographic', 'blurring', 'view', 'projected', 'perceived']","['acuity visual limited', 'acuity visual limited', 'acuity visual limited']"
43,10,43_stresses_pressure_localized_shear,"['stresses', 'pressure', 'localized', 'shear', 'high', 'sternal', 'inguinal', 'exerted', 'area', 'sores']","['stresses shear pressure localized high', 'stresses shear pressure localized high', 'stresses shear pressure localized high']"
44,10,44_legs_weight_supported_strength,"['legs', 'weight', 'supported', 'strength', 'support', 'unable', 'arms', 'waist', 'raise', 'need']","['legs weight support unable', 'legs strength weight supported need', 'legs strength weight supported']"
45,9,45_chromosome_abnormalities_error_chromosomal,"['chromosome', 'abnormalities', 'error', 'chromosomal', 'aneuploidy', 'aberrant', 'segregation', 'placement', 'phenotypes', 'increased']","['chromosome rate error increased', 'chromosome rate error increased', 'chromosome rate error increased']"
46,9,46_components_unreliable_breakage_prone,"['components', 'unreliable', 'breakage', 'prone', 'additional', 'adding', 'key', 'housings', 'component', 'losing']","['unreliable components', 'components unreliable', 'unreliable components']"
47,9,47_psap_network_location_bidâ,"['psap', 'network', 'location', 'bidâ', 'dispatchable', 'directly', 'updates', 'push', 'rely', 'technologies']","['location dispatchable network technologies rely', 'psap bidâ location updates systems', 'psap bidâ location updates systems']"
48,9,48_humiliating_embarrassing__,"['humiliating', 'embarrassing', '', '', '', '', '', '', '', '']","['embarrassing', 'humiliating', 'humiliating']"
49,9,49_ulcers_pressure_late_admission,"['ulcers', 'pressure', 'late', 'admission', 'risk', 'sores', 'painful', 'bed', '', '']","['ulcers pressure risk admission late', 'ulcers pressure risk admission late', 'ulcers pressure risk admission late']"
50,9,50_efforts_combined_times_necessary,"['efforts', 'combined', 'times', 'necessary', 'unable', 'ineffective', 'professionals', 'constraints', 'requirement', 'use']","['schedules staff professionals difficulty necessary', 'efforts unable people combined', 'efforts unable people combined']"
51,9,51_conceiving_difficulty_proven_indirect,"['conceiving', 'difficulty', 'proven', 'indirect', 'grading', 'maintaining', 'viability', 'complexity', 'challenging', 'technical']","['conceiving difficulty', 'conceiving difficulty', 'conceiving difficulty']"
52,8,52_admissions_hospital_40_10,"['admissions', 'hospital', '40', '10', 'overall', '65', 'age', '30', 'senior', 'elderly']","['hospital admissions 10 overall', 'hospital admissions 10 overall', 'hospital admissions 10']"
53,8,53_appetite_nutritional_homeostasis_loss,"['appetite', 'nutritional', 'homeostasis', 'loss', 'nausea', '', '', '', '', '']","['homeostasis nutritional', 'homeostasis nutritional', 'homeostasis nutritional']"
54,8,54_implemented_fashion_population_needs,"['implemented', 'fashion', 'population', 'needs', 'user', 'suitability', 'limit', 'growing', 'users', 'problem']","['implemented population user needs fashion', 'implemented population user needs fashion', 'implemented population user needs fashion']"
55,8,55_absence_activity_combined_structure,"['absence', 'activity', 'combined', 'structure', 'inactivity', 'decreased', '', '', '', '']","['absence activity', 'absence activity', 'absence activity']"
56,8,56_stress_fatigue_impacts_diet,"['stress', 'fatigue', 'impacts', 'diet', 'stressors', 'influences', 'cause', 'various', 'environmental', 'significant']","['stress significant', 'stress', 'stress']"
57,8,57_heart_attack_disease_persons,"['heart', 'attack', 'disease', 'persons', 'falling', 'medical', 'fall', 'emergency', '', '']","['heart attack', 'heart attack', 'heart attack']"
58,8,58_technological_sophistication_skill_parent,"['technological', 'sophistication', 'skill', 'parent', 'lacks', 'able', 'investment', 'operate', 'technologies', 'benefit']","['technological operate skill require', 'technological parent sophistication lacks', 'technological parent sophistication lacks']"
59,8,59_repeated_errors_omissions_numerous,"['repeated', 'errors', 'omissions', 'numerous', 'imprinting', 'point', 'erroneous', 'decisions', 'single', 'results']","['failure repeated', 'failure repeated', 'errors omissions numerous']"
60,7,60_irritations_skin_usage_wearable,"['irritations', 'skin', 'usage', 'wearable', 'devices', 'ppg', 'detector', 'assessments', 'light', 'long']","['wearable irritations devices skin usage', 'wearable irritations devices skin usage', 'wearable irritations devices skin usage']"
61,7,61_solutions_sufficient_current_problems,"['solutions', 'sufficient', 'current', 'problems', 'limitation', 'method', 'conventional', 'evaluation', 'associated', 'methods']","['solutions problems current sufficient', 'solutions problems current sufficient', 'solutions problems current sufficient']"
62,7,62_eat_forgetting_forgetfulness_forgetful,"['eat', 'forgetting', 'forgetfulness', 'forgetful', 'patients', '', '', '', '', '']","['eat forgetting', 'eat forgetting', 'eat forgetting']"
63,7,63_record_pedometers_erroneously_store,"['record', 'pedometers', 'erroneously', 'store', 'movements', 'data', 'ability', 'walking', 'accurately', 'range']","['pedometers movements walking record erroneously', 'pedometers movements walking record erroneously', 'pedometers movements walking record erroneously']"
64,7,64_connectivity_fi_wi_critical,"['connectivity', 'fi', 'wi', 'critical', 'connect', 'features', 'network', 'initiate', 'time', 'phone']","['connectivity features limited', 'connectivity network lack wi fi', 'connectivity network lack wi fi']"
65,6,65_losses_irreversible_economic_loss,"['losses', 'irreversible', 'economic', 'loss', 'function', 'wages', 'work', '', '', '']","['losses economic', 'irreversible loss function', 'irreversible loss function']"
66,6,66_nature_noisy_inherently_images,"['nature', 'noisy', 'inherently', 'images', 'biological', 'inaccurate', 'morphological', 'assessment', 'subjective', 'predictive']","['noisy biological images nature inherently', 'noisy biological images nature inherently', 'noisy biological images nature inherently']"
67,6,67_feasible_supervision_continuous_economically,"['feasible', 'supervision', 'continuous', 'economically', '', '', '', '', '', '']","['supervision continuous feasible', 'supervision continuous feasible', 'supervision continuous feasible']"
68,6,68_smell_washing_drying_improper,"['smell', 'washing', 'drying', 'improper', 'environments', 'loss', '', '', '', '']","['smell loss', 'smell loss', 'smell loss']"
69,6,69_fear_psychological_effects_acute,"['fear', 'psychological', 'effects', 'acute', 'effect', 'high', 'falls', '', '', '']","['fear psychological effects high', 'fear psychological effects high', 'fear psychological effects high']"
70,6,70_deaths_125_000_approximately,"['deaths', '125', '000', 'approximately', 'year', 'annually', 'non', 'compliance', '', '']","['deaths year 000 approximately 125', 'deaths 125 000', 'deaths 125 000']"
71,6,71_privacy_invasive_invasion_issues,"['privacy', 'invasive', 'invasion', 'issues', 'concerns', 'vulnerable', 'independence', 'fear', 'systems', 'individual']","['privacy user', 'privacy invasive systems issues', 'privacy invasive systems issues']"
72,6,72_rehabilitation_assisted_therapy_gym,"['rehabilitation', 'assisted', 'therapy', 'gym', 'designed', 'aid', 'need', 'apparatus', 'facility', 'joint']","['rehabilitation time increased', 'rehabilitation assisted devices need', 'rehabilitation assisted devices need']"
73,6,73_financially_burdensome_financial_burden,"['financially', 'burdensome', 'financial', 'burden', 'government', 'society', 'significant', '', '', '']","['burdensome financially', 'burdensome financially', 'burdensome financially']"
74,6,74_cell_shape_topology_deformation,"['cell', 'shape', 'topology', 'deformation', 'boundaries', 'mass', 'changing', 'missing', 'movement', 'false']","['deformation cell shape', 'cell movement mass topology changing', 'cell movement mass topology changing']"
75,5,75_battery_power_charging_replacement,"['battery', 'power', 'charging', 'replacement', 'electric', 'draw', 'drained', 'powered', 'electricity', 'options']","['charging battery device frequent replacement', 'electric devices battery power operate', 'battery power device considerable draw']"
76,5,76_traumatic_psychologically_implications_failures,"['traumatic', 'psychologically', 'implications', 'failures', 'ethical', 'trauma', 'repeated', 'psychological', 'patient', 'treatment']","['traumatic psychologically patient', 'traumatic psychologically patient', 'traumatic psychologically patient']"
77,5,77_sling_slings_harness_tends,"['sling', 'slings', 'harness', 'tends', 'exert', 'assistant', 'condition', 'canvas', 'inadequate', 'life']","['slings strength limited life condition', 'sling canvas assistant operate tends', 'slings strength limited life condition']"
