Topic,Count,Name,Representation,Representative_Docs
79,8,79_bending_knee_intimidate_specificity,"['bending', 'knee', 'intimidate', 'specificity', 'confuse', 'processing', 'signal', 'trouble', 'surface', 'unwanted']","['unwanted bending', 'knee bending', 'knee bending']"
80,8,80_blastocyst_transfer_qualify_controversial,"['blastocyst', 'transfer', 'qualify', 'controversial', 'still', 'women', 'all', 'unsuccessful', 'poor', 'results']","['blastocyst transfer is still controversial', 'not all women qualify for blastocyst transfer', 'not all women qualify for blastocyst transfer']"
81,8,81_heart_attack_coronary_disease,"['heart', 'attack', 'coronary', 'disease', 'events', 'due', 'over', 'persons', 'falling', 'to']","['heart attack', 'heart attack', 'heart attack']"
82,8,82_abuser_tracking_victim_encountering,"['abuser', 'tracking', 'victim', 'encountering', 'threatening', 'schoolyard', 'knowledge', 'threats', 'danger', 'bullying']","['tracking errors in individual cell tracking', ""victim may not have knowledge of the abuser's location"", 'victim may suffer great distress from encountering the abuser']"
83,8,83_marry_pains_later_behavioral,"['marry', 'pains', 'later', 'behavioral', 'muscular', 'personality', 'costing', 'tendency', 'changes', '100']","['muscular pains', 'behavioral and personality changes', 'tendency to marry later']"
84,8,84_variable_potential_term_implantation,"['variable', 'potential', 'term', 'implantation', 'development', 'ill', 'defined', 'for', 'often', 'and']","['variable potential for implantation and development to term', 'variable potential for implantation and development to term', 'variable potential for implantation and development to term']"
85,8,85_injured_contact_way_without,"['injured', 'contact', 'way', 'without', 'help', 'being', 'precise', 'obstacles', 'caller', 'obtain']","['risk of being injured without a way to contact help', 'risk of being injured without a way to contact help', 'risk of being injured without a way to contact help']"
86,8,86_efficient_proper_providing_fortuitous,"['efficient', 'proper', 'providing', 'fortuitous', 'built', 'except', 'mistreatment', 'dignity', 'unmet', 'circumstances']","['providing proper and efficient care for individuals', 'providing proper and efficient care for individuals', 'providing proper and efficient care for individuals']"
87,8,87_lifted_frequently_transferred_must,"['lifted', 'frequently', 'transferred', 'must', 'legs', 'support', 'their', 'unable', 'weight', 'hearing']","['must be frequently lifted and transferred', 'must be frequently lifted and transferred', 'must be frequently lifted and transferred']"
88,7,88_false_alarms_negatives_invasion,"['false', 'alarms', 'negatives', 'invasion', 'noisy', 'inherently', 'images', 'biological', 'privacy', 'fear']","['false alarms', 'false alarms', 'false alarms']"
89,7,89_elements_rolling_dedicated_rear,"['elements', 'rolling', 'dedicated', 'rear', 'front', 'leg', 'walker', 'does', 'footing', 'feet']","['front leg is hinged to the rear leg to enable steering of the rolling cane', 'conventional rolling walker does not have dedicated feet support elements', 'conventional rolling walker does not have dedicated feet support elements']"
90,7,90_back_pulls_ligament_leg,"['back', 'pulls', 'ligament', 'leg', 'tears', 'lower', 'injuries', 'joints', 'knee', 'muscle']","['back injuries', 'back injuries', 'muscle and ligament pulls or tears']"
91,7,91_configuration_bulky__,"['configuration', 'bulky', '', '', '', '', '', '', '', '']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
92,7,92_goods_buyers_fair_value,"['goods', 'buyers', 'fair', 'value', 'buy', 'willing', 'finding', 'retail', 'merchandise', 'shoplifting']","['expensive retail merchandise susceptible to shoplifting', 'difficulties finding buyers willing to buy their goods for a fair value', 'difficulties finding buyers willing to buy their goods for a fair value']"
93,7,93_traumatic_psychologically_implications_ethical,"['traumatic', 'psychologically', 'implications', 'ethical', 'failures', 'trauma', 'repeated', 'psychological', 'patient', 'treatment']","['psychologically traumatic for a patient', 'psychologically traumatic for a patient', 'psychologically traumatic for a patient']"
94,7,94_surgery_knee_locked_joint,"['surgery', 'knee', 'locked', 'joint', 'leg', 'recovering', 'prosthetic', 'buckling', 'lower', 'procedures']","['lower leg surgery', 'locked knee joint', 'individuals who are recovering from lower leg surgery']"
95,7,95_15_couples_reproductive_10,"['15', 'couples', 'reproductive', '10', 'affects', 'age', 'tremendous', 'disruption', 'infertile', 'common']","['10-15% of couples of reproductive-age', '10-15% of couples of reproductive-age', '10-15% of couples of reproductive-age']"
96,7,96_musculoskeletal_msds_partial_disorders,"['musculoskeletal', 'msds', 'partial', 'disorders', 'post', 'excessive', 'advancing', 'limiting', 'causes', 'paralysis']","['higher rates of musculoskeletal injury', 'work-related musculoskeletal disorders (msds)', 'musculoskeletal disorders (msds) in caregivers']"
97,7,97_invalid_fingers_even_bodies,"['invalid', 'fingers', 'even', 'bodies', 'caught', 'channels', 'damage', 'lost', 'death', 'injury']","['potential injuries to the invalid', 'more serious damage or even death', 'injury to a user if fingers get caught in the channels']"
98,7,98_phenotypic_traits_account_women,"['phenotypic', 'traits', 'account', 'women', 'those', 'births', 'failure', 'potentially', 'premature', 'dangerous']","['failure to account for the phenotypic traits of those women', 'failure to account for the phenotypic traits of those women', 'failure to account for the phenotypic traits of those women']"
99,7,99_smell_hearing_senses_tactile,"['smell', 'hearing', 'senses', 'tactile', 'impairment', 'loss', 'hard', 'poor', 'increased', 'patients']","['loss of smell', 'loss of smell', 'loss of smell']"
100,7,100_acuity_visual_limited_diminished,"['acuity', 'visual', 'limited', 'diminished', '', '', '', '', '', '']","['limited visual acuity', 'limited visual acuity', 'limited visual acuity']"
101,7,101_response_personal_existing_burdening,"['response', 'personal', 'existing', 'burdening', 'responder', 'unduly', 'pers', 'wearable', 'utilize', 'first']","['existing personal emergency response systems are wearable devices', 'existing personal emergency response systems are wearable devices', 'existing personal emergency response systems (pers) are wearable devices']"
102,7,102_conceiving_conceive_difficulty_inability,"['conceiving', 'conceive', 'difficulty', 'inability', 'difficulties', 'in', 'to', '', '', '']","['difficulty conceiving', 'difficulty conceiving', 'difficulty conceiving']"
103,7,103_office_diagnostic_doctor_transported,"['office', 'diagnostic', 'doctor', 'transported', 'facility', 'has', 'other', 'transporting', 'be', 'patient']","[""patient has to be transported to the doctor's office or other diagnostic facility"", ""patient has to be transported to the doctor's office or other diagnostic facility"", ""patient has to be transported to the doctor's office or other diagnostic facility""]"
104,7,104_e911_architecture_dispatch_enough,"['e911', 'architecture', 'dispatch', 'enough', 'calls', 'designated', 'geographically', 'text', 'routed', 'location']","['calls placed from portable text devices cannot be automatically routed to the geographically appropriate psap', 'current e911 architecture is unable to provide dispatch-quality location on enough calls', 'current e911 architecture is unable to provide dispatch-quality location on enough calls']"
105,7,105_climate_push_battery_button,"['climate', 'push', 'battery', 'button', 'alarm', 'draw', 'much', 'source', 'panic', 'considerable']","['conventional monitoring systems require a user to push a panic alert button', 'monitoring emergency, alarm, climate, or other conditions', 'monitoring emergency, alarm, climate, or other conditions']"
106,7,106_diminishing_dexterity_attenuated_substantially,"['diminishing', 'dexterity', 'attenuated', 'substantially', 'handle', 'become', 'reduced', 'will', 'situations', 'many']","['diminishing dexterity', 'diminishing dexterity', 'diminishing dexterity']"
107,6,107_functionality_neurological_physiological_incontinence,"['functionality', 'neurological', 'physiological', 'incontinence', 'own', 'provide', 'dependent', 'unable', 'patients', 'care']","['patients unable to provide for their own care', 'neurological physiological functionality', 'neurological physiological functionality']"
108,6,108_loneliness_relief_anxiety_lonely,"['loneliness', 'relief', 'anxiety', 'lonely', 'existence', 'disabled', 'and', 'of', '', '']","['relief of loneliness and anxiety', 'relief of loneliness and anxiety', 'relief of loneliness and anxiety']"
109,6,109_replacements_knee_acting_stabilization,"['replacements', 'knee', 'acting', 'stabilization', 'buckling', 'spine', 'extremity', 'structural', 'bearing', 'amount']","['increase in the amount of stress acting on the spine', 'hip replacements', 'knee replacements']"
110,6,110_straight_anguish_vertically_confidence,"['straight', 'anguish', 'vertically', 'confidence', 'seat', 'raises', 'lowers', 'cases', 'down', 'reported']","['anguish and reduced confidence in mobility', 'seat does not provide enough support as it swings up forcing the user to basically sit down on their own', 'seat raises straight up vertically and lowers straight down vertically']"
