Topic,Count,Name,Representation,Representative_Docs
71,7,71_hot_tub_bathing_similar,"['hot', 'tub', 'bathing', 'similar', 'bath', 'bedridden', 'bather', 'bathtub', 'drying', 'washing']","['lack of bathing apparatus designed for bedridden or generally immovable persons', 'difficulty getting in and out of a bath, hot tub, or other similar situations', 'difficulty for a patient to get in and out of a bath, hot tub, or other similar situations']"
72,8,72_automation_intelligence_machine_artificial,"['automation', 'intelligence', 'machine', 'artificial', 'assists', 'families', 'near', 'learning', 'utilize', 'homebased']","['need for a system for the home which provides independence across all of the basic life activities', 'need for improved home automation systems', 'need for home automation systems that utilize machine learning and artificial intelligence']"
73,7,73_rehabilitation_apparatus_gym_therapist,"['rehabilitation', 'apparatus', 'gym', 'therapist', 'simple', 'therapy', 'improved', 'aid', 'facility', 'assisted']","['need for assisted devices during rehabilitation', 'need for an improved apparatus for physical therapy and joint rehabilitation', 'increased rehabilitation time']"
74,6,74_nosocomial_infections_infection_stooping,"['nosocomial', 'infections', 'infection', 'stooping', 'staph', 'viral', 'kyphosis', 'antibioticresistant', 'pneumonia', 'unknown']","['viral infection', 'nosocomial infections', 'nosocomial infections such as antibiotic-resistant staph']"
75,7,75_else_fallen_up_50,"['else', 'fallen', 'up', '50', '47', 'noninjured', 'fallers', 'someone', 'assistance', 'fall']","['no one else to help them after they fall down', 'individuals that have fallen and suffer no real injuries but need assistance in getting up', '50% of people who fall require assistance from someone else to get up']"
76,14,76_depression_suicidal_thoughts_risks,"['depression', 'suicidal', 'thoughts', 'risks', 'major', 'inactivity', 'caused', 'general', 'severe', 'by']","['severe depression', 'risks for depression', 'depression']"
77,6,77_attack_progress_attacker_attacks,"['attack', 'progress', 'attacker', 'attacks', 'automatic', 'prisoner', 'confiscate', 'prevent', 'destroy', 'throw']","['prevent an attack from occurring', 'secure and automatic detection of threats and harm', ""attacker will destroy, confiscate, and/or throw a victim's phone away""]"
78,7,78_hour_fades_likewise_attenuated,"['hour', 'fades', 'likewise', 'attenuated', 'selfmanagement', 'self', 'fatalities', 'oneself', 'ability', 'manage']","['self-management is not effective in preventing injuries and fatalities to pedestrians', 'ability to handle many situations by themselves is or will become substantially attenuated', 'ability to take care of oneself often likewise fades']"
79,6,79_space_impractical_unobstructed_spaceusage,"['space', 'impractical', 'unobstructed', 'spaceusage', 'perspective', 'understand', 'spaces', 'deal', 'restrictions', 'requirement']","['requirement of a great deal of space', 'impractical in both cost and space', 'impractical from a space-usage perspective']"
80,8,80_back_backs_ligaments_pain,"['back', 'backs', 'ligaments', 'pain', 'particularly', 'injuries', 'injury', 'incidents', 'acute', 'chronic']","['chronic or acute back injuries and pain', 'back injury', 'back injuries']"
81,6,81_nonambulatory_contraindications_medicament_restrained,"['nonambulatory', 'contraindications', 'medicament', 'restrained', 'precautions', 'possibly', 'safety', 'invalid', 'patient', 'instability']","['diminished patient safety', 'medical precautions and contraindications', 'possibly restrained stability of the medicament']"
82,10,82_pressure_stresses_localized_shear,"['pressure', 'stresses', 'localized', 'shear', 'area', 'sternal', 'inguinal', 'exerted', 'high', 'sores']","['high localized pressure stresses on the patient', 'high localized shear and pressure stresses', 'high localized shear and pressure stresses on the patient']"
83,7,83_neurological_paralysis_senses_neuropsychiatric,"['neurological', 'paralysis', 'senses', 'neuropsychiatric', 'locomotive', 'seizures', 'impairment', 'tactile', 'epileptic', 'illnesses']","['symptoms of neurological and neuropsychiatric conditions', 'neurological illnesses that impact locomotive responses', 'paralysis limitations from neurological conditions']"
84,7,84_medical_emergencies_discovery_goes,"['medical', 'emergencies', 'discovery', 'goes', 'start', 'undiscovered', 'emergency', 'lengthy', 'its', 'experiencing']","['medical emergencies', 'risk of experiencing a medical emergency that goes undiscovered', 'lengthy time between the start of the medical emergency and its discovery']"
85,6,85_behind_kidnapping_scuba_divers,"['behind', 'kidnapping', 'scuba', 'divers', 'abduction', 'abducted', 'untimely', 'rescue', 'go', 'left']","['people go missing', 'children or scuba divers being left behind', 'untimely rescue']"
86,9,86_workrelated_injuries_workplace_worker,"['workrelated', 'injuries', 'workplace', 'worker', 'occupational', 'givers', 'msds', 'nurses', 'disorders', 'musculoskeletal']","['worker injuries', 'workplace injury as a result of lifting and moving patients', 'occupational injuries to the care givers']"
87,6,87_monitoring_ultrasound_sampling_hear,"['monitoring', 'ultrasound', 'sampling', 'hear', 'beeps', 'proximity', 'see', 'lights', 'inhome', 'close']","['need for systems, devices, and methods that can enable a remote monitoring of patient compliance', 'frequent blood sampling and ultrasound monitoring', 'patient needs to be in close proximity to see the lights or hear the beeps']"
88,6,88_occupants_same_room_urgent,"['occupants', 'same', 'room', 'urgent', 'distinguish', 'institution', 'rooms', 'caretaking', 'multiple', 'presence']","['distinguish between individual occupants in a space and multiple occupants', 'multiple people are present in the same room', 'need for a way to detect the presence of multiple people in the same room']"
89,9,89_brain_stroke_traumas_head,"['brain', 'stroke', 'traumas', 'head', 'trauma', 'associated', 'injuries', 'injury', '', '']","['head traumas', 'brain injury', 'brain injuries']"
90,5,90_abnormal_events_inconveniences_characterized,"['abnormal', 'events', 'inconveniences', 'characterized', 'situations', 'hazardous', 'anomalous', 'inactivity', 'dangerous', 'additional']","['abnormal situations', 'potential hazardous situations characterized by inactivity', 'abnormal or dangerous events']"
91,6,91_ambulance_driveway_trucks_embarrassment,"['ambulance', 'driveway', 'trucks', 'embarrassment', 'involve', 'disasters', 'natural', 'fire', 'crash', 'emergency']","['rapid emergency response following a vehicle crash', 'many more emergency or potential emergency situations that do not involve a fall event', 'embarrassment of the fire trucks or ambulance in the driveway']"
92,6,92_shortage_professionals_epidemic_healthcare,"['shortage', 'professionals', 'epidemic', 'healthcare', 'overall', 'workforce', 'giver', 'providers', 'staff', 'nursing']","['care giver shortage', 'epidemic shortage in the nursing workforce', 'shortage of healthcare professionals']"
93,6,93_reactions_drug_adverse_agonists,"['reactions', 'drug', 'adverse', 'agonists', 'mixing', 'adrs', 'effects', 'gnrh', 'drugs', 'side']","['adverse effects of gnrh agonists', 'adverse drug reactions (adrs)', 'adverse drug reactions']"
94,5,94_skin_shear_unacceptable_sore,"['skin', 'shear', 'unacceptable', 'sore', 'chafing', 'tears', 'breakdown', 'dangerous', 'bed', 'injury']","['skin tears', 'unacceptable and dangerous chafing of the skin', 'shear of the skin']"
95,8,95_walker_elements_heavily_seatbelts,"['walker', 'elements', 'heavily', 'seatbelts', 'accommodation', 'conventional', 'dedicated', 'leaning', 'wearing', 'attached']","['need to rely heavily on leaning on a walker', 'conventional rolling walker does not have dedicated feet support elements', 'conventional walker provides no seating accommodation']"
96,6,96_pain_joint_fluid_synovial,"['pain', 'joint', 'fluid', 'synovial', 'stops', 'solely', 'nourishing', 'absorbing', 'pelvic', 'producing']","['pain', 'body stops producing enough joint nourishing, shock absorbing synovial fluid', 'inconvenience and pain from joint problems']"
97,6,97_deaths_125000_us_year,"['deaths', '125000', 'us', 'year', 'annually', 'each', 'approximately', 'caused', 'per', 'noncompliance']","['approximately 125,000 deaths in the us each year', '125,000 deaths', '125.000 deaths']"
98,5,98_processing_intraobserver_variations_units,"['processing', 'intraobserver', 'variations', 'units', 'inter', 'rudimentary', 'complex', 'signal', 'central', 'functions']","['complex central monitoring units', 'complex signal processing', 'constant processing and sensing requires considerable power']"
99,9,99_heart_deconditioning_coronary_cardiovascular,"['heart', 'deconditioning', 'coronary', 'cardiovascular', 'cardiopulmonary', 'disease', 'attack', 'events', 'issues', 'increased']","['heart attack', 'increased risk of cardiovascular disease', 'heart disease']"
100,7,100_knee_joint_locked_buckling,"['knee', 'joint', 'locked', 'buckling', 'replacements', 'joints', 'bending', 'injured', 'risk', 'of']","['knee bending', 'risk of buckling of the knee joint', 'locked knee joint']"
101,6,101_rest_shape_deformation_disruptive,"['rest', 'shape', 'deformation', 'disruptive', 'rigid', 'periods', 'frequent', 'generally', 'cell', 'used']","['only be used to rest', 'frequent rest for the user', 'disruptive rest periods']"
102,8,102_money_execute_wasting_acquire,"['money', 'execute', 'wasting', 'acquire', 'expensive', 'availability', 'timeconsuming', 'limiting', 'generally', 'potentially']","['too costly for the home user to acquire', 'expensive and/or complex to execute', 'wasting time, money and potentially limiting their availability']"
103,7,103_autoantibodies_immunological_immunocompromised_exposes,"['autoantibodies', 'immunological', 'immunocompromised', 'exposes', 'antibodies', 'antisperm', 'contagious', 'autoimmune', 'reactions', 'likely']","['autoimmune reactions', 'immunological factors', 'exposes the likely immuno-compromised patient to potential contagious diseases']"
104,5,104_false_positives_negatives_falsepositives,"['false', 'positives', 'negatives', 'falsepositives', 'signal', 'reducing', 'positive', 'mechanisms', 'unreliable', 'sensing']","['reducing false-positives', 'false positives due to unreliable sensing mechanisms', 'false positives']"
105,5,105_image_bandwidth_light_existing,"['image', 'bandwidth', 'light', 'existing', 'towards', 'holographic', 'field', 'transparent', 'lens', 'direct']","['the bandwidth of the light source limits the perceived depth of the image', 'many existing systems use broadband light and require very expensive lens assemblies to form color corrected images', 'existing systems typically use lenses that direct an image towards a partially transparent surface']"
106,5,106_technique_maintenance_expertise_experts,"['technique', 'maintenance', 'expertise', 'experts', 'specificity', 'equipment', 'dedicated', 'preparation', 'working', 'setup']","['lack of proper working technique and/or equipment', 'require setup and/or ongoing maintenance by dedicated experts', 'invasive technique which requires significant equipment and expertise']"
107,10,107_visual_acuity_scene_distinct,"['visual', 'acuity', 'scene', 'distinct', 'knowledge', 'features', 'depth', 'diminished', 'limited', 'about']","['lack of distinct visual features', 'diminished visual acuity', 'limited visual acuity']"
108,4,108_mobilize_own_resources_either,"['mobilize', 'own', 'resources', 'either', 'unable', 'provide', 'healthy', 'patients', 'transition', 'facility']","['patients unable to provide for their own care', 'many people living alone are either too healthy to transition to an assisted care facility or lack the financial resources', 'patients are unable to provide for their own care']"
