Topic,Count,Name,Representation,Representative_Docs
33,15,33_wheelchairs_wheelchair_foldable_motorized,"['wheelchairs', 'wheelchair', 'foldable', 'motorized', 'standard', 'available', 'constructed', 'fit', 'improvements', 'custom']","['fixed back of standard wheelchairs', 'motorized wheelchairs are relatively expensive', 'need for a foldable, tiltable frame for adult weight capacity wheelchairs']"
34,17,34_hazard_highrisk_threatening_occupation,"['hazard', 'highrisk', 'threatening', 'occupation', 'situation', 'dangerous', 'threats', 'circumstances', 'emergent', 'exploitation']","['possible hazard', 'significant hazard to the resident', 'significant hazard to property']"
35,21,35_cell_chromosome_abnormalities_chromosomal,"['cell', 'chromosome', 'abnormalities', 'chromosomal', 'aberrant', 'divisionand', 'account', 'topology', 'genetic', 'cumulus']","['chromosomal abnormalities', 'changing topology of the cell mass due to the cell division/and or cell movement', 'abnormalities in chromosome placement and structure']"
36,12,36_battery_power_powered_consumption,"['battery', 'power', 'powered', 'consumption', 'electricity', 'source', 'options', 'electric', 'draw', 'subjectworn']","['powered options require electricity and some power source', 'battery', ""considerable power draw on the device's battery source""]"
37,13,37_stairs_ascend_inability_adjacent,"['stairs', 'ascend', 'inability', 'adjacent', 'descending', 'adjustments', 'unwieldy', 'wider', 'curbs', 'descend']","['unsuitable for use on stairs', 'not disclosed an unassisted portable aid to descend and ascend stairs', 'inability to ascend stairs safely']"
38,14,38_bone_fracture_fractures_osteoporosis,"['bone', 'fracture', 'fractures', 'osteoporosis', 'brittle', 'bruised', '87', 'vertebral', 'bones', 'broken']","['hip bone fracture', 'bone fracture', 'bone fractures']"
39,17,39_pressure_stresses_localized_shear,"['pressure', 'stresses', 'localized', 'shear', 'body', 'absorbing', 'inguinal', 'nourishing', 'synovial', 'solely']","['high localized pressure stresses on the patient', 'high localized shear and pressure stresses', 'high localized shear and pressure stresses on the patient']"
40,27,40_food_quantities_nutritional_recognition,"['food', 'quantities', 'nutritional', 'recognition', 'homeostasis', 'acids', 'eat', 'directions', 'eating', 'cookingpreparationeating']","['incapable of eating a meal in a normal fashion', 'lack of recognition of food preparations', 'confusion about appropriate quantities of food intake']"
41,14,41_heart_dangerously_blood_saturation,"['heart', 'dangerously', 'blood', 'saturation', 'maximum', 'cardiopulmonary', 'cardiovascular', 'coronary', 'deconditioning', 'oxygen']","['decrease in maximum heart rate', 'heart disease', 'conventional pers may also collect information on vital signs, such as heart rate and heart rate variability']"
42,10,42_process_time_consuming_helpers,"['process', 'time', 'consuming', 'helpers', 'toil', 'gets', 'experienced', 'stepbystep', 'constraints', 'intensive']","['time intensive process', 'active process that frequently gets done multiple times in a day', 'time consuming process']"
43,12,43_home_setting_accommodate_selection,"['home', 'setting', 'accommodate', 'selection', 'within', 'nor', 'afford', 'carpet', 'instrumenting', 'specially']","['ineffective in a home setting with tight walkways and carpet', 'lack of facilities within the home to accommodate the reduced mobility', 'average household simply cannot accommodate nor afford a lift']"
44,13,44_transfers_transfer_store_move,"['transfers', 'transfer', 'store', 'move', 'uneasy', 'force', 'lifted', 'hard', 'required', 'external']","['amount of force required to transfer a person', 'difficult to move and to store', 'uneasy to store or transfer']"
45,10,45_components_unreliable_several_adding,"['components', 'unreliable', 'several', 'adding', 'key', 'additional', 'breakdown', 'preparation', 'infrastructure', 'breakage']","['unreliable components', 'several unreliable components', 'have several unreliable components']"
46,9,46_displays_content_image_resolution,"['displays', 'content', 'image', 'resolution', 'imaging', 'existing', 'automated', 'systems', 'information', 'lenses']","['existing heads up displays create an image that is projected into the field of view of a user', 'low information content displays do not require high resolution', 'high information content displays require high resolution that is not feasible in low information content systems']"
47,10,47_incapacitated_help_summon_obtain,"['incapacitated', 'help', 'summon', 'obtain', 'unable', 'get', 'injured', 'prompt', 'coping', 'provided']","['becoming incapacitated and unable to get help', 'suffering an incapacitated condition and unable to summon help', 'incapacitated and unable to get help']"
48,12,48_child_parents_children_wellbeing,"['child', 'parents', 'children', 'wellbeing', 'risks', 'instruct', 'unapproved', 'posts', 'voluntarily', 'inform']","['child voluntarily posts personal information', 'child predators frequently instruct the child not to inform their parents', 'child related risks']"
49,9,49_weight_exceeds_obesity_adult,"['weight', 'exceeds', 'obesity', 'adult', 'any', 'far', 'capacity', 'pounds', 'gain', '300']","['increase in the prevalence of obesity', 'typical weight of any adult far exceeds the lifting capacity of most caregivers', 'weight of any adult far exceeds the lifting capacity of most caregivers']"
50,11,50_accidents_accident_car_slipping,"['accidents', 'accident', 'car', 'slipping', 'debilitated', 'crashes', 'hazardous', 'fatal', 'material', 'vehicle']","['debilitated due to accidents', 'hazardous material accidents', 'traffic accidents']"
51,12,51_alzheimers_dementia_suffering_onset,"['alzheimers', 'dementia', 'suffering', 'onset', 'disease', 'dementias', 'subject', 'geriatric', 'diseases', 'difficulties']","[""cognitive difficulties such as alzheimer's disease or dementia"", ""care for individuals suffering from alzheimer's disease"", 'onset of dementia']"
52,12,52_stigma_humiliating_character_stigmatizing,"['stigma', 'humiliating', 'character', 'stigmatizing', 'discrimination', 'stigmatised', 'vulgarity', 'tormenting', 'surrounding', 'attached']","['stigmatizing character attached with the use of these', 'invalid stigma', 'stigma surrounding mental health']"
53,15,53_diseases_disease_chronic_parkinsons,"['diseases', 'disease', 'chronic', 'parkinsons', 'advance', 'province', 'devastating', 'diabetes', 'progression', 'tubal']","['diseases', 'advance of chronic diseases', ""chronic diseases such as parkinson's disease""]"
54,9,54_schedules_adhere_schedule_administration,"['schedules', 'adhere', 'schedule', 'administration', 'clinics', 'inaccuracies', 'predetermined', 'medication', 'compliance', 'necessary']","['difficulty to monitor compliance with multiple medication schedules', 'difficulty to adhere to a medication schedule', 'difficulty for staff and professionals to adhere to necessary schedules']"
55,8,55_shortage_professionals_providers_staff,"['shortage', 'professionals', 'providers', 'staff', 'epidemic', 'healthcare', 'demands', 'members', 'giver', 'overall']","['epidemic shortage in the nursing workforce', 'overall shortage of such providers', 'shortage of healthcare professionals']"
56,7,56_occupants_same_room_institution,"['occupants', 'same', 'room', 'institution', 'caretaking', 'urgent', 'distinguish', 'rooms', 'staffing', 'multiple']","['distinguish between individual occupants in a space and multiple occupants', 'multiple people are present in the same room', 'need for a way to detect the presence of multiple people in the same room']"
57,7,57_space_impractical_unobstructed_perspective,"['space', 'impractical', 'unobstructed', 'perspective', 'spaceusage', 'deal', 'understand', 'spaces', 'limits', 'restrictions']","['requiring additional storage space when not in use', 'impractical in both cost and space', 'impractical from a space-usage perspective']"
58,9,58_medical_emergencies_goes_discovery,"['medical', 'emergencies', 'goes', 'discovery', 'undiscovered', 'start', 'emergency', 'fast', 'its', 'lengthy']","['medical emergency', 'risk of experiencing a medical emergency that goes undiscovered', 'lengthy time between the start of the medical emergency and its discovery']"
59,11,59_safety_protection_component_public,"['safety', 'protection', 'component', 'public', 'housings', 'ambulating', 'incidents', 'security', 'event', 'impact']","['need for safety', 'safety', 'large component housings in personal impact protection systems']"
60,11,60_subjective_morphologic_criteria_morphological,"['subjective', 'morphologic', 'criteria', 'morphological', 'assessment', 'nature', 'tightly', 'disturbed', 'inherently', 'removal']","['poorly predictive morphologic criteria', 'subjective assessment of static morphologic criteria', 'subjective and inaccurate nature of morphological assessment']"
61,9,61_privacy_invasion_unprotected_want,"['privacy', 'invasion', 'unprotected', 'want', 'concerns', 'camerabased', 'go', 'left', 'fear', 'invasive']","['privacy concerns', 'privacy of the user', 'privacy issues with invasive systems']"
62,14,62_heat_weather_environmental_factors,"['heat', 'weather', 'environmental', 'factors', 'exhaustion', 'incidences', 'diet', 'culturing', 'disruption', 'influences']","['risk to heat exhaustion', 'heat related incidences', 'weather factors']"
63,7,63_wandering_pets_unexpectedly_trips,"['wandering', 'pets', 'unexpectedly', 'trips', 'straying', 'designated', 'trip', 'location', 'off', 'far']","['wandering off from a designated location', 'wandering', 'risk from wandering']"
64,10,64_life_quality_impact_negatively,"['life', 'quality', 'impact', 'negatively', 'daily', 'deviations', 'indicate', 'recognizing', 'severely', 'patterns']","['acute falls negatively impact the quality of daily life', 'impact quality of life', 'negatively impact the quality of daily life']"
65,9,65_information_silos_lowinformation_political,"['information', 'silos', 'lowinformation', 'political', 'commodity', 'developments', 'streams', 'kept', 'news', 'access']","['lack of access to information', 'critical information kept in silos', 'lack of access to news regarding commodity, weather, and political developments']"
66,7,66_attack_confiscate_throw_terror,"['attack', 'confiscate', 'throw', 'terror', 'stalking', 'progress', 'prevent', 'destroy', 'online', 'attacker']","['attack in progress', 'prevent an attack from occurring', ""attacker will destroy, confiscate, and/or throw a victim's phone away""]"
67,8,67_knee_joint_locked_degeneration,"['knee', 'joint', 'locked', 'degeneration', 'buckling', 'replacements', 'joints', 'bending', 'injured', 'risk']","['knee bending', 'risk of buckling of the knee joint', 'locked knee joint']"
68,7,68_hot_tub_bathing_similar,"['hot', 'tub', 'bathing', 'similar', 'bath', 'bedridden', 'bather', 'bathtub', 'drying', 'washing']","['lack of bathing apparatus designed for bedridden or generally immovable persons', 'difficulty getting in and out of a bath, hot tub, or other similar situations', 'difficulty for a patient to get in and out of a bath, hot tub, or other similar situations']"
69,7,69_else_fallen_up_50,"['else', 'fallen', 'up', '50', '47', 'noninjured', 'fallers', 'someone', 'assistance', 'fall']","['no one else to help them after they fall down', 'individuals that have fallen and suffer no real injuries but need assistance in getting up', '50% of people who fall require assistance from someone else to get up']"
70,6,70_nonambulatory_contraindications_medicament_restrained,"['nonambulatory', 'contraindications', 'medicament', 'restrained', 'precautions', 'possibly', 'safety', 'invalid', 'patient', 'instability']","['diminished patient safety', 'medical precautions and contraindications', 'possibly restrained stability of the medicament']"
71,6,71_hip_fractures_hips_shoulder,"['hip', 'fractures', 'hips', 'shoulder', 'replacements', 'pelvic', 'broken', 'impairments', 'fracture', 'common']","['common hip and leg impairments', 'hip or shoulder fractures', 'hip fractures']"
72,6,72_acuteness_vomiting_unwell_nausea,"['acuteness', 'vomiting', 'unwell', 'nausea', 'chronically', 'arise', 'ill', 'feeling', 'when', 'symptoms']","['chronically ill', 'when medical symptoms arise', 'when feeling unwell']"
73,6,73_supported_his_her_weight,"['supported', 'his', 'her', 'weight', 'arms', 'full', 'completely', 'strength', 'legs', 'carrying']","['full weight supported by the strength of his or her legs', 'need for his or her weight to be completely supported by the strength of the legs', 'need for his or her weight to be completely supported by the strength of the arms']"
74,30,74_retirement_pension_plans_defined,"['retirement', 'pension', 'plans', 'defined', 'benefit', 'decrease', 'employers', 'income', 'healthrelated', 'guaranteed']","['decrease in defined benefit pension plans', 'decrease in the number of employers offering defined retirement benefit pension plans', 'decrease in the number of employers that offer defined retirement benefit pension plans']"
75,8,75_fsh_levels_lh_stimulation,"['fsh', 'levels', 'lh', 'stimulation', 'utility', 'serum', 'initial', 'ghovarian', 'exposure', 'respond']","['failure to respond to the initial doses of fsh', 'poor response to fsh stimulation', 'prolonged exposure to high levels of fsh']"
76,7,76_helpless_longer_spends_situation,"['helpless', 'longer', 'spends', 'situation', 'spend', 'had', 'would', 'person', 'remain', 'otherwise']","['the longer a person spends helpless', 'longer a person spends in a helpless situation', 'the longer a person spends in a helpless situation']"
77,7,77_rehabilitation_apparatus_gym_therapist,"['rehabilitation', 'apparatus', 'gym', 'therapist', 'simple', 'therapy', 'improved', 'aid', 'facility', 'assisted']","['need for assisted devices during rehabilitation', 'increased rehabilitation time', 'need for an improved apparatus for physical therapy and joint rehabilitation']"
78,6,78_behind_kidnapping_scuba_divers,"['behind', 'kidnapping', 'scuba', 'divers', 'abduction', 'abducted', 'untimely', 'rescue', 'go', 'left']","['people go missing', 'untimely rescue', 'children or scuba divers being left behind']"
79,7,79_neurological_paralysis_neuropsychiatric_locomotive,"['neurological', 'paralysis', 'neuropsychiatric', 'locomotive', 'seizures', 'epileptic', 'palsy', 'illnesses', 'cerebral', 'responses']","['symptoms of neurological and neuropsychiatric conditions', 'neurological illnesses that impact locomotive responses', 'paralysis limitations from neurological conditions']"
80,11,80_anxiety_levels_checked_caretaker,"['anxiety', 'levels', 'checked', 'caretaker', 'taker', 'respond', 'loved', 'felt', 'does', 'ones']","['high levels of care taker anxiety', 'increased patient anxiety', 'anxiety']"
81,9,81_workrelated_injuries_workplace_worker,"['workrelated', 'injuries', 'workplace', 'worker', 'occupational', 'givers', 'msds', 'nurses', 'disorders', 'musculoskeletal']","['worker injuries', 'workplace injury as a result of lifting and moving patients', 'occupational injuries to the care givers']"
82,8,82_opportunities_unaddressed_growth_development,"['opportunities', 'unaddressed', 'growth', 'development', 'performance', 'hurdles', 'investment', 'production', 'sophistication', 'remain']","['lack of investment sophistication', 'diminished production of a number of growth factors', 'significant development and/or performance hurdles remain unaddressed']"
83,6,83_adjustable_different_feet_sized,"['adjustable', 'different', 'feet', 'sized', 'obstruct', 'accommodating', 'users', 'size', 'fully', 'hands']","[""obstruct the user's full use of their hands, feet or body"", 'device is not height adjustable for accommodating different sized users', 'not fully adjustable to accommodate user support of different size or structure']"
84,13,84_depression_risks_major_inactivity,"['depression', 'risks', 'major', 'inactivity', 'caused', 'general', 'severe', 'by', 'for', '']","['severe depression', 'depression', 'risks for depression']"
85,5,85_essential_interoperability_intended_departments,"['essential', 'interoperability', 'intended', 'departments', 'deployed', 'incorrectly', 'obtain', 'provider', 'rapid', 'suitable']","['lack of interoperability between departments', 'essential services being incorrectly deployed', 'provider not being able to complete all of the intended activities']"
86,5,86_abnormal_events_inconveniences_characterized,"['abnormal', 'events', 'inconveniences', 'characterized', 'situations', 'hazardous', 'anomalous', 'inactivity', 'dangerous', 'additional']","['abnormal situations', 'potential hazardous situations characterized by inactivity', 'abnormal or dangerous events']"
87,6,87_100_billion_year_costing,"['100', 'billion', 'year', 'costing', 'attendant', 'noncompliance', 'estimated', 'costs', 'per', 'social']","['non-compliance costs more than $100 billion a year', 'costing an estimated $100 billion a year', '$100 billion per year']"
88,11,88_visual_acuity_depth_distinct,"['visual', 'acuity', 'depth', 'distinct', 'scene', 'knowledge', 'bandwidth', 'features', 'source', 'perceived']","['lack of distinct visual features', 'diminished visual acuity', 'limited visual acuity']"
89,5,89_ultrasound_see_proximity_sampling,"['ultrasound', 'see', 'proximity', 'sampling', 'hear', 'beeps', 'monitoring', 'lights', 'blood', 'close']","['need for systems, devices, and methods that can enable a remote monitoring of patient compliance', 'patient needs to be in close proximity to see the lights or hear the beeps', 'frequent blood sampling and ultrasound monitoring']"
90,6,90_automation_intelligence_artificial_assists,"['automation', 'intelligence', 'artificial', 'assists', 'machine', 'learning', 'utilize', 'homebased', 'provides', 'system']","['need for a system for the home which provides independence across all of the basic life activities', 'need for improved home automation systems', 'need for home automation systems that utilize machine learning and artificial intelligence']"
91,6,91_deaths_125000_us_year,"['deaths', '125000', 'us', 'year', 'annually', 'each', 'approximately', 'caused', 'per', 'noncompliance']","['approximately 125,000 deaths in the us each year', '125.000 deaths', '125,000 deaths']"
92,5,92_maximal_grading_variability_performance,"['maximal', 'grading', 'variability', 'performance', 'limitation', 'reliability', 'procedures', 'evaluation', 'viability', 'current']","['maximal reliability', 'limitation of the current evaluation method', 'variability of functional performance']"
93,6,93_psap_appropriate_calls_text,"['psap', 'appropriate', 'calls', 'text', 'telephone', 'routed', 'route', 'reach', 'geographically', 'e911']","['inappropriate phone line within a psap', 'inability to route the call to the appropriate psap', 'calls placed from portable text devices cannot be automatically routed to the geographically appropriate psap']"
94,6,94_disasters_except_involve_fortuitous,"['disasters', 'except', 'involve', 'fortuitous', 'emergency', 'situation', 'natural', 'circumstances', 'probability', 'increasing']","['high probability of getting into the emergency situation', 'many more emergency or potential emergency situations that do not involve a fall event', 'no care, except in fortuitous circumstances, in times of emergency']"
95,5,95_nosocomial_infections_staph_viral,"['nosocomial', 'infections', 'staph', 'viral', 'antibioticresistant', 'pneumonia', 'infection', 'disease', 'such', 'as']","['viral infection', 'nosocomial infections', 'nosocomial infections such as antibiotic-resistant staph']"
96,5,96_skin_shear_unacceptable_sore,"['skin', 'shear', 'unacceptable', 'sore', 'chafing', 'tears', 'breakdown', 'dangerous', 'bed', 'injury']","['skin tears', 'shear of the skin', 'unacceptable and dangerous chafing of the skin']"
97,8,97_farmers_information_uptodate_middlemen,"['farmers', 'information', 'uptodate', 'middlemen', 'advantage', 'access', 'relevant', 'taking', 'lack', 'often']","[""farmers' lack of access to information"", 'middlemen taking advantage of the farmers lack of access to information', 'middlemen taking advantage of farmers lack of access to information']"
98,5,98_false_positives_negatives_falsepositives,"['false', 'positives', 'negatives', 'falsepositives', 'signal', 'reducing', 'positive', 'mechanisms', 'unreliable', 'sensing']","['reducing false-positives', 'false positives', 'false positives due to unreliable sensing mechanisms']"
99,6,99_errors_omissions_numerous_imprinting,"['errors', 'omissions', 'numerous', 'imprinting', 'inconsistent', 'repeated', 'error', 'confusion', 'results', 'failure']","['inconsistent results', 'numerous errors and omissions', 'imprinting errors']"
100,7,100_autoantibodies_immunological_immunocompromised_exposes,"['autoantibodies', 'immunological', 'immunocompromised', 'exposes', 'antibodies', 'antisperm', 'contagious', 'autoimmune', 'reactions', 'likely']","['autoimmune reactions', 'exposes the likely immuno-compromised patient to potential contagious diseases', 'immunological factors']"
101,9,101_dexterity_resist_quick_opening,"['dexterity', 'resist', 'quick', 'opening', 'closing', 'diminishing', 'deal', 'always', 'operation', 'close']","['easy operation by individuals with impaired dexterity', 'require a great deal of manual dexterity and strength to open and close', 'reduced dexterity']"
102,4,102_inclination_conflicts_angle_angles,"['inclination', 'conflicts', 'angle', 'angles', 'vertical', 'postural', 'alignment', 'erect', 'leaning', 'maintain']","['unstable motion that does not maintain postural alignment', 'bending or leaning conflicts with a correct, erect human posture', 'conventional systems do not provide support at angles far from vertical']"
103,5,103_timedelayed_localization_initiate_connect,"['timedelayed', 'localization', 'initiate', 'connect', 'critical', 'timeconsuming', 'manner', 'smartphone', 'phone', 'real']","['time-consuming to initiate many phone calls', 'lack of real time localization', 'call connect time is critical']"
104,4,104_habits_bad_lifestyles_hygiene,"['habits', 'bad', 'lifestyles', 'hygiene', 'behavioral', 'personality', 'changes', 'different', 'and', '']","['bad hygiene', 'different lifestyles and habits', 'bad habits']"
105,8,105_render_half_crippled_calling,"['render', 'half', 'crippled', 'calling', 'under', 'person', 'get', 'up', 'incapable', 'raise']","['over one half of elders who fall are unable to get up without assistance', 'injuries resulting from falls may render older individuals incapable of calling for help', 'if a crippled or elderly person falls, often that person cannot get up under their own power']"
106,6,106_wearable_alert_existing_personal,"['wearable', 'alert', 'existing', 'personal', 'response', 'transmitter', 'worn', 'necessity', 'systems', 'devices']","['wearable alert systems', 'existing personal emergency response systems (pers) are wearable devices', 'existing personal emergency response systems are wearable devices']"
107,4,107_mobilize_own_resources_either,"['mobilize', 'own', 'resources', 'either', 'unable', 'provide', 'healthy', 'patients', 'transition', 'facility']","['patients unable to provide for their own care', 'many people living alone are either too healthy to transition to an assisted care facility or lack the financial resources', 'patients are unable to provide for their own care']"
108,4,108_population_growing_shift_demographic,"['population', 'growing', 'shift', 'demographic', 'fastest', 'larger', 'increasingly', 'us', 'overall', '65']","['increasingly larger population over the age of 65', 'demographic shift to the overall population', 'fastest growing population in the us']"
