Topic,Count,Name,Representation,Representative_Docs
13,40,13_falls_one_fifth_staying,"['falls', 'one', 'fifth', 'staying', 'falling', 'are', 'elderly', 'over', 'fall', 'elders']","['one fifth of falling elders are admitted to hospital after staying on the floor for over one hour', 'one fifth of falling elders are admitted to hospital after staying on floor for over one hour following a fall', 'one fifth of falling elders are admitted to hospital after staying on the floor for over one hour following a fall']"
14,36,14_strength_muscles_bearing_limbs,"['strength', 'muscles', 'bearing', 'limbs', 'weak', 'muscle', 'exercising', 'stretching', 'flexibility', 'coordination']","['lack of weight-bearing muscle use', 'weak, elderly and disabled patients typically lack the core muscle strength', 'loss of strength in the lower limbs']"
15,29,15_caregiver_caregivers_handling_inaccurate,"['caregiver', 'caregivers', 'handling', 'inaccurate', 'improper', 'carer', 'great', 'intrusive', 'affront', 'avoiding']","['risk of injury to the caregiver', 'inaccurate or improper handling and lifting of an individual by caregivers', 'inaccurate or improper handling and lifting of a patient by caregivers']"
16,32,16_lifts_lift_lifting_patient,"['lifts', 'lift', 'lifting', 'patient', 'lowering', 'moving', 'found', 'patients', 'manual', 'heavy']","['myriad of patient lifts on the market tend to passivate patients', 'not found a lift device specifically designed to lift and lower ambulatory patients', 'not found a portable lift and lowering device affordable to most people']"
17,31,17_user_users_input_activate,"['user', 'users', 'input', 'activate', 'use', 'uncomfortable', 'raised', 'analyze', 'annoy', 'summoned']","['not always implemented in a fashion that well suits the needs of the expected user population', 'users to manually activate an input to summon assistance', 'if the user is unable to activate the input, no assistance is summoned']"
18,34,18_emergency_response_emergencies_personal,"['emergency', 'response', 'emergencies', 'personal', 'medical', 'pers', 'relating', 'services', 'means', 'goes']","['rely on and utilize personal emergency response systems (pers)', 'medical emergency', 'reliance on personal emergency response systems (pers)']"
19,29,19_wheelchair_wheelchairs_configuration_foldable,"['wheelchair', 'wheelchairs', 'configuration', 'foldable', 'standard', 'motorized', 'transferring', 'standing', 'storage', 'available']","['need for a wheelchair lift assist mechanism easily fit to an existing wheelchair or armchair', 'difficult for transferring a person to and from the wheelchair', 'no configuration is available for a standard designed wheelchair']"
20,46,20_monitoring_nonexistent_facilities_minimal,"['monitoring', 'nonexistent', 'facilities', 'minimal', 'unobtrusive', 'consistency', 'continuity', 'continuous', 'equipment', 'sensors']","['minimal or nonexistent monitoring equipment', 'monitoring equipment at home care facilities is usually minimal or nonexistent', 'minimal or nonexistent monitoring equipment at home care facilities']"
21,29,21_abuse_abuser_violence_domestic,"['abuse', 'abuser', 'violence', 'domestic', 'assault', 'bullying', 'victim', 'fearful', 'him', 'schoolyard']","[""victim may not have knowledge of the abuser's location"", 'violence and domestic abuse', 'domestic violence']"
22,20,22_walking_impediment_walk_difficulty,"['walking', 'impediment', 'walk', 'difficulty', 'without', 'aid', 'due', 'unattractive', 'sticks', 'shuffling']","['difficulty walking without a walking aid', 'difficulty walking', 'difficulty in walking']"
23,20,23_assistance_needed_assisting_another,"['assistance', 'needed', 'assisting', 'another', 'interventions', 'diagnosing', 'she', 'treating', 'he', 'supportive']","['various types of assistance or supportive care is needed', 'individual must recognize that he/she is in a situation in which help is likely to be needed', 'timely interventions by those who are responsible for diagnosing, caring, rescuing, treating, or otherwise assisting such individuals']"
24,28,24_nursing_homes_sporadic_nature,"['nursing', 'homes', 'sporadic', 'nature', 'nurses', 'visits', 'advised', 'home', 'admitted', 'staff']","['sporadic nature of home visits by nurses', 'home visits of nurses which are of sporadic nature', 'advised to get admitted to nursing homes']"
25,39,25_alone_loneliness_independent_being,"['alone', 'loneliness', 'independent', 'being', 'living', 'lives', 'relief', 'anyone', 'lonely', 'higher']","['higher risk of being alone and experiencing an emergency', 'higher risk of being alone', 'being alone']"
26,30,26_supervision_needs_continuous_two,"['supervision', 'needs', 'continuous', 'two', 'care', 'least', 'general', 'medical', 'requires', 'efficiently']","['continuous general, as well as medical, supervision and care', 'continuous general supervision and care', 'population needs continuous medical supervision and care']"
27,30,27_ovarian_hyperstimulation_syndrome_stimulation,"['ovarian', 'hyperstimulation', 'syndrome', 'stimulation', 'ovary', 'polycystic', 'ovulation', 'ohss', 'diminished', 'ovulate']","['increased incidence of ovarian hyperstimulation syndrome', 'ovarian hyperstimulation syndrome (ohss)', 'ovarian hyperstimulation syndrome']"
28,22,28_wearable_irritations_devices_might,"['wearable', 'irritations', 'devices', 'might', 'worn', 'lead', 'usage', 'skin', 'configured', 'accessories']","['wearable device is not being worn by the user', 'long term usage of wearable might lead to user skin irritations', 'long term usage of wearable devices might lead to user skin irritations']"
29,22,29_heavy_large_structure_bulky,"['heavy', 'large', 'structure', 'bulky', 'complicated', 'deteriorates', 'materials', 'designing', 'construction', 'designs']","['material ages with time and its ability to carry a load deteriorates', 'engineering defects in designing and executing the road', 'large, heavy, bulky, complicated, and time consuming to setup and use']"
30,23,30_information_access_relevant_farmers,"['information', 'access', 'relevant', 'farmers', 'advantage', 'middlemen', 'date', 'lack', 'streams', 'silos']","['middlemen taking advantage of farmers lack of access to information', 'middlemen taking advantage of the farmers lack of access to information', ""farmers' lack of access to information""]"
31,39,31_implantation_variable_successful_defined,"['implantation', 'variable', 'successful', 'defined', 'potential', 'lower', 'receptivity', 'poorly', 'failure', 'development']","['variable, and often ill-defined, potential for implantation and development to term', 'variable potential for implantation and development to term', 'implantation failure']"
32,14,32_time_process_discovered_object,"['time', 'process', 'discovered', 'object', 'step', 'toil', 'elapse', 'amounts', 'helpers', 'gets']","['time consuming process', 'significant amounts of time may elapse before they are discovered', ""the need to change one's focus from a distant object to a nearby object takes time""]"
33,21,33_accidents_fatal_traffic_accident,"['accidents', 'fatal', 'traffic', 'accident', 'collisions', 'slipping', 'reckless', 'crashes', 'car', 'driver']","['increased risk of fatal accidents without the walking instrument', 'fatal accidents', 'traffic accidents']"
34,17,34_hazard_threatening_occupation_situation,"['hazard', 'threatening', 'occupation', 'situation', 'dangerous', 'threats', 'circumstances', 'emergent', 'exploitation', 'property']","['possible hazard', 'significant hazard to the resident', 'significant hazard to property']"
35,18,35_disability_disabilities_permanent_disabled,"['disability', 'disabilities', 'permanent', 'disabled', 'functional', 'ranging', 'lifetime', 'permanently', 'cerebral', 'totally']","['functional limitations and disability', 'permanent disability', 'disability']"
36,16,36_walker_walkers_when_encounters,"['walker', 'walkers', 'when', 'encounters', 'creating', 'bars', 'backwardly', 'accommodation', 'elements', 'anything']","['conventional rolling walker does not have dedicated feet support elements', 'not attached to the walker', 'instability of a walker when it is not placed upon a level footing']"
37,16,37_bone_fracture_fractures_bones,"['bone', 'fracture', 'fractures', 'bones', 'osteoporosis', '87', 'vertebral', 'brittle', 'bruised', 'thinner']","['bone fractures', 'hip bone fracture', 'bone fracture']"
38,19,38_activity_activities_daily_decreased,"['activity', 'activities', 'daily', 'decreased', 'interactions', 'valid', 'respective', 'realize', 'minimum', 'reduction']","['decreased level of physical activity', 'minimum amount of wear time is required for valid assessment of physical activity', 'decreased activity']"
39,17,39_success_ivf_low_rate,"['success', 'ivf', 'low', 'rate', 'average', 'icsi', 'et', 'unpredictable', 'experiments', 'model']","['success rates are low', 'low success rate of ivf', 'low success rates']"
40,48,40_retirement_plans_benefits_pension,"['retirement', 'plans', 'benefits', 'pension', 'benefit', 'defined', 'decrease', 'security', 'employer', 'employers']","['decrease in defined benefit pension plans', 'decrease in the number of employers offering defined retirement benefit pension plans', 'decrease in the number of employers that offer defined retirement benefit pension plans']"
41,12,41_battery_power_electricity_powered,"['battery', 'power', 'electricity', 'powered', 'consumption', 'source', 'options', 'subject', 'electric', 'energy']","['powered options require electricity and some power source', ""considerable power draw on the device's battery source"", 'battery']"
42,19,42_image_visual_images_view,"['image', 'visual', 'images', 'view', 'bandwidth', 'acuity', 'projected', 'depth', 'light', 'existing']","['the bandwidth of the light source limits the perceived depth of the image', 'users must still change their focus whenever they wish to view the projected image', 'existing heads up displays create an image that is projected into the field of view of a user']"
43,13,43_stairs_ascend_inability_adjacent,"['stairs', 'ascend', 'inability', 'adjacent', 'descending', 'ascending', 'adjustments', 'unwieldy', 'curbs', 'descend']","['unsuitable for use on stairs', 'inability to ascend stairs safely', 'not disclosed an unassisted portable aid to descend and ascend stairs']"
44,21,44_cell_chromosome_abnormalities_chromosomal,"['cell', 'chromosome', 'abnormalities', 'chromosomal', 'aberrant', 'boundaries', 'topology', 'cumulus', 'genetic', 'division']","['chromosomal abnormalities', 'abnormalities in chromosome placement and structure', 'changing topology of the cell mass due to the cell division/and or cell movement']"
45,12,45_incapacitated_obtain_help_unable,"['incapacitated', 'obtain', 'help', 'unable', 'summon', 'get', 'injured', 'prompt', 'coping', 'stabilization']","['becoming incapacitated and unable to get help', 'suffering an incapacitated condition and unable to summon help', 'incapacitated and unable to get help']"
46,15,46_connectivity_networks_overloaded_communications,"['connectivity', 'networks', 'overloaded', 'communications', 'were', 'destroyed', 'cellular', 'congested', 'wireless', 'circuits']","['lack of wi-fi or other network connectivity', 'failure to incorporate social connectivity measures', 'traditional telecommunications were stretched and overloaded']"
47,18,47_anxiety_panic_levels_checked,"['anxiety', 'panic', 'levels', 'checked', 'caretaker', 'taker', 'respond', 'felt', 'ones', 'loved']","['increased patient anxiety', 'patient anxiety', 'anxiety']"
48,12,48_knee_replacements_hip_joint,"['knee', 'replacements', 'hip', 'joint', 'fractures', 'locked', 'shoulder', 'buckling', 'hips', 'degeneration']","['risk of buckling of the knee joint', 'locked knee joint', 'knee replacements']"
49,27,49_food_eating_cooking_acids,"['food', 'eating', 'cooking', 'acids', 'quantities', 'eat', 'directions', 'recognition', 'nutritional', 'bloating']","['incapable of eating a meal in a normal fashion', 'confusion about appropriate quantities of food intake', 'difficulty with following cooking/preparation/eating directions']"
50,12,50_home_setting_accommodate_selection,"['home', 'setting', 'accommodate', 'selection', 'within', 'nor', 'afford', 'carpet', 'instrumenting', 'specially']","['lack of facilities within the home to accommodate the reduced mobility', 'ineffective in a home setting with tight walkways and carpet', 'average household simply cannot accommodate nor afford a lift']"
51,9,51_portable_device_ambulatory_assist,"['portable', 'device', 'ambulatory', 'assist', 'wheels', 'carrier', 'huge', 'storable', 'collapsible', 'relative']","['stumble relative to the ambulatory assist device', 'need for a lightweight, easily collapsible, portable, and storable assistive mobility device', 'wheels may make the ambulatory assist device move more quickly']"
52,12,52_transfers_store_move_uneasy,"['transfers', 'store', 'move', 'uneasy', 'force', 'lifted', 'transfer', 'required', 'hard', 'frequently']","['little assistance in transfers', 'uneasy to store or transfer', 'difficult to move and to store']"
53,15,53_premature_prematurity_preeclampsia_lh,"['premature', 'prematurity', 'preeclampsia', 'lh', 'eclampsia', 'surge', 'luteolysis', 'luteinization', 'surges', 'material']","['premature luteolysis', 'premature lh surges', 'premature lh surge']"
54,12,54_child_parents_children_risks,"['child', 'parents', 'children', 'risks', 'inform', 'voluntarily', 'unapproved', 'posts', 'instruct', 'predators']","['child safety and well-being', 'child predators frequently instruct the child not to inform their parents', 'child related risks']"
55,20,55_alarm_alert_false_alarms,"['alarm', 'alert', 'false', 'alarms', 'values', 'style', 'audible', 'creates', 'detects', 'outdated']","['prior art devices fail to provide an alarm unit that creates an audible alert', 'high false alert rate', 'high false alarm rate']"
56,14,56_eggs_egg_offices_freezing,"['eggs', 'egg', 'offices', 'freezing', 'quality', 'as', 'doctor', 'maturation', 'immature', 'collected']","['poor quality eggs', ""ivf or egg freezing processes can require as many as 9 or more visits to the doctor's offices"", ""ivf or egg freezing can require as many as 9 or more visits to the doctor's offices""]"
57,15,57_traffic_congestion_misbehavior_speeding,"['traffic', 'congestion', 'misbehavior', 'speeding', 'regulations', 'laws', 'duration', 'urban', 'chaos', 'red']","['management of traffic regulation systems in urban areas', 'no way to automatically control the duration of the red traffic light condition', 'traffic congestion']"
58,13,58_dementia_alzheimer_suffering_onset,"['dementia', 'alzheimer', 'suffering', 'onset', 'disease', 'dementias', 'such', 'geriatric', 'depression', 'subject']","[""onset of alzheimer's disease"", ""care for individuals suffering from alzheimer's disease"", ""cognitive difficulties such as alzheimer's disease or dementia""]"
59,12,59_office_doctor_diagnostic_transported,"['office', 'doctor', 'diagnostic', 'transported', 'facility', 'sickbed', 'extremely', 'patient', 'transporting', 'encountered']","[""transportation to the doctor's office or other diagnostic facility"", ""patient has to be transported to the doctor's office or other diagnostic facility"", ""patient has to be transported to the doctor's office""]"
60,8,60_motion_movement_range_extended,"['motion', 'movement', 'range', 'extended', 'much', 'maneuverability', 'passage', 'sequence', 'controlled', 'neglect']","['no motion for an extended period of time', 'decreased range of motion', 'too much range of motion']"
61,11,61_warning_event_climate_tornado,"['warning', 'event', 'climate', 'tornado', 'ignored', 'occurred', 'sirens', 'before', 'predictive', 'detection']","['inability to provide early warning', 'no effective warning', 'predictive warning before an event']"
62,9,62_exceeds_obesity_weight_adult,"['exceeds', 'obesity', 'weight', 'adult', 'any', 'far', 'capacity', '300', 'pounds', 'gain']","['increase in the prevalence of obesity', 'typical weight of any adult far exceeds the lifting capacity of most caregivers', 'weight of any adult far exceeds the lifting capacity of most caregivers']"
63,9,63_button_panic_shock_press,"['button', 'panic', 'shock', 'press', 'push', 'sensor', 'alert', 'triggered', 'unconscious', 'fatality']","['client could be unconscious or unable to press a panic button', 'an elderly patient with a severe fatality may not be able to press the panic alert button after a fall', 'conventional monitoring systems require a user to push a panic alert button']"
64,9,64_privacy_want_unprotected_invasion,"['privacy', 'want', 'unprotected', 'invasion', 'go', 'camera', 'concerns', 'left', 'fear', 'vulnerable']","['privacy concerns', 'privacy issues with invasive systems', 'privacy of the user']"
65,7,65_muscle_joints_muscles_fascia,"['muscle', 'joints', 'muscles', 'fascia', 'pulls', 'ligament', 'hypotonia', 'flexible', 'begin', 'breaking']","['muscle and ligament pulls or tears', 'compression causes muscle cells to begin breaking down', 'fascia surrounding the muscles and the joints becomes tight and less flexible']"
66,8,66_rehabilitation_apparatus_therapist_therapy,"['rehabilitation', 'apparatus', 'therapist', 'therapy', 'gym', 'simple', 'improved', 'sufficient', 'aid', 'facility']","['need for assisted devices during rehabilitation', 'increased rehabilitation time', 'need for an improved apparatus for physical therapy and joint rehabilitation']"
67,7,67_wandering_pets_unexpectedly_trips,"['wandering', 'pets', 'unexpectedly', 'trips', 'straying', 'designated', 'trip', 'location', 'off', 'far']","['wandering off from a designated location', 'risk from wandering', 'wandering']"
68,10,68_crimes_crime_robbery_larceny,"['crimes', 'crime', 'robbery', 'larceny', 'violent', 'illegal', 'countries', 'property', 'prevention', 'certain']","['crime prevention', 'property crime', 'violent crimes']"
69,14,69_calls_blocking_emergency_voip,"['calls', 'blocking', 'emergency', 'voip', 'based', 'misrouted', 'beyond', 'locating', 'steps', 'hurdles']","['emergency calls being placed by a person not involved in the emergency', 'blocking of voip-based or other network-based emergency calls', 'blocking of voip-based emergency calls']"
70,9,70_mobile_registered_locations_network,"['mobile', 'registered', 'locations', 'network', 'location', 'latitude', 'ladies', 'host', 'holds', 'triggering']","['mobile phone lying in a ladies handbag is so useless for triggering an alarm', 'limiting registered locations for mobile devices', 'limitations of registered locations for mobile devices']"
71,13,71_home_delivery_general_care,"['home', 'delivery', 'general', 'care', 'hire', 'health', 'challenges', 'healthcare', 'unsuitable', 'dependence']","['challenges in taking care of their health at home', 'challenges and drawbacks in the delivery of home health and general care', 'dependence upon the delivery of home health and general care']"
72,10,72_sores_pain_joint_absorbing,"['sores', 'pain', 'joint', 'absorbing', 'fluid', 'solely', 'synovial', 'stops', 'nourishing', 'pressure']","['pressure sores', 'painful pressure ulcers or bed sores', 'body stops producing enough joint nourishing, shock absorbing synovial fluid']"
73,9,73_balance_adequately_issues_challenge,"['balance', 'adequately', 'issues', 'challenge', 'control', 'stability', 'unable', 'loss', 'limited', 'their']","['issues in balance', 'limited balance', 'lack of balance']"
74,7,74_storage_frame_foldable_space,"['storage', 'frame', 'foldable', 'space', 'abutting', 'suitability', 'adds', 'extra', 'size', 'frames']","['requiring additional storage space when not in use', 'extra wide abutting surfaces do not always provide sufficient strength for long term use', 'increased size of the non-foldable frame for storage']"
75,7,75_self_hour_likewise_attenuated,"['self', 'hour', 'likewise', 'attenuated', 'fatalities', 'oneself', 'fades', 'ability', 'manage', 'preventing']","['ability to handle many situations by themselves is or will become substantially attenuated', 'self-management is not effective in preventing injuries and fatalities to pedestrians', 'ability to take care of oneself often likewise fades']"
76,6,76_space_impractical_unobstructed_perspective,"['space', 'impractical', 'unobstructed', 'perspective', 'understand', 'spaces', 'deal', 'limits', 'restrictions', 'requirement']","['requirement of a great deal of space', 'impractical from a space-usage perspective', 'impractical in both cost and space']"
77,10,77_decline_rapid_health_status,"['decline', 'rapid', 'health', 'status', 'cascade', 'rapidly', 'trigger', 'could', 'deteriorate', 'lead']","['health status decline', 'rapid decline of the health of an individual', 'can trigger a cascade of other factors that lead to a rapid decline of the health of an individual']"
78,6,78_supported_his_her_weight,"['supported', 'his', 'her', 'weight', 'full', 'completely', 'arms', 'strength', 'legs', 'carrying']","['full weight supported by the strength of his or her legs', 'need for his or her weight to be completely supported by the strength of the legs', 'need for his or her weight to be completely supported by the strength of the arms']"
79,7,79_helpless_longer_spends_situation,"['helpless', 'longer', 'spends', 'situation', 'spend', 'had', 'would', 'person', 'remain', 'otherwise']","['the longer a person spends helpless', 'longer a person spends in a helpless situation', 'the longer a person spends in a helpless situation']"
80,7,80_hot_tub_bathing_bedridden,"['hot', 'tub', 'bathing', 'bedridden', 'similar', 'bath', 'bather', 'drying', 'washing', 'immovable']","['lack of bathing apparatus designed for bedridden or generally immovable persons', 'difficulty getting in and out of a bath, hot tub, or other similar situations', 'difficulty for a patient to get in and out of a bath, hot tub, or other similar situations']"
81,6,81_instrument_walking_walkers_address,"['instrument', 'walking', 'walkers', 'address', 'transitional', 'stabilizing', 'purchase', 'phase', 'accidentally', 'adequately']","['accidentally forget the walking instrument', 'have to purchase another walking instrument', 'traditional walking assist devices do not adequately address a transitional phase']"
82,10,82_life_quality_impact_negatively,"['life', 'quality', 'impact', 'negatively', 'daily', 'deviations', 'indicate', 'recognizing', 'severely', 'patterns']","['acute falls negatively impact the quality of daily life', 'impact quality of life', 'negatively impact the quality of daily life']"
83,12,83_security_safety_event_public,"['security', 'safety', 'event', 'public', 'incidents', 'related', 'health', 'need', 'or', 'for']","['security', 'security related event', 'health, safety, and/or security related event']"
84,6,84_occupants_same_room_urgent,"['occupants', 'same', 'room', 'urgent', 'distinguish', 'institution', 'rooms', 'caretaking', 'multiple', 'presence']","['distinguish between individual occupants in a space and multiple occupants', 'need for a way to detect the presence of multiple people in the same room', 'multiple people are present in the same room']"
85,6,85_behind_kidnapping_scuba_divers,"['behind', 'kidnapping', 'scuba', 'divers', 'abduction', 'abducted', 'untimely', 'rescue', 'go', 'left']","['people go missing', 'untimely rescue', 'children or scuba divers being left behind']"
86,7,86_neurological_paralysis_neuropsychiatric_locomotive,"['neurological', 'paralysis', 'neuropsychiatric', 'locomotive', 'seizures', 'epileptic', 'palsy', 'illnesses', 'cerebral', 'responses']","['symptoms of neurological and neuropsychiatric conditions', 'neurological illnesses that impact locomotive responses', 'paralysis limitations from neurological conditions']"
87,11,87_distress_traumatic_psychologically_ethical,"['distress', 'traumatic', 'psychologically', 'ethical', 'implications', 'failures', 'repeated', 'trauma', 'great', 'psychological']","['distress', 'psychologically traumatic for a patient', 'ethical and psychologically traumatic implications']"
88,7,88_complexity_components_adding_covering,"['complexity', 'components', 'adding', 'covering', 'contexts', 'additional', 'breakage', 'breakdown', 'infrastructure', 'technical']","['technical complexity', 'additional components prone to breakage', 'increased complexity in covering all possible contexts']"
89,6,89_contraindications_medicament_precautions_restrained,"['contraindications', 'medicament', 'precautions', 'restrained', 'possibly', 'safety', 'invalid', 'ridden', 'instability', 'patient']","['limited to non-ambulatory, invalid, or bed-ridden patient', 'medical precautions and contraindications', 'possibly restrained stability of the medicament']"
90,13,90_cycle_cycles_ivf_birth,"['cycle', 'cycles', 'ivf', 'birth', 'live', 'per', '29', 'rate', 'following', 'result']","['average live-birth rate for an ivf cycle is approximately 1-in-3', 'live birth rate, per cycle, following ivf was just 29%', 'low live birth rate per cycle following ivf']"
91,8,91_psap_appropriate_location_calls,"['psap', 'appropriate', 'location', 'calls', 'architecture', 'text', 'telephone', 'routed', 'route', 'reach']","['inability to route the call to the appropriate psap', 'current e911 architecture is unable to provide dispatch-quality location on enough calls', 'calls placed from portable text devices cannot be automatically routed to the geographically appropriate psap']"
92,5,92_skin_shear_unacceptable_sore,"['skin', 'shear', 'unacceptable', 'sore', 'chafing', 'tears', 'breakdown', 'dangerous', 'bed', 'injury']","['skin breakdown', 'shear of the skin', 'unacceptable and dangerous chafing of the skin']"
93,13,93_depression_risks_major_inactivity,"['depression', 'risks', 'major', 'inactivity', 'caused', 'general', 'severe', 'by', 'for', '']","['severe depression', 'risks for depression', 'depression']"
94,7,94_immunological_contagious_autoantibodies_antibodies,"['immunological', 'contagious', 'autoantibodies', 'antibodies', 'exposes', 'immuno', 'anti', 'sperm', 'autoimmune', 'reactions']","['immunological factors', 'exposes the likely immuno-compromised patient to potential contagious diseases', 'anti-sperm antibodies']"
95,9,95_pressure_stresses_localized_shear,"['pressure', 'stresses', 'localized', 'shear', 'sternal', 'inguinal', 'exerted', 'area', 'high', 'amount']","['high localized pressure stresses on the patient', 'high localized shear and pressure stresses', 'high localized shear and pressure stresses on the patient']"
96,6,96_automation_intelligence_assists_machine,"['automation', 'intelligence', 'assists', 'machine', 'artificial', 'utilize', 'learning', 'home', 'provides', 'system']","['need for a system for the home which provides independence across all of the basic life activities', 'need for improved home automation systems', 'need for home automation systems that utilize machine learning and artificial intelligence']"
97,12,97_heat_weather_factors_incidences,"['heat', 'weather', 'factors', 'incidences', 'exhaustion', 'environmental', 'adverse', 'related', 'conditions', 'risk']","['risk to heat exhaustion', 'heat related incidences', 'weather factors']"
98,6,98_communication_call_consist_delayed,"['communication', 'call', 'consist', 'delayed', 'demands', 'processes', 'connect', 'medium', 'critical', 'initiate']","['call connect time is critical', 'demands on communication processes', '9-1-1 “call” to include or to consist of only a communication using some other medium']"
99,8,99_habits_bad_personality_smell,"['habits', 'bad', 'personality', 'smell', 'lifestyles', 'hygiene', 'behavioral', 'changes', 'different', 'loss']","['bad hygiene', 'different lifestyles and habits', 'bad habits']"
100,5,100_deployed_interoperability_intended_essential,"['deployed', 'interoperability', 'intended', 'essential', 'departments', 'incorrectly', 'provider', 'communicate', 'suitable', 'services']","['lack of interoperability between departments', 'provider not being able to complete all of the intended activities', 'essential services being incorrectly deployed']"
101,5,101_technique_specificity_maintenance_expertise,"['technique', 'specificity', 'maintenance', 'expertise', 'experts', 'equipment', 'working', 'dedicated', 'preparation', 'ongoing']","['lack of proper working technique and/or equipment', 'invasive technique which requires significant equipment and expertise', 'require setup and/or ongoing maintenance by dedicated experts']"
102,6,102_stigma_vulgarity_stigmatizing_stigmatised,"['stigma', 'vulgarity', 'stigmatizing', 'stigmatised', 'character', 'surrounding', 'attached', 'invalid', 'fear', 'discomfort']","['stigmatizing character attached with the use of these', 'stigma surrounding mental health', 'invalid stigma']"
103,6,103_reactions_drug_adverse_agonists,"['reactions', 'drug', 'adverse', 'agonists', 'mixing', 'adrs', 'effects', 'gnrh', 'drugs', 'side']","['adverse effects of gnrh agonists', 'adverse drug reactions', 'adverse drug reactions (adrs)']"
104,5,104_wrist_shoulders_wrists_elbows,"['wrist', 'shoulders', 'wrists', 'elbows', 'strain', 'backaches', 'canvas', 'hands', 'sling', 'cause']","['wrist strain and backaches', 'strain on shoulders, elbows, wrists and hands', 'joint stress in wrists, elbows and shoulders']"
105,5,105_ultrasound_see_proximity_sampling,"['ultrasound', 'see', 'proximity', 'sampling', 'hear', 'beeps', 'monitoring', 'lights', 'blood', 'close']","['need for systems, devices, and methods that can enable a remote monitoring of patient compliance', 'frequent blood sampling and ultrasound monitoring', 'patient needs to be in close proximity to see the lights or hear the beeps']"
106,9,106_cane_rolling_canes_steering,"['cane', 'rolling', 'canes', 'steering', 'erroneously', 'hinged', 'upset', 'leg', 'length', 'locomotion']","['rolling canes suffer from a number of disadvantages', 'front leg is hinged to the rear leg to enable steering of the rolling cane', 'fixed length of cane or crutch may upset a balance']"
107,25,107_late_increases_admission_hypothermia,"['late', 'increases', 'admission', 'hypothermia', 'pneumonia', 'dehydration', 'ulcers', 'risk', 'pressure', 'the']","['late admission increases the risk of pneumonia', 'late admission increases the risk of dehydration', 'late admission increases the risk of hypothermia']"
