Topic,Count,Name,Representation,Representative_Docs
10,22,10_bulky_configuration_large_space,"['bulky', 'configuration', 'large', 'space', 'certainly', 'design', 'impractical', 'complicated', 'portable', 'last']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
11,22,11_information_access_relevant_lack,"['information', 'access', 'relevant', 'lack', 'farmers', 'political', 'news', 'developments', 'date', 'commodity']","['middlemen taking advantage of the farmers lack of access to information', ""farmers' lack of access to information"", 'lack of access to information']"
12,20,12_event_security_privacy_related,"['event', 'security', 'privacy', 'related', 'safety', 'unprotected', 'want', 'go', 'left', 'attack']","['health, safety, and/or security related event', 'health, safety, and/or security related event', 'health, safety, and/or security related event']"
13,19,13_wearable_irritations_devices_usage,"['wearable', 'irritations', 'devices', 'usage', 'skin', 'might', 'lead', 'long', 'user', 'term']","['long term usage of wearable devices might lead to user skin irritations', 'long term usage of wearable devices might lead to user skin irritations', 'long term usage of wearable devices might lead to user skin irritations']"
14,19,14_late_increases_admission_hypothermia,"['late', 'increases', 'admission', 'hypothermia', 'dehydration', 'risk', 'heat', 'exhaustion', 'incidences', 'the']","['late admission increases the risk of dehydration', 'late admission increases the risk of hypothermia', 'late admission increases the risk of dehydration']"
15,16,15_supervision_continuous_feasible_general,"['supervision', 'continuous', 'feasible', 'general', 'care', 'as', 'economically', 'is', 'not', 'medical']","['continuous general supervision and care', 'continuous general supervision and care', 'continuous general supervision and care']"
16,15,16_late_increases_admission_ulcers,"['late', 'increases', 'admission', 'ulcers', 'pneumonia', 'pressure', 'risk', 'the', 'of', '']","['late admission increases the risk of pressure ulcers', 'late admission increases the risk of pressure ulcers', 'late admission increases the risk of pressure ulcers']"
17,14,17_lh_premature_levels_fsh,"['lh', 'premature', 'levels', 'fsh', 'luteolysis', 'luteinization', 'surges', 'low', 'initial', 'serum']","['low lh levels', 'low lh levels', 'premature lh surges']"
18,13,18_traffic_congestion_regulations_laws,"['traffic', 'congestion', 'regulations', 'laws', 'misbehavior', 'regulation', 'awareness', 'road', 'lack', 'users']","['traffic congestion', 'traffic congestion', 'traffic congestion']"
19,13,19_dexterity_diminishing_upper_reduced,"['dexterity', 'diminishing', 'upper', 'reduced', 'strength', 'body', 'deal', 'operation', 'open', 'close']","['reduced dexterity or upper-body strength', 'reduced dexterity or upper-body strength', 'reduced dexterity or upper-body strength']"
20,13,20_stairs_walkways_unwieldy_ascend,"['stairs', 'walkways', 'unwieldy', 'ascend', 'stair', 'separating', 'wider', 'front', 'rear', 'distance']","['distance separating front and rear legs being wider than a typical stair step depth', 'unstable and unwieldy on stairs', 'unstable and unwieldy on stairs']"
21,12,21_depression_inactivity_caused_general,"['depression', 'inactivity', 'caused', 'general', 'severe', 'suicidal', 'thoughts', 'by', '', '']","['depression', 'depression', 'depression']"
22,12,22_factors_environmental_genetic_weather,"['factors', 'environmental', 'genetic', 'weather', 'diet', 'culturing', 'disruption', 'influences', 'environment', 'varying']","['environmental factors', 'environmental factors', 'environmental factors']"
23,12,23_pressure_localized_stresses_shear,"['pressure', 'localized', 'stresses', 'shear', 'high', 'sores', 'on', 'inguinal', 'exerted', 'sternal']","['high localized shear and pressure stresses', 'high localized shear and pressure stresses', 'high localized shear and pressure stresses on the patient']"
24,12,24_sensitivity_points_activation_fixed,"['sensitivity', 'points', 'activation', 'fixed', 'known', 'systems', 'curve', 'learning', 'low', 'these']","['low sensitivity for known systems', 'low sensitivity for such known systems', 'low sensitivity for such known systems']"
25,12,25_drawbacks_challenges_share_indirect,"['drawbacks', 'challenges', 'share', 'indirect', 'implementations', 'proven', 'unaddressed', 'performance', 'current', 'and']","['challenges and drawbacks', 'challenges and drawbacks', 'challenges and drawbacks']"
26,10,26_neurological_nervous_integrated_central,"['neurological', 'nervous', 'integrated', 'central', 'functions', 'functionality', 'physiological', 'system', 'loss', 'locomotive']","['loss of integrated central nervous system functions', 'loss of integrated central nervous system functions', 'loss of integrated central nervous system functions']"
27,10,27_devices_wireless_integration_continuum,"['devices', 'wireless', 'integration', 'continuum', 'limitations', 'communications', 'across', 'present', 'lacking', 'basic']","['limitations of present wireless communications devices', 'integration of the devices is lacking across the continuum of basic life activities', 'integration of the devices is lacking across the continuum of basic life activities']"
28,10,28_components_unreliable_breakage_prone,"['components', 'unreliable', 'breakage', 'prone', 'several', 'additional', 'key', 'adding', 'component', 'fastening']","['have several unreliable components', 'several unreliable components', 'unreliable components']"
29,10,29_move_trouble_another_moving,"['move', 'trouble', 'another', 'moving', 'efforts', 'surface', 'one', 'combined', 'place', 'two']","['unable to move without the combined efforts of at least two people', 'trouble moving or being transported from one place to another', 'trouble moving or being transported from one place to another']"
30,10,30_home_automation_setting_systems,"['home', 'automation', 'setting', 'systems', 'need', 'based', 'designed', 'for', 'specially', 'intelligence']","['not designed for a home setting', 'need for home automation systems that utilize machine learning and artificial intelligence', 'need for improved home automation systems']"
31,9,31_investment_sophistication_value_goods,"['investment', 'sophistication', 'value', 'goods', 'fair', 'buy', 'buyers', 'willing', 'determine', 'finding']","['difficulties finding buyers willing to buy their goods for a fair value', 'difficulties finding buyers willing to buy their goods for a fair value', 'difficulties finding buyers willing to buy their goods for a fair value']"
32,9,32_error_repeated_failure_numerous,"['error', 'repeated', 'failure', 'numerous', 'omissions', 'driver', 'decisions', 'erroneous', 'point', 'single']","['subject to human error', 'confusion and error', 'driver error']"
33,8,33_collapsibility_limited_limitation_physical,"['collapsibility', 'limited', 'limitation', 'physical', '', '', '', '', '', '']","['limited collapsibility', 'limited collapsibility', 'limited collapsibility']"
34,8,34_record_pedometers_erroneously_store,"['record', 'pedometers', 'erroneously', 'store', 'movements', 'data', 'most', 'than', 'often', 'do']","['pedometers often erroneously record movements other than walking', 'pedometers often erroneously record movements other than walking', 'pedometers often erroneously record movements other than walking']"
35,8,35_positioning_recognize_posture_cannot,"['positioning', 'recognize', 'posture', 'cannot', 'body', 'human', 'subjects', 'naturally', 'geometry', 'balanced']","['cannot recognize the human body positioning and posture', 'cannot recognize the human body positioning and posture', 'cannot recognize the human body positioning and posture']"
36,8,36_location_psap_rely_bidâ,"['location', 'psap', 'rely', 'bidâ', 'e911', 'dispatch', 'architecture', 'requesting', 'updates', 'calls']","['current e911 architecture is unable to provide dispatch-quality location on enough calls', 'existing systems rely on the psap requesting location updates through a â\x80\x9cre-bidâ\x80\x9d process', 'existing systems rely on the psap requesting location updates through a â\x80\x9cre-bidâ\x80\x9d process']"
37,8,37_solutions_sufficient_problems_these,"['solutions', 'sufficient', 'problems', 'these', 'current', 'grading', 'debility', 'are', 'not', 'limitation']","['current solutions to these problems are not sufficient', 'current solutions to these problems are not sufficient', 'current solutions to these problems are not sufficient']"
38,7,38_suits_implemented_expected_fashion,"['suits', 'implemented', 'expected', 'fashion', 'always', 'well', 'population', 'needs', 'user', 'that']","['not always implemented in a fashion that well suits the needs of the expected user population', 'not always implemented in a fashion that well suits the needs of the expected user population', 'not always implemented in a fashion that well suits the needs of the expected user population']"
39,7,39_deaths_125_000_us,"['deaths', '125', '000', 'us', 'casualties', 'each', 'approximately', 'year', 'human', 'annually']","['125.000 deaths', 'approximately 125,000 deaths in the us each year', 'approximately 125,000 deaths in the us each year']"
40,7,40_supervision_accident_times_daily,"['supervision', 'accident', 'times', 'daily', 'no', 'activities', 'emergency', 'or', 'in', 'of']","['no supervision in times of accident or emergency', 'no supervision in times of accident or emergency', 'no supervision in times of accident or emergency']"
41,7,41_cell_shape_topology_division,"['cell', 'shape', 'topology', 'division', 'deformation', 'boundaries', 'mass', 'changing', 'missing', 'movement']","['missing and/or false cell boundaries', 'changing topology of the cell mass due to the cell division/and or cell movement', 'changing topology of the cell mass due to the cell division/and or cell movement']"
42,6,42_infrastructure_networks_communication_undue,"['infrastructure', 'networks', 'communication', 'undue', 'expense', 'strain', 'telecommunications', 'congested', 'stretched', 'uselessness']","['phone networks congested into uselessness', 'undue expense/strain on the communication infrastructure', 'undue expense/strain on the communication infrastructure']"
43,6,43_predators_parents_child_unapproved,"['predators', 'parents', 'child', 'unapproved', 'line', 'content', 'posts', 'inform', 'voluntarily', 'instruct']","['content unapproved by parents', 'content unapproved by parents', 'child predators frequently instruct the child not to inform their parents']"
44,6,44_prior_art_disadvantages_devices,"['prior', 'art', 'disadvantages', 'devices', 'none', 'unique', 'invention', 'disclose', 'present', 'features']","['disadvantages of the prior art', 'disadvantages of prior art devices', 'disadvantages of prior art devices']"
45,6,45_sling_slings_canvas_unknown,"['sling', 'slings', 'canvas', 'unknown', 'dropping', 'harness', 'portions', 'tends', 'condition', 'life']","['limited life and unknown strength condition of slings', 'canvas sling may lead to dropping the patient out', 'canvas sling tends to take more than one assistant to operate']"
46,6,46_stroke_brain_injury_,"['stroke', 'brain', 'injury', '', '', '', '', '', '', '']","['stroke', 'stroke', 'stroke']"
47,6,47_heart_attack_disease_,"['heart', 'attack', 'disease', '', '', '', '', '', '', '']","['heart attack', 'heart attack', 'heart attack']"
48,6,48_tub_hot_bedridden_similar,"['tub', 'hot', 'bedridden', 'similar', 'ridden', 'bath', 'situations', 'out', 'immovable', 'immobilized']","['patients can be immobilized to the point that they become at least temporarily bedridden', 'difficulty getting in and out of a bath, hot tub, or other similar situations', 'difficulty for a patient to get in and out of a bath, hot tub, or other similar situations']"
49,6,49_losses_irreversible_loss_economic,"['losses', 'irreversible', 'loss', 'economic', 'function', 'wages', 'work', 'of', '', '']","['economic losses', 'irreversible loss of function', 'irreversible loss of function']"
50,5,50_user_weak_relatively_analyze,"['user', 'weak', 'relatively', 'analyze', 'does', 'less', 'patterns', 'confusion', 'functional', 'users']","[""does not analyze user's patterns"", 'user is relatively weak', 'user is relatively weak']"
51,5,51_device_wears_while_software,"['device', 'wears', 'while', 'software', 'reattachment', 'viruses', 'malware', 'patience', 'degrees', 'deficiency']","['varying degrees of deficiency relating to the instability of the device', 'repeated removing/reattachment wears down both the device and patience of the user', 'software viruses and other malware can result in crashing of the device']"
