Topic,Count,Name,Representation,Representative_Docs
42,12,42_musculoskeletal_msds_musculo_debilitating,"['musculoskeletal', 'msds', 'musculo', 'debilitating', 'task', 'injury', 'disorders', 'skeletal', 'related', 'higher']","['musculoskeletal injury', 'musculoskeletal injury', 'musculoskeletal injury']"
43,12,43_strain_wrist_shoulders_placing,"['strain', 'wrist', 'shoulders', 'placing', 'elbows', 'wrists', 'undue', 'flexible', 'pulls', 'party']","['strain placing individual undue', 'strain', 'shoulders wrists elbows strain hands']"
44,12,44_prematurity_pre_term_preterm,"['prematurity', 'pre', 'term', 'preterm', 'birth', 'damage', 'delivery', 'long', 'fetal', 'labor']","['birth pre term', 'prematurity damage potential long term', 'prematurity damage potential long term']"
45,12,45_dementia_alzheimer_onset_disease,"['dementia', 'alzheimer', 'onset', 'disease', 'suffering', 'dementias', 'subject', 'long', 'difficulties', 'depression']","['dementia', 'dementia', 'dementia alzheimer cognitive difficulties disease']"
46,12,46_balance_amino_tipping_shade,"['balance', 'amino', 'tipping', 'shade', 'acids', 'adequately', 'crutch', 'challenge', 'maintain', 'control']","['balance lack', 'balance lack', 'balance lack']"
47,12,47_delivery_dependence_general_home,"['delivery', 'dependence', 'general', 'home', 'forced', 'mobilize', 'medicate', 'health', 'unsuitable', 'prematurely']","['health delivery home dependence general', 'health delivery home dependence general', 'health delivery home dependence general']"
48,12,48_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'performance', 'current', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
49,11,49_patience_overly_assistive_reattachment,"['patience', 'overly', 'assistive', 'reattachment', 'simplistic', 'devices', 'disadvantages', 'complicated', 'removing', 'lost']","['device technology victim disadvantages assisting', 'devices simplistic solution overly provide', 'reattachment removing repeated device patience']"
50,11,50_bed_ridden_pushing_exiting,"['bed', 'ridden', 'pushing', 'exiting', 'sickbed', 'compromising', 'immobilized', 'movable', 'temporarily', 'pulling']","['effort physically bed care ridden', 'ambulatory patient bed limited ridden', 'bed people ridden']"
51,11,51_overload_spending_needed_urgent,"['overload', 'spending', 'needed', 'urgent', 'affecting', 'identification', 'monitored', 'room', 'presence', 'manual']","['persons identification person spending time', 'monitoring overload information user', 'monitoring overload information user']"
52,11,52_absence_activity_regular_action,"['absence', 'activity', 'regular', 'action', 'temporary', 'unavailability', 'intuitive', 'interaction', 'anti', 'combined']","['absence activity', 'absence activity', 'absence activity']"
53,11,53_walker_elements_heavily_walkers,"['walker', 'elements', 'heavily', 'walkers', 'leaning', 'rely', 'stabilizing', 'parallel', 'footing', 'bars']","['walker rolling feet support elements', 'walker leaning rely heavily need', 'walker leaning rely heavily need']"
54,11,54_appetite_nutritional_homeostasis_unwell,"['appetite', 'nutritional', 'homeostasis', 'unwell', 'nausea', 'vomiting', 'bloating', 'feeling', 'loss', '']","['homeostasis nutritional', 'homeostasis nutritional', 'homeostasis nutritional']"
55,11,55_vital_sensed_clients_alerting,"['vital', 'sensed', 'clients', 'alerting', 'elderly', 'monitoring', 'monitors', 'wellbeing', 'detection', 'carry']","['elderly sensed devices storage vital', 'monitoring health vital detection senior', 'alerting elderly vital detection patients']"
56,10,56_safety_restraints_driving_safe,"['safety', 'restraints', 'driving', 'safe', 'child', 'need', 'lack', 'individual', 'user', 'person']","['safety', 'restraints driving safe lack', 'restraints driving safe lack']"
57,10,57_transport_transportation_trouble_specialized,"['transport', 'transportation', 'trouble', 'specialized', 'place', 'transported', 'wall', 'modes', 'carrier', 'vehicle']","['wall carrier mobile transport fixed', 'vehicle transport specialized large require', 'vehicle transport specialized large require']"
58,10,58_endometrium_endometriosis_uterine_cross,"['endometrium', 'endometriosis', 'uterine', 'cross', 'talks', 'endometrial', 'modulation', 'breast', 'receptivity', 'pathologies']","['endometrium', 'endometrium uterine embryo cross talks', 'endometrium uterine embryos cross talks']"
59,10,59_admissions_hospital_10_40,"['admissions', 'hospital', '10', '40', 'overall', '65', 'hospitals', 'compliance', 'annually', 'non']","['hospital admissions 10 overall', 'hospital admissions 10 overall', 'hospital admissions 10']"
60,10,60_chronic_parkinson_diseases_ill,"['chronic', 'parkinson', 'diseases', 'ill', 'exacerbations', 'copd', 'chronically', 'advance', 'disease', 'condition']","['parkinson diseases chronic disease', 'parkinson diseases chronic disease', 'parkinson diseases chronic disease']"
61,10,61_extremely_periodic_transfer_adequate,"['extremely', 'periodic', 'transfer', 'adequate', 'transfers', 'safely', 'force', 'necessity', 'patient', 'transferring']","['transfers patient periodic', 'transfer patient difficult safely extremely', 'transfer patient difficult safely extremely']"
62,10,62_ulcers_pressure_late_admission,"['ulcers', 'pressure', 'late', 'admission', 'sores', 'painful', 'risk', 'bed', '', '']","['ulcers pressure risk admission late', 'ulcers pressure risk admission late', 'ulcers pressure risk admission late']"
63,9,63_visual_acuity_distinct_features,"['visual', 'acuity', 'distinct', 'features', 'limited', 'diminished', 'lack', '', '', '']","['acuity visual limited', 'acuity visual limited', 'acuity visual limited']"
64,9,64_stresses_localized_pressure_shear,"['stresses', 'localized', 'pressure', 'shear', 'sternal', 'inguinal', 'exerted', 'area', 'high', 'patient']","['stresses shear pressure localized high', 'stresses shear pressure localized high', 'stresses shear pressure localized high']"
65,9,65_incontinence_needs_shifted_refuse,"['incontinence', 'needs', 'shifted', 'refuse', 'dignity', 'built', 'patients', 'provide', 'specialized', 'confidence']","['dignity patient confidence needs built', 'incontinence needs', 'incontinence needs']"
66,9,66_sling_canvas_slings_dropping,"['sling', 'canvas', 'slings', 'dropping', 'harness', 'lead', 'tends', 'pinch', 'assistant', 'exert']","['sling canvas assistant operate tends', 'sling canvas patient dropping lead', 'sling canvas pain cause']"
67,9,67_incapacitated_summon_recovery_unable,"['incapacitated', 'summon', 'recovery', 'unable', 'suffering', 'slow', 'halted', 'expect', 'condition', 'complete']","['incapacitated unable', 'incapacitated summon suffering condition unable', 'incapacitated summon suffering condition unable']"
68,9,68_patterns_evaluating_recognizing_deviations,"['patterns', 'evaluating', 'recognizing', 'deviations', 'activity', 'analyze', 'minimum', 'measuring', 'monitors', 'behavior']","['activity monitoring physical patterns evaluating', 'patterns assistance deviations life recognizing', 'patterns assistance deviations life recognizing']"
69,9,69_age_old__,"['age', 'old', '', '', '', '', '', '', '', '']","['age', 'old age', 'old age']"
70,9,70_heart_attack_coronary_disease,"['heart', 'attack', 'coronary', 'disease', 'events', 'persons', 'falling', 'medical', 'fall', 'emergency']","['heart attack', 'heart attack', 'heart attack']"
71,9,71_living_individuals_lives_private,"['living', 'individuals', 'lives', 'private', 'caretakers', 'residences', 'economically', 'feasible', 'individual', 'fall']","['individuals living', 'individuals living', 'individuals living']"
72,9,72_miscarriage_miscarriages_recurrent_prior,"['miscarriage', 'miscarriages', 'recurrent', 'prior', '', '', '', '', '', '']","['miscarriage', 'miscarriage', 'miscarriage']"
73,9,73_crime_robbery_larceny_crimes,"['crime', 'robbery', 'larceny', 'crimes', 'property', 'violent', 'prevention', '', '', '']","['crime prevention', 'crime property', 'crime property']"
74,9,74_negatively_impact_quality_life,"['negatively', 'impact', 'quality', 'life', 'habits', 'daily', 'lifestyles', 'different', 'severely', 'bad']","['negatively daily life quality impact', 'negatively daily life quality impact', 'negatively daily life quality impact']"
75,9,75_humiliating_embarrassing__,"['humiliating', 'embarrassing', '', '', '', '', '', '', '', '']","['embarrassing', 'humiliating', 'humiliating']"
76,9,76_disabled_disabling_permanently_lonely,"['disabled', 'disabling', 'permanently', 'lonely', 'temporarily', 'existence', 'totally', 'conditions', '', '']","['disabled', 'disabled', 'disabled']"
77,8,77_injuring_casualties_bodies_injure,"['injuring', 'casualties', 'bodies', 'injure', 'person', 'damage', 'human', '', '', '']","['injuring person', 'injuring person', 'injuring person']"
78,8,78_abortion_spontaneous_27_abort,"['abortion', 'spontaneous', '27', 'abort', 'recurrent', 'tendency', 'rate', '', '', '']","['abortion spontaneous', 'abortion spontaneous', 'abortion spontaneous']"
79,8,79_chromosome_error_mosaicism_abnormalities,"['chromosome', 'error', 'mosaicism', 'abnormalities', 'aberrant', 'segregation', 'placement', 'phenotypes', 'chromosomal', 'incidence']","['chromosome rate error increased', 'chromosome rate error increased', 'chromosome rate error increased']"
80,8,80_higher_occupation_strong_aversion,"['higher', 'occupation', 'strong', 'aversion', 'risk', 'risks', 'potential', 'high', '', '']","['risk higher', 'risk higher', 'risk higher']"
81,8,81_generally_consuming_visits_expensive,"['generally', 'consuming', 'visits', 'expensive', 'acquire', 'home', 'costly', 'user', '', '']","['visits expensive home consuming generally', 'visits expensive home consuming generally', 'visits expensive home consuming generally']"
82,8,82_gait_pathological_disorders_mechanics,"['gait', 'pathological', 'disorders', 'mechanics', 'uneven', 'allow', 'balance', 'limp', 'inconsistent', 'altered']","['gait disorders pathological balance', 'gait disorders pathological balance', 'gait disorders pathological balance']"
83,8,83_doctor_diagnostic_transported_facility,"['doctor', 'diagnostic', 'transported', 'facility', 'office', 'transporting', 'necessary', 'assistant', 'presence', 'nurse']","['diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility']"
84,8,84_loneliness_relief_isolation_anxiety,"['loneliness', 'relief', 'isolation', 'anxiety', 'period', 'elderly', 'patient', '', '', '']","['loneliness anxiety relief', 'loneliness anxiety relief', 'loneliness anxiety relief']"
85,8,85_helpless_spends_longer_situation,"['helpless', 'spends', 'longer', 'situation', 'spend', 'prisoner', 'perceived', 'person', 'remain', 'tracking']","['helpless spends longer person situation', 'helpless spends longer person situation', 'helpless longer spends person situation']"
86,8,86_space_impractical_perspective_deal,"['space', 'impractical', 'perspective', 'deal', 'unobstructed', 'suitability', 'limits', 'spaces', 'restrictions', 'requiring']","['space requirement deal great', 'space impractical usage perspective', 'impractical space cost']"
87,8,87_rehabilitation_gym_therapy_therapist,"['rehabilitation', 'gym', 'therapy', 'therapist', 'apparatus', 'assisted', 'designed', 'need', 'aid', 'use']","['rehabilitation time increased', 'rehabilitation assisted devices need', 'rehabilitation assisted devices need']"
88,8,88_assisted_living_transportation_ratios,"['assisted', 'living', 'transportation', 'ratios', 'residents', 'patientâ', 'compelled', 'access', 'admitted', 'advised']","['assisted facilities admitted living advised', 'assisted care living financial lack', 'residents assisted medications facilities living']"
89,8,89_repeated_error_omissions_numerous,"['repeated', 'error', 'omissions', 'numerous', 'imprinting', 'errors', 'erroneous', 'decisions', 'results', 'inconsistent']","['failure repeated', 'imprinting errors', 'errors omissions numerous']"
90,8,90_respective_activities_daily_instrumental,"['respective', 'activities', 'daily', 'instrumental', 'extra', 'performing', 'deficits', 'living', 'participation', 'needing']","['activities deficits instrumental living daily', 'activities respective', 'activities respective']"
91,8,91_conceiving_adhering_therapies_proven,"['conceiving', 'adhering', 'therapies', 'proven', 'indirect', 'difficulty', 'challenging', 'prescribed', 'difficulties', '']","['conceiving difficulty', 'conceiving difficulty', 'conceiving difficulty']"
92,7,92_deterioration_worse_deteriorating_identifying,"['deterioration', 'worse', 'deteriorating', 'identifying', 'degradation', 'status', 'functions', 'condition', 'conditions', 'medical']","['deterioration physical', 'deterioration medical condition', 'deterioration medical condition']"
93,7,93_battery_power_electric_draw,"['battery', 'power', 'electric', 'draw', 'drained', 'charging', 'replacement', 'adds', 'frequent', 'considerable']","['detection battery capacity time limited', 'storage battery weight power adds', 'battery']"
94,7,94_financially_burdensome_financial_burden,"['financially', 'burdensome', 'financial', 'burden', 'government', 'society', 'significant', '', '', '']","['burdensome financially', 'burdensome financially', 'burdensome financially']"
95,7,95_sensors_sensing_coarse_electronic,"['sensors', 'sensing', 'coarse', 'electronic', 'energy', 'placements', 'ambient', 'data', 'consumption', 'processing']","['sensors systems functionality used', 'sensors ambient invasive expensive cumbersome', 'sensors data environmental passive coarse']"
96,7,96_traumatic_psychologically_implications_ethical,"['traumatic', 'psychologically', 'implications', 'ethical', 'failures', 'trauma', 'repeated', 'psychological', 'patient', 'treatment']","['traumatic psychologically patient', 'traumatic psychologically patient', 'traumatic psychologically patient']"
97,7,97_birth_low_infants_rate,"['birth', 'low', 'infants', 'rate', 'weight', '', '', '', '', '']","['birth low rate', 'birth low rate', 'birth low rate']"
98,7,98_arthritis_orthopedic_impairments_joints,"['arthritis', 'orthopedic', 'impairments', 'joints', 'swelling', 'nourishing', 'synovial', 'inflammation', 'fluid', 'shock']","['arthritis orthopedic impairments', 'arthritis orthopedic impairments', 'arthritis orthopedic impairments']"
99,7,99_solutions_sufficient_current_problems,"['solutions', 'sufficient', 'current', 'problems', 'limitation', 'procedures', 'method', 'selection', 'evaluation', 'lack']","['solutions problems current sufficient', 'solutions problems current sufficient', 'solutions problems current sufficient']"
100,7,100_factors_environmental_weather_disruption,"['factors', 'environmental', 'weather', 'disruption', 'culturing', 'environment', 'varying', 'levels', '', '']","['factors environmental', 'factors environmental', 'factors environmental']"
101,7,101_irritations_skin_usage_wearable,"['irritations', 'skin', 'usage', 'wearable', 'ppg', 'detector', 'assessments', 'light', 'devices', 'long']","['wearable irritations devices skin usage', 'wearable irritations devices skin usage', 'wearable irritations devices skin usage']"
102,7,102_egg_quality_decline_eggs,"['egg', 'quality', 'decline', 'eggs', 'production', 'decreased', 'variable', 'poor', '', '']","['egg decline quality', 'egg decline quality', 'egg decline quality']"
103,7,103_lower_leg_surgery_foot,"['lower', 'leg', 'surgery', 'foot', 'surgeries', 'recovering', 'particularly', 'instability', 'giver', 'used']","['injuries leg lower', 'surgery leg lower', 'injuries leg lower']"
104,7,104_disability_permanent_persistent_death,"['disability', 'permanent', 'persistent', 'death', 'disabilities', 'ambulatory', 'functional', 'limitations', 'decline', 'adverse']","['disability permanent', 'disability permanent persistent death', 'disability permanent persistent death']"
105,7,105_adjustment_spring_forces_occupant,"['adjustment', 'spring', 'forces', 'occupant', 'arduous', 'adjustability', 'match', 'process', 'weight', 'stand']","['adjustment forces spring require match', 'adjustment forces occupant spring weight', 'adjustment forces occupant spring weight']"
106,7,106_30b_2012_cost_occurring,"['30b', '2012', 'cost', 'occurring', 'care', 'falls', 'taken', 'facility', 'associated', 'elderly']","['falls elderly cost health care', 'falls elderly cost health care', 'falls cost care 2012 30b']"
107,7,107_premature_luteolysis_luteinization_surges,"['premature', 'luteolysis', 'luteinization', 'surges', 'lh', 'surge', 'luteinizing', 'hormone', '', '']","['luteinization premature', 'hormone luteinizing premature lh surges', 'surges premature lh']"
108,7,108_connectivity_wi_fi_critical,"['connectivity', 'wi', 'fi', 'critical', 'connect', 'features', 'network', 'bluetooth', 'connection', 'time']","['connectivity features limited', 'connectivity network lack wi fi', 'connectivity network lack wi fi']"
109,7,109_technological_skill_parent_lacks,"['technological', 'skill', 'parent', 'lacks', 'able', 'technologies', 'sophistication', 'operate', 'benefit', 'require']","['technological operate skill require', 'technological parent sophistication lacks', 'technological parent sophistication lacks']"
110,7,110_implemented_fashion_needs_population,"['implemented', 'fashion', 'needs', 'population', 'user', 'suitability', 'limit', 'users', 'use', '']","['implemented population user needs fashion', 'implemented population user needs fashion', 'implemented population user needs fashion']"
111,7,111_eating_recognition_directions_cooking,"['eating', 'recognition', 'directions', 'cooking', 'preparations', 'preparation', 'food', 'meal', 'incapable', 'normal']","['cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty']"
112,7,112_diseases_cancer_disease_,"['diseases', 'cancer', 'disease', '', '', '', '', '', '', '']","['diseases', 'diseases', 'diseases']"
113,7,113_eat_forgetting_forgetfulness_forgetful,"['eat', 'forgetting', 'forgetfulness', 'forgetful', 'patients', '', '', '', '', '']","['eat forgetting', 'eat forgetting', 'eat forgetting']"
114,7,114_continuous_facilities_proximity_beeps,"['continuous', 'facilities', 'proximity', 'beeps', 'lights', 'monitoring', 'patient', 'needs', '', '']","['monitoring continuous facilities patient', 'monitoring continuous facilities patient', 'monitoring continuous facilities patient']"
115,7,115_traits_phenotypic_account_women,"['traits', 'phenotypic', 'account', 'women', 'reproduction', 'reproductive', 'failure', 'failing', 'human', '']","['traits phenotypic women failure account', 'traits phenotypic women failure account', 'traits phenotypic women failure account']"
116,7,116_seating_item_seats_furniture,"['seating', 'item', 'seats', 'furniture', 'piece', 'deploy', 'confined', 'getting', 'sit', 'chairs']","['seating apparatus need provide', 'seating sit furniture difficulty item', 'seating furniture difficulty item']"
117,7,117_fast_response_personal_needing,"['fast', 'response', 'personal', 'needing', 'needs', 'delay', 'medical', 'emergency', 'times', 'individuals']","['personal needs response fast', 'personal needs response fast', 'personal needs response fast']"
118,7,118_positives_positive_false_negatives,"['positives', 'positive', 'false', 'negatives', 'signal', 'reducing', 'mechanisms', 'events', 'unreliable', 'sensing']","['positives false', 'fall positive events false', 'fall positive events false']"
119,7,119_movement_hamper_sequence_restrain,"['movement', 'hamper', 'sequence', 'restrain', 'passage', 'free', 'movements', 'accomplish', 'controlled', 'arms']","['movement arms forward difficult accomplish', 'movement controlled sequence', 'movement difficulty']"
120,6,120_taker_anxiety_levels_checked,"['taker', 'anxiety', 'levels', 'checked', 'caretaker', 'respond', 'does', 'high', 'care', 'person']","['anxiety taker care levels high', 'anxiety taker care levels high', 'anxiety taker care levels high']"
121,6,121_deaths_125_000_approximately,"['deaths', '125', '000', 'approximately', 'year', 'annually', 'non', 'compliance', '', '']","['compliance deaths 000 non 125', 'deaths 125 000', 'deaths 125 000']"
122,6,122_injectable_inject_drugs_painful,"['injectable', 'inject', 'drugs', 'painful', 'uncomfortable', 'week', 'injections', 'injecting', 'fertility', 'confused']","['inject medications week times self', 'fertility injectable painful uncomfortable drugs', 'fertility injectable painful uncomfortable drugs']"
123,6,123_inconvenient_operating_intimidate_inconveniences,"['inconvenient', 'operating', 'intimidate', 'inconveniences', 'confuse', 'annoy', 'inconveniently', 'additional', 'users', 'user']","['operating inconveniently', 'inconvenient user', 'intimidate users confuse']"
