Topic,Count,Name,Representation,Representative_Docs
11,39,11_retirement_income_pension_benefits,"['retirement', 'income', 'pension', 'benefits', 'employers', 'benefit', 'funded', 'employer', 'decrease', 'guaranteed']","['pension retirement employers decrease benefit', 'pension retirement employers benefit decrease', 'pension retirement employers decrease benefit']"
12,37,12_costs_expensive_consuming_products,"['costs', 'expensive', 'consuming', 'products', 'financial', 'generally', 'substantial', 'emotional', 'market', 'costly']","['expensive consuming generally time', 'expensive consuming generally time', 'expensive consuming generally time']"
13,36,13_caregivers_efficient_providing_caregiver,"['caregivers', 'efficient', 'providing', 'caregiver', 'proper', 'supportive', 'visibility', 'prohibit', 'professional', 'types']","['providing care proper efficient individuals', 'providing care proper efficient individuals', 'providing care proper efficient individuals']"
14,32,14_alarms_false_detects_miss,"['alarms', 'false', 'detects', 'miss', 'alert', 'panic', 'crime', 'button', 'larceny', 'robbery']","['alarms detects miss false high', 'alarms detects miss false high', 'alarms detects miss false high']"
15,30,15_wheelchair_wheelchairs_foldable_storage,"['wheelchair', 'wheelchairs', 'foldable', 'storage', 'standard', 'motorized', 'frame', 'special', 'available', 'vehicles']","['wheelchair mobility impaired transfer difficulty', 'wheelchairs foldable tiltable frame adult', 'wheelchair foldable storage space non']"
16,29,16_healthcare_unnecessary_costs_cost,"['healthcare', 'unnecessary', 'costs', 'cost', 'hospitals', 'rising', 'hospitalization', 'utilization', 'beds', 'hire']","['costs health unnecessary care', 'costs health unnecessary care', 'costs health unnecessary care']"
17,28,17_lifting_mechanical_lift_rolling,"['lifting', 'mechanical', 'lift', 'rolling', 'moving', 'manually', 'exceeds', 'demanding', 'lifts', 'adult']","['lifting rolling moving manual patient', 'lifting rolling moving manual patient', 'lifting rolling moving manual patient']"
18,27,18_strength_upper_muscle_flexibility,"['strength', 'upper', 'muscle', 'flexibility', 'body', 'muscles', 'stretching', 'dexterity', 'bearing', 'reduced']","['dexterity strength reduced body upper', 'dexterity strength reduced body upper', 'dexterity strength reduced body upper']"
19,27,19_syndrome_hyperstimulation_ovarian_ohss,"['syndrome', 'hyperstimulation', 'ovarian', 'ohss', 'polycystic', 'ovulate', 'ovary', 'pcos', 'ovulation', 'hyper']","['ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss']"
20,25,20_walking_walk_aid_difficulty,"['walking', 'walk', 'aid', 'difficulty', 'walkers', 'phase', 'purchase', 'adapted', 'unattractive', 'cases']","['walking assistance difficulty', 'walking difficulty', 'walking difficulty']"
21,23,21_medical_conditions_necessities_comatose,"['medical', 'conditions', 'necessities', 'comatose', 'condition', 'illness', 'unusual', 'regression', 'acuteness', 'illnesses']","['medical conditions', 'medical conditions', 'medical conditions']"
22,22,22_configuration_bulky_large_inconvenient,"['configuration', 'bulky', 'large', 'inconvenient', 'heavy', 'operating', 'inconveniences', 'fastening', 'ergonomics', 'compact']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
23,21,23_fractures_bone_fracture_hip,"['fractures', 'bone', 'fracture', 'hip', 'osteoporosis', 'lengthy', 'broken', 'shoulder', 'vertebral', '87']","['fractures bone treatment lengthy costly', 'fracture bone hip', 'fractures bone']"
24,20,24_supervision_continuous_feasible_general,"['supervision', 'continuous', 'feasible', 'general', 'economically', 'daily', 'care', 'activities', 'medical', 'status']","['supervision continuous feasible', 'supervision continuous feasible', 'supervision continuous feasible']"
25,19,25_aids_diabetes_diseases_cancer,"['aids', 'diabetes', 'diseases', 'cancer', 'contagious', 'immuno', 'reliance', 'province', 'viral', 'disease']","['aids', 'aids', 'aids']"
26,17,26_walker_walkers_rolling_heavily,"['walker', 'walkers', 'rolling', 'heavily', 'elements', 'leaning', 'rigid', 'rely', 'encounters', 'parallel']","['walker leaning rely heavily need', 'walker rolling feet support elements', 'walker rolling feet support elements']"
27,17,27_assistance_consequential_trying_damages,"['assistance', 'consequential', 'trying', 'damages', 'wait', 'hours', 'dependence', 'suitable', 'immediate', 'provided']","['assistance need', 'assistance hours wait', 'damages assistance consequential person trying']"
28,16,28_dementia_cognitive_alzheimer_onset,"['dementia', 'cognitive', 'alzheimer', 'onset', 'decline', 'related', 'disorders', 'domains', 'disease', 'age']","['dementia', 'dementia', 'dementia alzheimer cognitive difficulties disease']"
29,15,29_achieving_probability_pregnancy_overestimating,"['achieving', 'probability', 'pregnancy', 'overestimating', 'optimistic', 'couple', 'chances', 'success', 'successful', 'chance']","['pregnancy overestimating couple probability achieving', 'pregnancy overestimating couple probability achieving', 'pregnancy overestimating couple probability achieving']"
30,15,30_stairs_step_walkways_ascend,"['stairs', 'step', 'walkways', 'ascend', 'stair', 'unwieldy', 'distance', 'depth', 'carpet', 'descend']","['stairs ascend inability safely', 'stairs unstable unwieldy', 'stairs unstable unwieldy']"
31,15,31_calls_voip_misrouted_caller,"['calls', 'voip', 'misrouted', 'caller', 'origin', 'blocking', 'locating', 'accurately', 'geographical', 'emergency']","['emergency misrouted calls', 'emergency misrouted calls', 'emergency misrouted calls']"
32,15,32_admissions_hospital_90_10,"['admissions', 'hospital', '90', '10', 'recipients', '33', '40', '69', 'errors', 'overall']","['hospital admissions 10 overall', 'hospital medication admissions issues 10', 'hospital admissions 10']"
33,14,33_anxiety_taker_ones_loved,"['anxiety', 'taker', 'ones', 'loved', 'levels', 'felt', 'panic', 'caretaker', 'checked', 'respond']","['anxiety felt loved ones', 'anxiety felt loved ones', 'anxiety felt loved ones']"
34,14,34_wearable_worn_protection_inconvenience,"['wearable', 'worn', 'protection', 'inconvenience', 'caused', 'acceptance', 'accessible', 'possession', 'accessories', 'sophisticated']","['wearable device worn user', 'wearable devices protection inconvenience caused', 'wearable devices protection inconvenience caused']"
35,14,35_chromosome_abnormalities_error_mosaicism,"['chromosome', 'abnormalities', 'error', 'mosaicism', 'aneuploid', 'chromosomal', 'aneuploidy', 'placement', 'aberrant', 'aneuploidies']","['chromosome rate error increased', 'chromosome rate error increased', 'chromosome rate error increased']"
36,14,36_safety_restraints_security_event,"['safety', 'restraints', 'security', 'event', 'driving', 'safe', 'child', 'related', 'health', 'need']","['safety security event health related', 'safety security event health related', 'safety security event health related']"
37,14,37_adherence_medication_morbid_schedules,"['adherence', 'medication', 'morbid', 'schedules', 'poor', 'regimens', 'ensuring', 'solution', 'management', 'admissions']","['adherence medication poor', 'adherence medication lack', 'adherence medication']"
38,14,38_depression_caused_inactivity_suicidal,"['depression', 'caused', 'inactivity', 'suicidal', 'thoughts', 'general', 'severe', 'major', 'risks', '']","['depression', 'depression', 'depression']"
39,14,39_fetuses_mother_adverse_outcomes,"['fetuses', 'mother', 'adverse', 'outcomes', 'influences', 'undesirable', 'fetus', 'placenta', 'mothers', 'infant']","['fetuses mother outcomes adverse', 'fetuses mother outcomes adverse', 'fetuses mother outcomes adverse']"
40,14,40_detection_detecting_occurrence_fall,"['detection', 'detecting', 'occurrence', 'fall', 'going', 'estimation', 'intensity', 'accelerometric', 'convenient', 'accurate']","['falls occurrence detecting', 'fall detection', 'fall detection']"
41,14,41_activities_respective_participation_daily,"['activities', 'respective', 'participation', 'daily', 'activity', 'interactions', 'program', 'pace', 'instrumental', 'decreased']","['participation activities life normal hinder', 'activities respective', 'activities respective']"
42,13,42_common_problem_health_wellness,"['common', 'problem', 'health', 'wellness', 'developmental', 'problems', 'issues', 'related', '', '']","['health common problem', 'health common problem', 'health common problem']"
43,13,43_increases_late_dehydration_admission,"['increases', 'late', 'dehydration', 'admission', 'hypothermia', 'pneumonia', 'risk', '', '', '']","['dehydration admission risk late increases', 'dehydration admission risk late increases', 'dehydration admission risk late increases']"
44,13,44_stress_distress_stressors_acting,"['stress', 'distress', 'stressors', 'acting', 'diet', 'impacts', 'spine', 'influences', 'great', 'cause']","['stress injury user', 'stress', 'stress']"
45,13,45_age_advanced_old_,"['age', 'advanced', 'old', '', '', '', '', '', '', '']","['age', 'age', 'age']"
46,13,46_dangerous_potentially_threatening_condition,"['dangerous', 'potentially', 'threatening', 'condition', 'situation', 'overdose', 'unacceptable', 'chafing', 'complications', 'life']","['dangerous condition', 'dangerous situation potentially', 'dangerous situation potentially']"
47,13,47_stability_state_unstable_instability,"['stability', 'state', 'unstable', 'instability', 'possibly', 'phenomenon', 'configurations', 'deficiency', 'medicament', 'feedback']","['stability loss', 'medicament stability restrained possibly', 'stability support lack']"
48,12,48_nursing_homes_medicate_admitted,"['nursing', 'homes', 'medicate', 'admitted', 'advised', 'entering', 'self', 'forced', 'admissions', '23']","['nursing cost homes high', 'admissions nursing homes', 'admissions nursing homes']"
49,12,49_sporadic_nature_nurses_visits,"['sporadic', 'nature', 'nurses', 'visits', 'home', 'straying', 'pets', 'follow', 'far', 'location']","['nurses visits sporadic home nature', 'visits sporadic nurses home nature', 'visits sporadic nurses home nature']"
50,12,50_giver_shortage_providers_little,"['giver', 'shortage', 'providers', 'little', 'burden', 'attrition', 'epidemic', 'care', 'space', 'professionals']","['burden care giver large', 'shortage care giver', 'shortage care giver']"
51,12,51_consequences_catastrophic_severe_negative,"['consequences', 'catastrophic', 'severe', 'negative', 'health', 'morbidity', 'psychological', 'patient', 'outcomes', '']","['consequences health severe', 'consequences health severe', 'consequences health severe']"
52,12,52_generally_consuming_visits_expensive,"['generally', 'consuming', 'visits', 'expensive', 'home', 'acquire', 'nurses', 'costly', 'user', '']","['visits expensive home consuming generally', 'visits expensive home consuming generally', 'visits expensive home consuming generally']"
53,12,53_blastocyst_escape_blastocysts_zona,"['blastocyst', 'escape', 'blastocysts', 'zona', 'pellucida', 'transplanted', 'controversial', 'qualify', 'arrested', 'transfer']","['blastocyst transplanted development arrested', 'blastocyst pellucida zona escape failure', 'blastocyst pellucida zona escape failure']"
54,12,54_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'performance', 'current', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
55,11,55_strain_wrists_placing_wrist,"['strain', 'wrists', 'placing', 'wrist', 'shoulders', 'elbows', 'undue', 'backaches', 'party', 'fascia']","['strain placing individual undue', 'strain', 'shoulders wrists elbows strain hands']"
56,11,56_balance_adequately_tipping_shade,"['balance', 'adequately', 'tipping', 'shade', 'crutch', 'challenge', 'maintain', 'control', 'lack', 'issues']","['balance lack', 'balance lack', 'balance lack']"
57,11,57_conceiving_reaching_presents_adhering,"['conceiving', 'reaching', 'presents', 'adhering', 'therapies', 'button', 'proven', 'indirect', 'difficulty', 'task']","['conceiving difficulty', 'conceiving difficulty', 'conceiving difficulty']"
58,11,58_extremely_periodic_transfer_adequate,"['extremely', 'periodic', 'transfer', 'adequate', 'transfers', 'safely', 'force', 'signaling', 'transceiver', 'patient']","['transfers patient periodic', 'transfer patient difficult safely extremely', 'transfer patient difficult safely extremely']"
59,11,59_understanding_basic_art_development,"['understanding', 'basic', 'art', 'development', 'embryo', 'enhanced', 'culturing', '', '', '']","['embryo development basic understanding art', 'embryo development basic understanding art', 'embryo development basic understanding art']"
60,11,60_parents_predators_child_hopeful,"['parents', 'predators', 'child', 'hopeful', 'unapproved', 'expectant', 'line', 'toll', 'content', 'inform']","['predators parents child inform instruct', 'parents emotional expectant hopeful toll', 'parents emotional expectant hopeful toll']"
61,11,61_endometrium_endometriosis_uterine_cross,"['endometrium', 'endometriosis', 'uterine', 'cross', 'talks', 'endometrial', 'dysmenorrhea', 'modulation', 'breast', 'receptivity']","['endometrium', 'endometrium uterine embryos cross talks', 'endometrium uterine embryo cross talks']"
62,11,62_miscarriage_miscarriages_recurrent_early,"['miscarriage', 'miscarriages', 'recurrent', 'early', 'prior', '', '', '', '', '']","['miscarriage', 'miscarriage', 'miscarriage']"
63,11,63_appetite_nutritional_homeostasis_unwell,"['appetite', 'nutritional', 'homeostasis', 'unwell', 'nausea', 'vomiting', 'bloating', 'feeling', 'loss', '']","['homeostasis nutritional', 'homeostasis nutritional', 'homeostasis nutritional']"
64,11,64_absence_activity_regular_action,"['absence', 'activity', 'regular', 'action', 'temporary', 'unavailability', 'intuitive', 'interaction', 'anti', 'combined']","['absence activity', 'absence activity', 'absence activity']"
65,10,65_arthritis_orthopedic_impairments_knee,"['arthritis', 'orthopedic', 'impairments', 'knee', 'joint', 'joints', 'degeneration', 'fluid', 'swelling', 'nourishing']","['arthritis orthopedic impairments', 'arthritis orthopedic impairments', 'arthritis orthopedic impairments']"
66,10,66_delivery_dependence_general_home,"['delivery', 'dependence', 'general', 'home', 'mobilize', 'health', 'unsuitable', 'selection', 'situations', 'drawbacks']","['health delivery home dependence general', 'health delivery home dependence general', 'health delivery home dependence general']"
67,10,67_visual_acuity_distinct_features,"['visual', 'acuity', 'distinct', 'features', 'heads', 'view', 'projected', 'limited', 'displays', 'image']","['acuity visual limited', 'acuity visual limited', 'acuity visual limited']"
68,10,68_space_impractical_occupants_deal,"['space', 'impractical', 'occupants', 'deal', 'distinguish', 'perspective', 'unobstructed', 'suitability', 'spaces', 'limits']","['feet space limited users', 'space impractical usage perspective', 'impractical space cost']"
69,10,69_acquisition_assistive_reattachment_patience,"['acquisition', 'assistive', 'reattachment', 'patience', 'strictly', 'overly', 'simplistic', 'devices', 'disadvantages', 'complicated']","['devices data acquisition strictly', 'devices simplistic solution overly provide', 'reattachment removing repeated device patience']"
70,10,70_legs_supported_weight_arms,"['legs', 'supported', 'weight', 'arms', 'support', 'strength', 'unable', 'waist', 'raise', 'floor']","['legs weight support unable', 'legs strength weight supported need', 'legs strength weight supported']"
71,10,71_chronic_parkinson_diseases_ill,"['chronic', 'parkinson', 'diseases', 'ill', 'exacerbations', 'copd', 'chronically', 'advance', 'disease', 'condition']","['parkinson diseases chronic disease', 'parkinson diseases chronic disease', 'parkinson diseases chronic disease']"
72,10,72_loneliness_isolation_relief_anxiety,"['loneliness', 'isolation', 'relief', 'anxiety', 'period', 'social', 'elderly', 'patient', '', '']","['loneliness elderly isolation patient period', 'loneliness elderly isolation patient', 'loneliness elderly isolation patient']"
73,10,73_ulcers_pressure_late_admission,"['ulcers', 'pressure', 'late', 'admission', 'sores', 'painful', 'risk', 'bed', '', '']","['ulcers pressure risk admission late', 'ulcers pressure risk admission late', 'ulcers pressure risk admission late']"
74,10,74_components_breakage_unreliable_additional,"['components', 'breakage', 'unreliable', 'additional', 'prone', 'component', 'key', 'housings', 'adding', 'losing']","['expensive components breakage relatively additional', 'breakage components additional prone', 'breakage components additional prone']"
75,9,75_discomfort_stigmatised_feeling_substantial,"['discomfort', 'stigmatised', 'feeling', 'substantial', 'fear', 'wearing', 'physical', 'uncomfortable', 'user', 'individual']","['discomfort physical', 'discomfort physical', 'discomfort physical']"
76,9,76_sling_canvas_slings_dropping,"['sling', 'canvas', 'slings', 'dropping', 'harness', 'lead', 'tends', 'pinch', 'assistant', 'exert']","['sling canvas assistant operate tends', 'sling canvas patient dropping lead', 'sling canvas pain cause']"
77,9,77_disabled_disabling_permanently_lonely,"['disabled', 'disabling', 'permanently', 'lonely', 'temporarily', 'existence', 'totally', 'conditions', '', '']","['disabled', 'disabled', 'disabled']"
78,9,78_red_collisions_passing_misbehavior,"['red', 'collisions', 'passing', 'misbehavior', 'traffic', 'lights', 'road', 'duration', 'automatically', 'users']","['collisions traffic', 'lights red passing', 'lights red passing']"
79,9,79_stresses_localized_pressure_shear,"['stresses', 'localized', 'pressure', 'shear', 'sternal', 'inguinal', 'exerted', 'area', 'high', 'patient']","['stresses shear pressure localized high', 'stresses shear pressure localized high', 'stresses shear pressure localized high']"
80,9,80_injuring_casualties_mortality_injure,"['injuring', 'casualties', 'mortality', 'injure', 'person', 'damage', 'human', 'death', '', '']","['injuring person', 'injuring person', 'injuring person']"
81,9,81_transport_transportation_trouble_specialized,"['transport', 'transportation', 'trouble', 'specialized', 'place', 'transported', 'wall', 'modes', 'carrier', 'vehicle']","['moving transported place trouble', 'vehicle transport specialized large require', 'vehicle transport specialized large require']"
82,9,82_negatively_impact_quality_life,"['negatively', 'impact', 'quality', 'life', 'habits', 'daily', 'lifestyles', 'different', 'severely', 'bad']","['negatively daily life quality impact', 'negatively daily life quality impact', 'negatively daily life quality impact']"
83,9,83_eating_recognition_directions_cooking,"['eating', 'recognition', 'directions', 'cooking', 'preparations', 'preparation', 'food', 'meal', 'difficulty', 'incapable']","['cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty']"
84,9,84_procedure_solution_expensive_procedures,"['procedure', 'solution', 'expensive', 'procedures', 'treatment', 'lengthy', 'difficult', 'costly', 'cost', '']","['procedure difficult expensive', 'procedure expensive', 'procedure expensive']"
85,9,85_humiliating_embarrassing__,"['humiliating', 'embarrassing', '', '', '', '', '', '', '', '']","['embarrassing', 'humiliating', 'humiliating']"
86,9,86_living_individuals_lives_private,"['living', 'individuals', 'lives', 'private', 'caretakers', 'residences', 'economically', 'feasible', 'individual', 'fall']","['individuals living', 'individuals living', 'individuals living']"
87,9,87_connectivity_wi_fi_connect,"['connectivity', 'wi', 'fi', 'connect', 'critical', 'features', 'network', 'throttled', 'essential', 'deployed']","['connectivity features limited', 'connectivity network lack wi fi', 'connectivity network lack wi fi']"
88,9,88_fast_response_personal_delay,"['fast', 'response', 'personal', 'delay', 'crash', 'rapid', 'needing', 'needs', 'times', 'emergency']","['personal needs response fast', 'personal needs response fast', 'personal needs response fast']"
89,9,89_accidents_car_trucks_embarrassment,"['accidents', 'car', 'trucks', 'embarrassment', 'driveway', 'debilitated', 'ambulance', 'traffic', 'accident', 'hazardous']","['accidents traffic', 'accidents traffic', 'accidents traffic']"
90,9,90_bath_neglect_wearing_tub,"['bath', 'neglect', 'wearing', 'tub', 'elders', 'bed', 'bathtub', 'enable', 'bather', 'enter']","['neglect elders bath wearing bed', 'neglect elders bath wearing bed', 'neglect elders bath wearing bed']"
91,9,91_error_repeated_omissions_numerous,"['error', 'repeated', 'omissions', 'numerous', 'imprinting', 'driver', 'errors', 'decisions', 'erroneous', 'results']","['error confusion', 'errors omissions numerous', 'driver error']"
92,9,92_incontinence_needs_shifted_refuse,"['incontinence', 'needs', 'shifted', 'refuse', 'dignity', 'built', 'provide', 'patients', 'specialized', 'confidence']","['dignity patient confidence needs built', 'incontinence needs', 'incontinence needs']"
93,8,93_farmers_date_relevant_middlemen,"['farmers', 'date', 'relevant', 'middlemen', 'information', 'access', 'lack', '', '', '']","['farmers middlemen information lack access', 'farmers information lack relevant date', 'farmers middlemen information lack access']"
94,8,94_traumatic_psychologically_implications_ethical,"['traumatic', 'psychologically', 'implications', 'ethical', 'trauma', 'failures', 'repeated', 'psychological', 'associated', 'treatment']","['traumatic psychologically patient', 'traumatic psychologically patient', 'traumatic psychologically patient']"
95,8,95_doctor_diagnostic_transported_facility,"['doctor', 'diagnostic', 'transported', 'facility', 'office', 'transporting', 'necessary', 'assistant', 'presence', 'nurse']","['diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility']"
96,8,96_helpless_spends_longer_situation,"['helpless', 'spends', 'longer', 'situation', 'spend', 'prisoner', 'perceived', 'person', 'remain', 'tracking']","['helpless spends longer person situation', 'helpless spends longer person situation', 'helpless longer spends person situation']"
97,8,97_abortion_spontaneous_27_abort,"['abortion', 'spontaneous', '27', 'abort', 'recurrent', 'tendency', 'rate', '', '', '']","['abortion spontaneous', 'abortion spontaneous', 'abortion spontaneous']"
98,8,98_deterioration_worse_deteriorating_rapidly,"['deterioration', 'worse', 'deteriorating', 'rapidly', 'identifying', 'degradation', 'deteriorate', 'status', 'functions', 'condition']","['deterioration physical', 'deterioration medical condition', 'deterioration medical condition']"
99,8,99_birth_low_maximum_infants,"['birth', 'low', 'maximum', 'infants', 'rate', 'weight', 'heart', 'decrease', '', '']","['birth low rate', 'birth low rate', 'birth low rate']"
100,8,100_gait_pathological_disorders_mechanics,"['gait', 'pathological', 'disorders', 'mechanics', 'uneven', 'allow', 'balance', 'limp', 'inconsistent', 'altered']","['gait disorders pathological balance', 'gait disorders pathological balance', 'gait disorders pathological balance']"
101,8,101_pregnancy_incidence_loss_early,"['pregnancy', 'incidence', 'loss', 'early', 'ameliorating', 'high', 'risk', 'conditions', '', '']","['pregnancy loss', 'pregnancy loss incidence early high', 'pregnancy loss incidence early high']"
102,8,102_bending_knee_buckling_unwanted,"['bending', 'knee', 'buckling', 'unwanted', 'arched', 'joint', 'bent', 'carer', 'risk', '']","['buckling knee joint risk', 'knee bending', 'knee bending']"
103,8,103_rehabilitation_gym_therapy_therapist,"['rehabilitation', 'gym', 'therapy', 'therapist', 'apparatus', 'assisted', 'designed', 'need', 'aid', 'use']","['rehabilitation time increased', 'rehabilitation assisted devices need', 'rehabilitation assisted devices need']"
104,8,104_hazard_significant_unlikely_unexpectedly,"['hazard', 'significant', 'unlikely', 'unexpectedly', 'trips', 'tripping', 'rush', 'trip', 'property', 'specific']","['property hazard significant', 'hazard life significant', 'resident hazard significant']"
105,7,105_eat_forgetting_forgetfulness_forgetful,"['eat', 'forgetting', 'forgetfulness', 'forgetful', 'patients', '', '', '', '', '']","['eat forgetting', 'eat forgetting', 'eat forgetting']"
106,7,106_traits_phenotypic_account_women,"['traits', 'phenotypic', 'account', 'women', 'reproduction', 'reproductive', 'failure', 'failing', 'human', '']","['traits phenotypic women failure account', 'traits phenotypic women failure account', 'traits phenotypic women failure account']"
107,7,107_egg_quality_decline_eggs,"['egg', 'quality', 'decline', 'eggs', 'production', 'decreased', 'variable', 'poor', '', '']","['egg decline quality', 'egg decline quality', 'egg decline quality']"
108,7,108_tormenting_harassing_vulgarity_restraining,"['tormenting', 'harassing', 'vulgarity', 'restraining', 'orders', 'enforce', 'difficulty', '', '', '']","['tormenting', 'harassing', 'restraining enforce orders difficulty']"
109,7,109_adjustment_spring_forces_occupant,"['adjustment', 'spring', 'forces', 'occupant', 'arduous', 'adjustability', 'match', 'process', 'weight', 'stand']","['adjustment forces spring require match', 'adjustment forces occupant spring weight', 'adjustment forces occupant spring weight']"
110,7,110_technological_skill_parent_lacks,"['technological', 'skill', 'parent', 'lacks', 'able', 'technologies', 'sophistication', 'operate', 'benefit', 'require']","['technological operate skill require', 'technological parent sophistication lacks', 'technological parent sophistication lacks']"
111,7,111_preeclampsia_hypertensive_eclampsia_disorders,"['preeclampsia', 'hypertensive', 'eclampsia', 'disorders', 'material', 'cause', 'leading', 'pre', 'pregnancy', 'increased']","['preeclampsia', 'preeclampsia', 'preeclampsia']"
112,7,112_oocytes_oocyte_viability_immature,"['oocytes', 'oocyte', 'viability', 'immature', 'harvested', 'dysfunction', 'poor', 'uncertainty', 'eggs', 'quality']","['oocyte quality poor', 'oocytes embryos viability uncertainty functional', 'embryos oocytes pregnancy pre viability']"
113,7,113_musculoskeletal_task_injury_higher,"['musculoskeletal', 'task', 'injury', 'higher', 'rates', 'transfer', 'related', 'injuries', '', '']","['musculoskeletal injury', 'musculoskeletal injury', 'musculoskeletal injury']"
114,7,114_sensors_sensing_coarse_electronic,"['sensors', 'sensing', 'coarse', 'electronic', 'energy', 'placements', 'ambient', 'data', 'consumption', 'processing']","['sensors systems functionality used', 'sensors ambient invasive expensive cumbersome', 'sensors data environmental passive coarse']"
115,7,115_lower_leg_surgery_foot,"['lower', 'leg', 'surgery', 'foot', 'surgeries', 'recovering', 'particularly', 'instability', 'giver', 'used']","['injuries leg lower', 'injuries leg lower', 'surgery leg lower']"
116,7,116_assisted_living_transportation_compelled,"['assisted', 'living', 'transportation', 'compelled', 'residents', 'ratios', 'access', 'admitted', 'advised', 'facilities']","['assisted facilities admitted living advised', 'assisted care living financial lack', 'residents assisted medications facilities living']"
117,7,117_irritations_skin_usage_wearable,"['irritations', 'skin', 'usage', 'wearable', 'ppg', 'detector', 'assessments', 'light', 'devices', 'long']","['wearable irritations devices skin usage', 'wearable irritations devices skin usage', 'wearable irritations devices skin usage']"
118,7,118_disability_permanent_persistent_death,"['disability', 'permanent', 'persistent', 'death', 'disabilities', 'ambulatory', 'functional', 'limitations', 'decline', 'adverse']","['disability permanent', 'disability permanent persistent death', 'disability permanent persistent death']"
119,7,119_financially_burdensome_financial_burden,"['financially', 'burdensome', 'financial', 'burden', 'government', 'society', 'significant', '', '', '']","['burdensome financially', 'burdensome financially', 'burdensome financially']"
120,7,120_positives_positive_false_negatives,"['positives', 'positive', 'false', 'negatives', 'signal', 'reducing', 'mechanisms', 'events', 'unreliable', 'sensing']","['positives false', 'fall positive events false', 'fall positive events false']"
121,7,121_movement_hamper_sequence_restrain,"['movement', 'hamper', 'sequence', 'restrain', 'passage', 'free', 'movements', 'accomplish', 'controlled', 'arms']","['movement arms forward difficult accomplish', 'movement controlled sequence', 'movement difficulty']"
122,7,122_battery_power_electric_draw,"['battery', 'power', 'electric', 'draw', 'drained', 'charging', 'replacement', 'adds', 'frequent', 'considerable']","['detection battery capacity time limited', 'storage battery weight power adds', 'battery']"
123,7,123_factors_environmental_weather_disruption,"['factors', 'environmental', 'weather', 'disruption', 'culturing', 'environment', 'varying', 'levels', '', '']","['factors environmental', 'factors environmental', 'factors environmental']"
