Topic,Count,Name,Representation,Representative_Docs
43,13,43_common_problem_health_wellness,"['common', 'problem', 'health', 'wellness', 'developmental', 'problems', 'issues', 'related', '', '']","['health common problem', 'health common problem', 'health common problem']"
44,13,44_bed_ridden_transferring_sickbed,"['bed', 'ridden', 'transferring', 'sickbed', 'exiting', 'pushing', 'immobilized', 'compromising', 'chair', 'confined']","['effort physically bed care ridden', 'ambulatory patient bed limited ridden', 'bed people ridden']"
45,12,45_ovulation_selective_protocols_stimulation,"['ovulation', 'selective', 'protocols', 'stimulation', 'ovulate', 'ovarian', 'disturbances', 'ovulatory', 'gh', 'premature']","['ovulation premature', 'ovulation stimulation treatment selective protocols', 'ovulation stimulation treatment selective protocols']"
46,12,46_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'performance', 'current', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
47,12,47_assistance_dependence_suitable_provided,"['assistance', 'dependence', 'suitable', 'provided', 'personnel', 'unavailable', 'painful', 'human', 'require', 'operate']","['assistance need', 'assistance dependence', 'assistance dependence']"
48,12,48_capabilities_instructions_concepts_understand,"['capabilities', 'instructions', 'concepts', 'understand', 'diminished', 'overwhelming', 'learn', 'ability', 'cognitive', 'reduced']","['concepts diminished ability understand instructions', 'concepts diminished ability understand instructions', 'concepts diminished ability understand instructions']"
49,12,49_muscles_muscle_bearing_hypotonia,"['muscles', 'muscle', 'bearing', 'hypotonia', 'stamina', 'resilience', 'rebuilding', 'weaker', 'doing', 'big']","['muscles resilience inadequate body', 'muscle lack weight bearing use', 'muscle weight inability rebuilding bearing']"
50,12,50_blastocyst_escape_blastocysts_zona,"['blastocyst', 'escape', 'blastocysts', 'zona', 'pellucida', 'transplanted', 'controversial', 'qualify', 'arrested', 'transfer']","['blastocyst pregnancy transfer success rate', 'blastocyst pellucida zona escape failure', 'blastocyst pellucida zona escape failure']"
51,12,51_strain_shoulders_elbows_wrist,"['strain', 'shoulders', 'elbows', 'wrist', 'placing', 'wrists', 'undue', 'pulls', 'party', 'ligament']","['strain placing individual undue', 'strain', 'shoulders wrists elbows strain hands']"
52,12,52_sporadic_nature_nurses_visits,"['sporadic', 'nature', 'nurses', 'visits', 'home', 'straying', 'pets', 'follow', 'far', 'location']","['visits sporadic nurses home nature', 'visits sporadic nurses home nature', 'visits sporadic nurses home nature']"
53,12,53_generally_consuming_visits_expensive,"['generally', 'consuming', 'visits', 'expensive', 'home', 'acquire', 'nurses', 'costly', 'user', '']","['visits expensive home consuming generally', 'visits expensive home consuming generally', 'visits expensive home consuming generally']"
54,11,54_understanding_basic_art_development,"['understanding', 'basic', 'art', 'development', 'embryo', 'enhanced', 'culturing', '', '', '']","['embryo development basic understanding art', 'embryo development basic understanding art', 'embryo development basic understanding art']"
55,11,55_chronic_parkinson_diseases_advance,"['chronic', 'parkinson', 'diseases', 'advance', 'illness', 'ill', 'exacerbations', 'copd', 'chronically', 'disease']","['parkinson diseases chronic disease', 'parkinson diseases chronic disease', 'parkinson diseases chronic disease']"
56,11,56_endometrium_endometriosis_uterine_cross,"['endometrium', 'endometriosis', 'uterine', 'cross', 'talks', 'endometrial', 'dysmenorrhea', 'modulation', 'breast', 'receptivity']","['endometrium', 'endometrium uterine embryos cross talks', 'endometrium uterine embryo cross talks']"
57,11,57_achieving_probability_optimistic_overestimating,"['achieving', 'probability', 'optimistic', 'overestimating', 'couple', 'chance', 'reporting', 'pregnancy', 'estimating', 'couples']","['pregnancy overestimating couple probability achieving', 'pregnancy overestimating couple probability achieving', 'pregnancy overestimating couple probability achieving']"
58,11,58_configuration_bulky_compact_large,"['configuration', 'bulky', 'compact', 'large', 'setup', 'design', 'complicated', 'heavy', '', '']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
59,11,59_battery_powered_electricity_power,"['battery', 'powered', 'electricity', 'power', 'options', 'electric', 'drained', 'replacement', 'charging', 'draw']","['electricity powered options require', 'electricity powered options require', 'powered electricity power options require']"
60,11,60_psap_network_location_registered,"['psap', 'network', 'location', 'registered', 'bidâ', 'directly', 'dispatchable', 'updates', 'push', 'mobile']","['location dispatchable network technologies rely', 'psap bidâ location updates systems', 'psap bidâ location updates systems']"
61,10,61_balance_tipping_adequately_crutch,"['balance', 'tipping', 'adequately', 'crutch', 'challenge', 'maintain', 'control', 'issues', 'lack', 'unable']","['balance lack', 'balance lack', 'balance lack']"
62,10,62_components_breakage_unreliable_additional,"['components', 'breakage', 'unreliable', 'additional', 'prone', 'component', 'key', 'housings', 'adding', 'losing']","['expensive components breakage relatively additional', 'breakage components additional prone', 'breakage components additional prone']"
63,10,63_legs_supported_weight_support,"['legs', 'supported', 'weight', 'support', 'arms', 'unable', 'strength', 'waist', 'weak', 'need']","['legs weight support unable', 'legs strength weight supported need', 'legs strength weight supported']"
64,10,64_adjustment_spring_forces_adjustability,"['adjustment', 'spring', 'forces', 'adjustability', 'occupant', 'mounting', 'arrangement', 'arrangements', 'straps', 'match']","['adjustment forces spring require match', 'adjustment forces occupant spring weight', 'adjustment forces occupant spring weight']"
65,10,65_error_repeated_driver_omissions,"['error', 'repeated', 'driver', 'omissions', 'numerous', 'imprinting', 'errors', 'erroneous', 'single', 'point']","['error confusion', 'errors omissions numerous', 'driver error']"
66,10,66_appetite_nutritional_homeostasis_nausea,"['appetite', 'nutritional', 'homeostasis', 'nausea', 'vomiting', 'bloating', 'loss', '', '', '']","['homeostasis nutritional', 'homeostasis nutritional', 'homeostasis nutritional']"
67,10,67_nursing_homes_medicate_advised,"['nursing', 'homes', 'medicate', 'advised', 'entering', 'admitted', 'self', 'forced', 'admissions', '23']","['admissions nursing homes', 'nursing medicate homes entering self', 'nursing medicate homes entering self']"
68,10,68_miscarriage_miscarriages_recurrent_early,"['miscarriage', 'miscarriages', 'recurrent', 'early', 'prior', '', '', '', '', '']","['miscarriage', 'miscarriage', 'miscarriage']"
69,10,69_admissions_hospital_10_40,"['admissions', 'hospital', '10', '40', 'overall', '65', 'hospitals', 'compliance', 'annually', 'non']","['hospital admissions 10 overall', 'hospital admissions 10 overall', 'hospital admissions 10']"
70,10,70_menopause_hormones_weeks_period,"['menopause', 'hormones', 'weeks', 'period', 'estradiol', 'estrogen', 'disturbance', 'determinations', 'menstrual', 'withdrawal']","['menopause', 'menopause', 'menopause']"
71,9,71_gait_pathological_balance_disorders,"['gait', 'pathological', 'balance', 'disorders', 'allow', 'uneven', 'mechanics', 'maintaining', 'limp', 'altered']","['gait disorders pathological balance', 'gait disorders pathological balance', 'gait disorders pathological balance']"
72,9,72_rape_assault_larceny_aggravated,"['rape', 'assault', 'larceny', 'aggravated', 'violent', 'crimes', '', '', '', '']","['rape', 'aggravated assault', 'aggravated assault']"
73,9,73_incapacitated_summon_unable_recovery,"['incapacitated', 'summon', 'unable', 'recovery', 'suffering', 'slow', 'halted', 'expect', 'condition', 'complete']","['incapacitated unable', 'incapacitated summon suffering condition unable', 'incapacitated summon suffering condition unable']"
74,9,74_humiliating_embarrassing__,"['humiliating', 'embarrassing', '', '', '', '', '', '', '', '']","['embarrassing', 'humiliating', 'humiliating']"
75,9,75_disabled_disabling_permanently_lonely,"['disabled', 'disabling', 'permanently', 'lonely', 'temporarily', 'existence', 'totally', 'conditions', '', '']","['disabled', 'disabled', 'disabled']"
76,9,76_heart_attack_coronary_disease,"['heart', 'attack', 'coronary', 'disease', 'events', 'persons', 'falling', 'medical', 'fall', 'emergency']","['heart attack', 'heart attack', 'heart attack']"
77,9,77_chromosome_abnormalities_error_chromosomal,"['chromosome', 'abnormalities', 'error', 'chromosomal', 'aneuploidy', 'aneuploidies', 'segregation', 'placement', 'predict', 'structure']","['chromosome rate error increased', 'chromosome rate error increased', 'chromosome rate error increased']"
78,9,78_unsafe_victim_uncomfortable_scared,"['unsafe', 'victim', 'uncomfortable', 'scared', 'feel', 'comfortable', 'confused', 'safe', 'safety', 'helpless']","['uncomfortable patient unsafe', 'uncomfortable patient unsafe', 'uncomfortable patient unsafe']"
79,9,79_delivery_dependence_general_mobilize,"['delivery', 'dependence', 'general', 'mobilize', 'home', 'health', 'unsuitable', 'situations', 'drawbacks', 'inability']","['health delivery home dependence general', 'health delivery home dependence general', 'health delivery home dependence general']"
80,9,80_living_individuals_lives_private,"['living', 'individuals', 'lives', 'private', 'caretakers', 'residences', 'economically', 'feasible', 'individual', 'fall']","['individuals living', 'individuals living', 'individuals living']"
81,9,81_abnormal_dangerous_situation_characterized,"['abnormal', 'dangerous', 'situation', 'characterized', 'potentially', 'anomalous', 'healthy', 'hazardous', 'events', 'situations']","['dangerous situation potentially', 'dangerous situation potentially', 'abnormal dangerous events']"
82,9,82_facilities_continuous_visiting_monitoring,"['facilities', 'continuous', 'visiting', 'monitoring', 'nurse', 'patient', '', '', '', '']","['monitoring continuous facilities patient', 'monitoring continuous facilities patient', 'monitoring continuous facilities patient']"
83,9,83_rehabilitation_gym_therapy_therapist,"['rehabilitation', 'gym', 'therapy', 'therapist', 'apparatus', 'assisted', 'designed', 'fallen', 'need', 'aid']","['rehabilitation time increased', 'rehabilitation assisted devices need', 'rehabilitation assisted devices need']"
84,8,84_space_impractical_perspective_deal,"['space', 'impractical', 'perspective', 'deal', 'unobstructed', 'suitability', 'limits', 'spaces', 'restrictions', 'requiring']","['space requirement deal great', 'space impractical usage perspective', 'impractical space cost']"
85,8,85_curve_learning_complexity_construction,"['curve', 'learning', 'complexity', 'construction', 'contexts', 'covering', 'structures', 'complex', 'complicated', 'processing']","['complexity contexts covering possible increased', 'systems learning curve associated', 'systems learning curve associated']"
86,8,86_conceiving_proven_indirect_grading,"['conceiving', 'proven', 'indirect', 'grading', 'maintaining', 'difficulty', 'viability', 'challenging', 'independence', 'difficulties']","['conceiving difficulty', 'conceiving difficulty', 'conceiving difficulty']"
87,8,87_sling_canvas_slings_tends,"['sling', 'canvas', 'slings', 'tends', 'dropping', 'harness', 'lead', 'typically', 'assistant', 'exert']","['sling canvas assistant operate tends', 'sling canvas patient dropping lead', 'sling canvas pain cause']"
88,8,88_disability_permanent_persistent_disabilities,"['disability', 'permanent', 'persistent', 'disabilities', 'lifetime', 'palsy', 'cerebral', 'death', 'ambulatory', 'functional']","['disability permanent', 'disability permanent persistent death', 'disability permanent persistent death']"
89,8,89_parents_predators_hopeful_expectant,"['parents', 'predators', 'hopeful', 'expectant', 'line', 'toll', 'child', 'instruct', 'inform', 'emotional']","['predators parents child inform instruct', 'parents emotional expectant hopeful toll', 'parents emotional expectant hopeful toll']"
90,8,90_communication_information_streams_silos,"['communication', 'information', 'streams', 'silos', 'callâ', 'kept', 'interactive', 'consist', 'processes', 'facilitate']","['communication demands processes', 'communication interactive facilitate information mechanism', 'communication medium consist callâ include']"
91,8,91_traumatic_psychologically_implications_ethical,"['traumatic', 'psychologically', 'implications', 'ethical', 'trauma', 'failures', 'repeated', 'geriatric', 'psychological', 'patient']","['traumatic psychologically patient', 'traumatic psychologically patient', 'traumatic psychologically patient']"
92,8,92_abortion_spontaneous_27_abort,"['abortion', 'spontaneous', '27', 'abort', 'recurrent', 'tendency', 'rate', '', '', '']","['abortion spontaneous', 'abortion spontaneous', 'abortion spontaneous']"
93,8,93_absence_activity_interaction_regular,"['absence', 'activity', 'interaction', 'regular', 'combined', 'structure', 'inactivity', 'lack', '', '']","['absence activity', 'absence activity', 'absence activity']"
94,8,94_dexterity_diminishing_close_open,"['dexterity', 'diminishing', 'close', 'open', 'operation', 'easy', 'reduced', 'manual', 'impaired', 'strength']","['dexterity diminishing', 'dexterity diminishing', 'dexterity diminishing']"
95,8,95_deterioration_worse_deteriorating_rapidly,"['deterioration', 'worse', 'deteriorating', 'rapidly', 'identifying', 'degradation', 'deteriorate', 'status', 'functions', 'condition']","['deterioration physical', 'deterioration medical condition', 'deterioration medical condition']"
96,7,96_musculoskeletal_task_injury_higher,"['musculoskeletal', 'task', 'injury', 'higher', 'rates', 'transfer', 'related', 'injuries', '', '']","['musculoskeletal injury', 'musculoskeletal injury', 'musculoskeletal injury']"
97,7,97_society_considerable_expense_financial,"['society', 'considerable', 'expense', 'financial', 'burden', 'government', 'significant', 'patient', '', '']","['expense patient considerable society', 'expense society considerable', 'expense society considerable']"
98,7,98_negatively_impact_quality_life,"['negatively', 'impact', 'quality', 'life', 'daily', 'severely', 'decreased', '', '', '']","['negatively daily life quality impact', 'negatively daily life quality impact', 'negatively daily life quality impact']"
99,7,99_leg_surgery_lower_surgeries,"['leg', 'surgery', 'lower', 'surgeries', 'foot', 'extremity', 'recovering', 'bearing', 'instability', 'used']","['injuries leg lower', 'surgery leg recovering lower individuals', 'surgery leg lower']"
100,7,100_factors_environmental_weather_disruption,"['factors', 'environmental', 'weather', 'disruption', 'culturing', 'environment', 'varying', 'levels', '', '']","['factors environmental', 'factors environmental', 'factors environmental']"
101,7,101_falling_individuals_hazards_higher,"['falling', 'individuals', 'hazards', 'higher', 'elderly', 'risk', 'people', 'older', 'aging', 'population']","['falling elderly risk individuals', 'falling elderly risk individuals', 'falling elderly risk individuals']"
102,7,102_acuity_visual_limited_diminished,"['acuity', 'visual', 'limited', 'diminished', '', '', '', '', '', '']","['acuity visual limited', 'acuity visual limited', 'acuity visual limited']"
103,7,103_implemented_fashion_needs_population,"['implemented', 'fashion', 'needs', 'population', 'user', 'suitability', 'limit', 'users', 'use', '']","['implemented population user needs fashion', 'implemented population user needs fashion', 'implemented population user needs fashion']"
104,7,104_giver_shortage_little_burden,"['giver', 'shortage', 'little', 'burden', 'space', 'care', 'large', 'user', '', '']","['care space little user giver', 'burden care giver large', 'burden care giver large']"
105,7,105_helpless_spends_longer_situation,"['helpless', 'spends', 'longer', 'situation', 'spend', 'person', 'remain', 'injured', 'help', '']","['helpless spends longer person situation', 'helpless longer spends person situation', 'helpless spends longer person situation']"
106,7,106_neglect_bath_wearing_elders,"['neglect', 'bath', 'wearing', 'elders', 'bed', 'immovable', 'bedridden', 'bathing', 'apparatus', 'persons']","['neglect elders bath wearing bed', 'neglect elders bath wearing bed', 'neglect elders bath wearing bed']"
107,7,107_overload_urgent_manual_communicate,"['overload', 'urgent', 'manual', 'communicate', 'independently', 'monitor', 'costly', 'monitoring', 'supervision', 'information']","['monitoring supervision manual costly human', 'monitoring overload information user', 'monitoring overload information user']"
108,7,108_eat_forgetting_forgetfulness_forgetful,"['eat', 'forgetting', 'forgetfulness', 'forgetful', 'patients', '', '', '', '', '']","['eat forgetting', 'eat forgetting', 'eat forgetting']"
109,7,109_technological_skill_parent_lacks,"['technological', 'skill', 'parent', 'lacks', 'able', 'technologies', 'sophistication', 'operate', 'benefit', 'require']","['technological operate skill require', 'technological parent sophistication lacks', 'technological parent sophistication lacks']"
110,7,110_irritations_skin_usage_wearable,"['irritations', 'skin', 'usage', 'wearable', 'ppg', 'detector', 'assessments', 'light', 'devices', 'long']","['wearable irritations devices skin usage', 'wearable irritations devices skin usage', 'wearable irritations devices skin usage']"
111,7,111_sensors_sensing_coarse_electronic,"['sensors', 'sensing', 'coarse', 'electronic', 'energy', 'placements', 'ambient', 'data', 'consumption', 'processing']","['sensors systems functionality used', 'sensors ambient invasive expensive cumbersome', 'sensors data environmental passive coarse']"
112,7,112_bone_fractures_fracture_vertebral,"['bone', 'fractures', 'fracture', 'vertebral', '87', 'lengthy', 'hip', 'spontaneous', 'treatment', 'costly']","['fractures bone spontaneous', 'fracture bone', 'fractures bone']"
113,7,113_financial_substantial_emotional_costs,"['financial', 'substantial', 'emotional', 'costs', 'economic', 'significant', 'couple', 'cost', 'human', '']","['costs financial human significant', 'costs economic emotional substantial', 'costs emotional financial substantial']"
114,7,114_pre_preterm_term_birth,"['pre', 'preterm', 'term', 'birth', 'delivery', 'fetal', 'labor', 'risks', 'increased', 'risk']","['birth pre term', 'birth pre term', 'birth pre term']"
115,7,115_egg_quality_decline_eggs,"['egg', 'quality', 'decline', 'eggs', 'production', 'decreased', 'variable', 'poor', '', '']","['egg decline quality', 'egg decline quality', 'egg decline quality']"
116,6,116_lifted_frequently_transferred_transferring,"['lifted', 'frequently', 'transferred', 'transferring', 'manual', 'lifting', 'weight', 'transfer', 'increased', 'device']","['transferred lifted frequently', 'transferred lifted frequently', 'transferred lifted frequently']"
117,6,117_procedure_expensive_procedures_treatment,"['procedure', 'expensive', 'procedures', 'treatment', 'difficult', 'cost', '', '', '', '']","['procedure expensive', 'procedure difficult expensive', 'procedure difficult expensive']"
118,6,118_transmitter_wireless_remote_range,"['transmitter', 'wireless', 'remote', 'range', 'communications', 'present', 'apps', 'host', 'setup', 'limitations']","['transmitter range limited remote patient', 'transmitter range remote limited', 'transmitter range remote limited']"
119,6,119_losses_irreversible_wages_economic,"['losses', 'irreversible', 'wages', 'economic', 'function', 'loss', 'work', '', '', '']","['losses economic', 'irreversible loss function', 'irreversible loss function']"
120,6,120_miscarriage_rates_higher_possibility,"['miscarriage', 'rates', 'higher', 'possibility', 'incidence', 'increased', 'high', '', '', '']","['miscarriage rates higher', 'miscarriage rates higher', 'miscarriage rates higher']"
121,6,121_genetic_factors_immunological_,"['genetic', 'factors', 'immunological', '', '', '', '', '', '', '']","['genetic factors', 'genetic factors', 'genetic factors']"
122,6,122_connectivity_fi_wi_critical,"['connectivity', 'fi', 'wi', 'critical', 'connect', 'features', 'network', 'time', 'limited', 'lack']","['connectivity features limited', 'connectivity network lack wi fi', 'connectivity network lack wi fi']"
123,6,123_preeclampsia_eclampsia_hypertensive_material,"['preeclampsia', 'eclampsia', 'hypertensive', 'material', 'cause', 'leading', 'pre', 'disorders', 'increased', 'pregnancy']","['preeclampsia', 'preeclampsia', 'preeclampsia']"
