Topic,Count,Name,Representation,Representative_Docs
31,15,31_event_security_unprotected_want,"['event', 'security', 'unprotected', 'want', 'related', 'safety', 'left', 'attack', 'attacks', 'automatic']","['safety security event health related', 'safety security event health related', 'safety security event health related']"
32,14,32_endometrium_uterine_endometriosis_cross,"['endometrium', 'uterine', 'endometriosis', 'cross', 'endometrial', 'talks', 'cumulus', 'modulation', 'irregular', 'breast']","['endometrium', 'endometrium uterine embryos cross talks', 'endometrium uterine embryo cross talks']"
33,14,33_variable_potential_term_implantation,"['variable', 'potential', 'term', 'implantation', 'defined', 'development', 'poorly', 'successful', '', '']","['implantation potential variable term development', 'implantation potential variable term development', 'implantation potential variable term development']"
34,14,34_depression_distress_caused_inactivity,"['depression', 'distress', 'caused', 'inactivity', 'general', 'severe', 'great', 'personal', 'individual', '']","['depression inactivity general caused', 'depression inactivity general caused', 'depression inactivity general caused']"
35,14,35_consequences_catastrophic_severe_negative,"['consequences', 'catastrophic', 'severe', 'negative', 'health', 'morbidity', 'adverse', 'outcomes', 'psychological', 'events']","['consequences health severe', 'consequences health severe', 'consequences health severe']"
36,14,36_dementia_alzheimer_onset_disease,"['dementia', 'alzheimer', 'onset', 'disease', 'suffering', 'generalized', 'dementias', 'neurological', 'deficits', 'weakness']","['dementia', 'dementia', 'dementia alzheimer cognitive difficulties disease']"
37,13,37_fracture_fractures_bone_hip,"['fracture', 'fractures', 'bone', 'hip', 'broken', 'shoulder', 'vertebral', 'hips', 'bruised', '87']","['fractures hip', 'fracture bone', 'fracture bone hip']"
38,13,38_stress_localized_stresses_stressors,"['stress', 'localized', 'stresses', 'stressors', 'impacts', 'acting', 'diet', 'sternal', 'fatigue', 'pressure']","['stress injury user', 'stress', 'stress']"
39,13,39_neglect_bed_bath_wearing,"['neglect', 'bed', 'bath', 'wearing', 'ridden', 'elders', 'sickbed', 'immovable', 'compromising', 'confined']","['neglect elders bath wearing bed', 'neglect elders bath wearing bed', 'neglect elders bath wearing bed']"
40,12,40_activities_realize_currently_unavailable,"['activities', 'realize', 'currently', 'unavailable', 'respective', 'daily', 'instrumental', 'intended', 'deficits', 'performing']","['activities unavailable failure realize currently', 'activities unavailable failure realize currently', 'activities unavailable failure realize currently']"
41,12,41_generally_consuming_visits_expensive,"['generally', 'consuming', 'visits', 'expensive', 'home', 'acquire', 'nurses', 'costly', 'user', '']","['visits expensive home consuming generally', 'visits expensive home consuming generally', 'visits expensive home consuming generally']"
42,12,42_common_problem_health_wellness,"['common', 'problem', 'health', 'wellness', 'developmental', 'problems', 'issues', 'related', '', '']","['health common problem', 'health common problem', 'health common problem']"
43,12,43_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'performance', 'current', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
44,12,44_conceiving_complexity_grading_proven,"['conceiving', 'complexity', 'grading', 'proven', 'indirect', 'covering', 'contexts', 'construction', 'variability', 'performance']","['conceiving difficulty', 'conceiving difficulty', 'conceiving difficulty']"
45,12,45_challenged_physically_excessive_obstacles,"['challenged', 'physically', 'excessive', 'obstacles', 'rigid', 'paralysis', 'causes', 'individuals', 'faced', 'instability']","['challenged physically individuals', 'challenged physically individuals', 'challenged physically individuals']"
46,12,46_transfers_transfer_periodic_extremely,"['transfers', 'transfer', 'periodic', 'extremely', 'adequate', 'safely', 'uneasy', 'force', 'hard', 'necessity']","['transfer patient difficult safely extremely', 'transfers patient periodic', 'transfers patient periodic']"
47,11,47_financially_burdensome_society_financial,"['financially', 'burdensome', 'society', 'financial', 'considerable', 'burden', 'government', 'attendant', 'expense', 'affordable']","['burdensome financially', 'burdensome financially', 'burdensome financially']"
48,11,48_hospital_admissions_10_40,"['hospital', 'admissions', '10', '40', '33', '69', 'overall', '65', 'medication', '30']","['hospital admissions 10 overall', 'hospital admissions 10', 'hospital medication admissions issues 10']"
49,11,49_farmers_access_information_date,"['farmers', 'access', 'information', 'date', 'relevant', 'middlemen', 'easy', 'available', 'lack', '']","['farmers middlemen information lack access', 'farmers information lack relevant date', 'farmers middlemen information lack access']"
50,11,50_configuration_bulky_compact_large,"['configuration', 'bulky', 'compact', 'large', 'setup', 'design', 'complicated', 'heavy', '', '']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
51,11,51_miscarriage_miscarriages_recurrent_early,"['miscarriage', 'miscarriages', 'recurrent', 'early', 'prior', '', '', '', '', '']","['miscarriage', 'miscarriage', 'miscarriage']"
52,11,52_understanding_basic_art_development,"['understanding', 'basic', 'art', 'development', 'embryo', 'enhanced', 'culturing', '', '', '']","['embryo development basic understanding art', 'embryo development basic understanding art', 'embryo development basic understanding art']"
53,10,53_stairs_unwieldy_stair_distance,"['stairs', 'unwieldy', 'stair', 'distance', 'depth', 'step', 'adjacent', 'railings', 'ascending', 'descending']","['stair distance step legs depth', 'stairs unstable unwieldy', 'stairs unstable unwieldy']"
54,10,54_preeclampsia_hypertensive_eclampsia_ameliorating,"['preeclampsia', 'hypertensive', 'eclampsia', 'ameliorating', 'identification', 'disorders', 'pregnant', 'pregnancy', 'technique', 'cause']","['preeclampsia', 'preeclampsia', 'preeclampsia']"
55,10,55_living_independent_individuals_continue,"['living', 'independent', 'individuals', 'continue', 'lives', 'private', 'practical', 'hour', 'completely', 'residences']","['individuals living', 'individuals living', 'independent living hour 90 continue']"
56,10,56_cognitive_related_decline_disorders,"['cognitive', 'related', 'decline', 'disorders', 'domains', 'age', 'memory', 'increasing', 'number', 'loss']","['cognitive decline age related', 'cognitive decline age related', 'cognitive decline age related']"
57,10,57_menopause_hormones_weeks_period,"['menopause', 'hormones', 'weeks', 'period', 'estradiol', 'estrogen', 'disturbance', 'determinations', 'menstrual', 'withdrawal']","['menopause', 'menopause', 'menopause']"
58,10,58_step_movement_unaided_sequence,"['step', 'movement', 'unaided', 'sequence', 'restrain', 'raised', 'advancing', 'drawback', 'impossible', 'controlled']","['step process', 'step detection', 'advancing step drawback raised user']"
59,9,59_psap_network_location_bidâ,"['psap', 'network', 'location', 'bidâ', 'dispatchable', 'directly', 'updates', 'push', 'rely', 'route']","['location dispatchable network technologies rely', 'psap bidâ location updates systems', 'psap bidâ location updates systems']"
60,9,60_child_safety_dangerous_situation,"['child', 'safety', 'dangerous', 'situation', 'rush', 'unlikely', 'potentially', 'predators', 'line', 'specific']","['rush home person unlikely specific', 'dangerous situation potentially', 'dangerous situation potentially']"
61,9,61_implemented_fashion_population_needs,"['implemented', 'fashion', 'population', 'needs', 'growth', 'user', 'suitability', 'production', 'limit', 'growing']","['implemented population user needs fashion', 'implemented population user needs fashion', 'implemented population user needs fashion']"
62,9,62_locations_away_finding_ascertain,"['locations', 'away', 'finding', 'ascertain', 'technologies', 'location', 'geographical', 'specific', 'unoccupied', 'install']","['geographical location ascertain inability', 'assistance locations technologies away finding', 'assistance locations technologies away finding']"
63,9,63_knee_joint_buckling_joints,"['knee', 'joint', 'buckling', 'joints', 'bending', 'swelling', 'synovial', 'nourishing', 'locked', 'inflammation']","['knee joint locked', 'buckling knee joint risk', 'buckling knee joint risk']"
64,9,64_clients_monitoring_monitors_wellbeing,"['clients', 'monitoring', 'monitors', 'wellbeing', 'elderly', 'vital', 'environment', 'burdensome', 'caring', 'movements']","['elderly monitoring caring burdensome task', 'monitors portable elderly independence individual', 'elderly monitoring clients systems challenged']"
65,9,65_crime_robbery_larceny_crimes,"['crime', 'robbery', 'larceny', 'crimes', 'property', 'violent', 'prevention', '', '', '']","['crime prevention', 'crime property', 'crime property']"
66,9,66_incapacitated_summon_unable_recovery,"['incapacitated', 'summon', 'unable', 'recovery', 'suffering', 'slow', 'halted', 'expect', 'condition', 'complete']","['incapacitated unable', 'incapacitated summon suffering condition unable', 'incapacitated summon suffering condition unable']"
67,9,67_age_old_advanced_,"['age', 'old', 'advanced', '', '', '', '', '', '', '']","['age', 'age', 'age']"
68,9,68_repeated_error_omissions_numerous,"['repeated', 'error', 'omissions', 'numerous', 'imprinting', 'driver', 'errors', 'decisions', 'point', 'single']","['imprinting errors', 'driver error', 'errors omissions numerous']"
69,9,69_chromosome_abnormalities_error_chromosomal,"['chromosome', 'abnormalities', 'error', 'chromosomal', 'segregation', 'placement', 'phenotypes', 'aberrant', 'devastating', 'mosaicism']","['chromosome rate error increased', 'chromosome rate error increased', 'chromosome rate error increased']"
70,9,70_humiliating_embarrassing__,"['humiliating', 'embarrassing', '', '', '', '', '', '', '', '']","['embarrassing', 'humiliating', 'humiliating']"
71,9,71_solutions_sufficient_current_problems,"['solutions', 'sufficient', 'current', 'problems', 'debility', 'limitation', 'procedures', 'method', 'conventional', 'selection']","['solutions problems current sufficient', 'solutions problems current sufficient', 'solutions problems current sufficient']"
72,8,72_rehabilitation_gym_therapy_assisted,"['rehabilitation', 'gym', 'therapy', 'assisted', 'ambulating', 'designed', 'fallen', 'aid', 'assist', 'feet']","['rehabilitation time increased', 'rehabilitation assisted devices need', 'rehabilitation assisted devices need']"
73,8,73_balance_adequately_challenge_control,"['balance', 'adequately', 'challenge', 'control', 'issues', 'lack', 'unable', 'loss', 'limited', '']","['balance lack', 'balance lack', 'balance lack']"
74,8,74_ulcers_pressure_late_admission,"['ulcers', 'pressure', 'late', 'admission', 'risk', '', '', '', '', '']","['ulcers pressure risk admission late', 'ulcers pressure risk admission late', 'ulcers pressure risk admission late']"
75,8,75_legs_weight_supported_support,"['legs', 'weight', 'supported', 'support', 'unable', 'waist', 'strength', 'raise', 'floor', 'leg']","['legs weight support unable', 'legs weight support unable', 'legs weight support unable']"
76,8,76_gait_pathological_disorders_mechanics,"['gait', 'pathological', 'disorders', 'mechanics', 'uneven', 'allow', 'balance', 'limp', 'inconsistent', 'altered']","['gait disorders pathological balance', 'gait disorders pathological balance', 'gait disorders pathological balance']"
77,8,77_abortion_spontaneous_27_abort,"['abortion', 'spontaneous', '27', 'abort', 'recurrent', 'tendency', 'rate', '', '', '']","['abortion spontaneous', 'abortion spontaneous', 'abortion spontaneous']"
78,8,78_delivery_dependence_general_mobilize,"['delivery', 'dependence', 'general', 'mobilize', 'home', 'health', 'drawbacks', 'inability', 'patients', '']","['health delivery home dependence general', 'health delivery home dependence general', 'health delivery home dependence general']"
79,8,79_premature_luteolysis_luteinization_surges,"['premature', 'luteolysis', 'luteinization', 'surges', 'lh', 'surge', 'luteinizing', 'prolonged', 'hormone', 'fsh']","['luteolysis premature', 'surges premature lh', 'hormone luteinizing premature lh surges']"
80,8,80_blastocyst_controversial_qualify_zona,"['blastocyst', 'controversial', 'qualify', 'zona', 'pellucida', 'escape', 'transfer', 'uterus', 'attach', 'women']","['blastocyst women transfer qualify', 'blastocyst pellucida zona escape failure', 'blastocyst pellucida zona escape failure']"
81,8,81_absence_activity_combined_structure,"['absence', 'activity', 'combined', 'structure', 'inactivity', 'decreased', '', '', '', '']","['absence activity', 'absence activity', 'absence activity']"
82,8,82_anxiety_ones_loved_felt,"['anxiety', 'ones', 'loved', 'felt', 'checked', 'respond', 'does', 'increased', 'patient', 'person']","['anxiety felt loved ones', 'anxiety felt loved ones', 'anxiety felt loved ones']"
83,8,83_recognition_directions_cooking_preparations,"['recognition', 'directions', 'cooking', 'preparations', 'eating', 'preparation', 'food', 'difficulty', 'lack', '']","['cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty', 'cooking directions preparation eating difficulty']"
84,8,84_conception_birth_low_cattle,"['conception', 'birth', 'low', 'cattle', 'rate', 'rates', 'range', '50', '', '']","['cattle conception rates range 50', 'conception rates low', 'conception rates low']"
85,7,85_efforts_combined_articles_use,"['efforts', 'combined', 'articles', 'use', 'ineffective', 'hard', 'ease', 'crutch', 'carry', 'effort']","['crutch articles carry use hard', 'efforts unable people combined', 'efforts unable people combined']"
86,7,86_transmitter_wireless_remote_range,"['transmitter', 'wireless', 'remote', 'range', 'present', 'communications', 'apps', 'cellular', 'circuits', 'host']","['transmitter range limited remote patient', 'transmitter range remote limited', 'transmitter range remote limited']"
87,7,87_adjustment_spring_forces_occupant,"['adjustment', 'spring', 'forces', 'occupant', 'adjustability', 'match', 'handles', 'arduous', 'weight', 'unstable']","['adjustment forces spring require match', 'adjustment forces occupant spring weight', 'adjustment forces occupant spring weight']"
88,7,88_strain_wrist_wrists_shoulders,"['strain', 'wrist', 'wrists', 'shoulders', 'elbows', 'backaches', 'upper', 'hands', 'body', 'joint']","['wrist strain', 'wrists elbows stress shoulders joint', 'shoulders wrists elbows strain hands']"
89,7,89_traits_phenotypic_account_women,"['traits', 'phenotypic', 'account', 'women', 'reproduction', 'failure', 'reproductive', 'failing', 'human', '']","['traits phenotypic women failure account', 'traits phenotypic women failure account', 'traits phenotypic women failure account']"
90,7,90_traumatic_psychologically_implications_ethical,"['traumatic', 'psychologically', 'implications', 'ethical', 'failures', 'trauma', 'repeated', 'psychological', 'patient', 'treatment']","['traumatic psychologically patient', 'traumatic psychologically patient', 'traumatic psychologically patient']"
91,7,91_negatively_impact_quality_life,"['negatively', 'impact', 'quality', 'life', 'daily', 'severely', 'decreased', '', '', '']","['negatively daily life quality impact', 'negatively daily life quality impact', 'negatively daily life quality impact']"
92,7,92_discomfort_feeling_wearing_physical,"['discomfort', 'feeling', 'wearing', 'physical', 'uncomfortable', 'user', 'individual', 'person', '', '']","['discomfort physical', 'discomfort physical', 'discomfort physical']"
93,7,93_diagnostic_doctor_transported_facility,"['diagnostic', 'doctor', 'transported', 'facility', 'office', 'transporting', 'transportation', 'patient', 'evaluation', 'treatment']","['diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility', 'diagnostic patient doctor transported facility']"
94,7,94_moved_belt_treadmill_stooping,"['moved', 'belt', 'treadmill', 'stooping', 'kyphosis', 'appropriately', 'limb', 'weakened', 'exercising', 'backward']","['leg backward moved', 'limbs exercising appropriately', 'treadmill leg belt left']"
95,7,95_information_kept_callâ_server,"['information', 'kept', 'callâ', 'server', 'consist', 'externally', 'silos', 'streams', 'transmission', 'medium']","['silos information critical kept', 'communication medium consist callâ include', 'private remote server transmission information']"
96,7,96_egg_quality_decline_eggs,"['egg', 'quality', 'decline', 'eggs', 'production', 'decreased', 'variable', 'poor', '', '']","['egg decline quality', 'egg decline quality', 'egg decline quality']"
97,7,97_irritations_skin_usage_wearable,"['irritations', 'skin', 'usage', 'wearable', 'ppg', 'detector', 'assessments', 'light', 'devices', 'long']","['wearable irritations devices skin usage', 'wearable irritations devices skin usage', 'wearable irritations devices skin usage']"
98,7,98_sling_slings_canvas_lead,"['sling', 'slings', 'canvas', 'lead', 'dropping', 'harness', 'tends', 'typically', 'exert', 'assistant']","['harness sling seat prior inadequate', 'sling canvas assistant operate tends', 'sling canvas patient dropping lead']"
99,7,99_seating_item_seats_furniture,"['seating', 'item', 'seats', 'furniture', 'piece', 'deploy', 'confined', 'getting', 'sit', 'chairs']","['seating apparatus need provide', 'seating furniture difficulty item', 'seating sit furniture difficulty item']"
100,7,100_targeting_victim_vulnerable_scared,"['targeting', 'victim', 'vulnerable', 'scared', 'looking', 'feel', 'comfortable', 'fully', 'confused', 'safe']","['targeting individual', 'targeting individual', 'victim safe comfortable feel']"
101,7,101_acuity_visual_limited_diminished,"['acuity', 'visual', 'limited', 'diminished', '', '', '', '', '', '']","['acuity visual limited', 'acuity visual limited', 'acuity visual limited']"
102,7,102_eat_forgetting_forgetfulness_forgetful,"['eat', 'forgetting', 'forgetfulness', 'forgetful', 'patients', '', '', '', '', '']","['eat forgetting', 'eat forgetting', 'eat forgetting']"
103,7,103_giver_shortage_little_burden,"['giver', 'shortage', 'little', 'burden', 'space', 'care', 'large', 'user', '', '']","['care space little user giver', 'burden care giver large', 'burden care giver large']"
104,6,104_skin_hernias_tears_breakdown,"['skin', 'hernias', 'tears', 'breakdown', 'pain', 'shear', '', '', '', '']","['shear skin', 'tears skin', 'skin breakdown']"
105,6,105_pre_birth_term_fetal,"['pre', 'birth', 'term', 'fetal', 'premature', 'delivery', 'risks', 'increased', 'risk', '']","['birth pre term', 'birth pre term', 'birth pre term']"
106,6,106_cell_shape_topology_deformation,"['cell', 'shape', 'topology', 'deformation', 'boundaries', 'mass', 'changing', 'missing', 'movement', 'false']","['deformation cell shape', 'cell movement mass topology changing', 'cell movement mass topology changing']"
107,6,107_awkward_compression_uncomfortably_postures,"['awkward', 'compression', 'uncomfortably', 'postures', 'position', 'positioned', 'required', 'methods', 'user', '']","['compression position awkward', 'compression position awkward', 'compression position awkward']"
108,6,108_deaths_125_000_approximately,"['deaths', '125', '000', 'approximately', 'year', 'annually', 'non', 'compliance', '', '']","['compliance deaths 000 non 125', 'deaths 125 000', 'deaths 125 000']"
109,6,109_losses_irreversible_wages_economic,"['losses', 'irreversible', 'wages', 'economic', 'function', 'loss', 'work', '', '', '']","['losses economic', 'irreversible loss function', 'irreversible loss function']"
110,6,110_lifted_frequently_transferred_transferring,"['lifted', 'frequently', 'transferred', 'transferring', 'manual', 'lifting', 'weight', 'transfer', 'increased', 'device']","['transferred lifted frequently', 'transferred lifted frequently', 'transferred lifted frequently']"
111,6,111_miscarriage_rates_higher_possibility,"['miscarriage', 'rates', 'higher', 'possibility', 'incidence', 'increased', 'high', '', '', '']","['miscarriage rates higher', 'miscarriage rates higher', 'miscarriage rates higher']"
112,6,112_reduction_function_memory_cognitive,"['reduction', 'function', 'memory', 'cognitive', 'loss', 'physical', '', '', '', '']","['cognitive memory reduction function', 'cognitive memory reduction function', 'cognitive memory reduction function']"
113,6,113_fear_psychological_effects_effect,"['fear', 'psychological', 'effects', 'effect', 'acute', 'high', 'falls', '', '', '']","['fear psychological effects high', 'fear psychological effects high', 'fear psychological effects high']"
114,6,114_unwanted_joints_bending_tighten,"['unwanted', 'joints', 'bending', 'tighten', 'flexible', 'fascia', 'arched', 'muscles', 'tight', 'bent']","['bending unwanted', 'fascia joints muscles flexible tight', 'bending unwanted']"
115,6,115_helpless_spends_longer_situation,"['helpless', 'spends', 'longer', 'situation', 'spend', 'person', 'remain', 'injured', 'help', '']","['helpless spends longer person situation', 'helpless spends longer person situation', 'helpless longer spends person situation']"
116,6,116_privacy_invasion_concerns_invasive,"['privacy', 'invasion', 'concerns', 'invasive', 'issues', 'vulnerable', 'independence', 'fear', 'systems', 'individual']","['privacy invasive systems issues', 'privacy invasive systems issues', 'privacy user']"
117,6,117_battery_power_replacement_electric,"['battery', 'power', 'replacement', 'electric', 'draw', 'drained', 'charging', 'adds', 'frequent', 'operate']","['storage battery weight power adds', 'battery power device considerable draw', 'battery']"
118,6,118_connectivity_fi_wi_critical,"['connectivity', 'fi', 'wi', 'critical', 'connect', 'features', 'network', 'time', 'limited', 'lack']","['connectivity features limited', 'connectivity network lack wi fi', 'connectivity network lack wi fi']"
119,6,119_prior_art_disadvantages_invention,"['prior', 'art', 'disadvantages', 'invention', 'disclose', 'unique', 'present', 'features', 'solutions', 'devices']","['disadvantages prior art', 'disadvantages devices prior art', 'disadvantages devices prior art']"
120,6,120_crashing_manipulating_malware_viruses,"['crashing', 'manipulating', 'malware', 'viruses', 'assistants', 'software', 'device', 'structural', 'crash', 'losing']","['complexity device crash problem result', 'device assistants manipulating users difficulties', 'crashing malware viruses device software']"
121,6,121_services_response_undue_search,"['services', 'response', 'undue', 'search', 'expense', 'rescue', 'strain', 'cost', 'emergency', 'costs']","['cost emergency services response', 'cost emergency services response', 'cost emergency services response']"
122,6,122_deterioration_deteriorating_rapidly_identifying,"['deterioration', 'deteriorating', 'rapidly', 'identifying', 'deteriorate', 'condition', 'status', 'medical', 'health', 'conditions']","['deterioration physical', 'deterioration medical condition', 'deterioration medical condition']"
123,6,123_workforce_increased_mobility_,"['workforce', 'increased', 'mobility', '', '', '', '', '', '', '']","['mobility workforce increased', 'mobility workforce increased', 'mobility workforce increased']"
124,6,124_sensitivity_known_camera_systems,"['sensitivity', 'known', 'camera', 'systems', 'activated', 'total', 'manually', 'based', 'low', 'privacy']","['sensitivity systems low known', 'sensitivity systems low known', 'sensitivity systems low known']"
